category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Immune system,hsa04611,Platelet activation,7/409,126/9500,0.05555555555555555,1.2904102146155934,0.6960323974198622,0.2994812719162216,0.7382561586771974,0.6695868503063624,PRKG1/F2/VWF/ADCY7/PLCG2/ROCK2/TBXAS1,7
Human Diseases,Cancer: specific types,hsa05215,Prostate cancer,6/409,106/9500,0.05660377358490566,1.3147575771555104,0.6911918638503763,0.3057929341246781,0.7480165619357512,0.6784393842118366,IGF1R/BCL2/TMPRSS2/EP300/GRM1/CREB5,6
Organismal Systems,Digestive system,hsa04977,Vitamin digestion and absorption,2/409,26/9500,0.07692307692307693,1.7867218356215913,0.8519928634777852,0.30901245299009605,0.7501218324492408,0.6803488318142734,SCARB1/SLC19A3,2
Human Diseases,Cancer: specific types,hsa05210,Colorectal cancer,5/409,87/9500,0.05747126436781609,1.3349071185678556,0.6656021937066011,0.3201933502292144,0.771374889188562,0.6996250236268322,SMAD2/BCL2/POLK/MSH3/TGFBR1,5
Metabolism,Glycan biosynthesis and metabolism,hsa00514,Other types of O-glycan biosynthesis,3/409,47/9500,0.06382978723404255,1.4825989699838733,0.7034694788756128,0.3297611336907851,0.7773909210975208,0.7050814709722633,GALNT18/XXYLT1/B4GALT1,3
Metabolism,Carbohydrate metabolism,hsa00620,Pyruvate metabolism,3/409,47/9500,0.06382978723404255,1.4825989699838733,0.7034694788756128,0.3297611336907851,0.7773909210975208,0.7050814709722633,ACACA/ALDH2/ACYP2,3
NA,NA,hsa04382,Cornified envelope formation,11/409,217/9500,0.05069124423963134,1.1774249884510946,0.5607835251015096,0.3324690731737825,0.7773909210975208,0.7050814709722633,TCHH/COL4A2/PPP2R5E/SPTLC2/PCSK6/BLMH/LAMA3/SLC27A1/ITGA6/CLDN16/PPP2R5D,11
Human Diseases,Cancer: overview,hsa05207,Chemical carcinogenesis - receptor activation,11/409,217/9500,0.05069124423963134,1.1774249884510946,0.5607835251015096,0.3324690731737825,0.7773909210975208,0.7050814709722633,CACNA1C/CACNA1S/PRKCB/ADCY7/PRKCA/BCL2/UGT1A8/JAG1/RPS6KA2/CREB5/XIAP,11
NA,NA,hsa03272,Virion - Hepatitis viruses,3/409,48/9500,0.0625,1.4517114914425429,0.6654488367552819,0.34169761939117427,0.7802148456270463,0.7076427265865963,SCARB1/DPP4/CLDN16,3
Cellular Processes,Cell motility,hsa04814,Motor proteins,10/409,197/9500,0.050761421319796954,1.1790550184304915,0.5386452931337598,0.34230176531322315,0.7802148456270463,0.7076427265865963,DNAH10/MYO1E/MYO15A/MYO18A/MYO5B/MYO7B/MYO18B/MYL3/MYO10/KIF6,10
Organismal Systems,Endocrine system,hsa04914,Progesterone-mediated oocyte maturation,6/409,111/9500,0.05405405405405406,1.2555342628692263,0.5743752646289325,0.3441299123789867,0.7802148456270463,0.7076427265865963,ANAPC16/IGF1R/ADCY7/FZR1/RPS6KA2/ANAPC2,6
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,8/409,154/9500,0.05194805194805195,1.206617343536659,0.5482883455428567,0.3446025735147515,0.7802148456270463,0.7076427265865963,AK4/AK5/MAT1A/UROS/ALDH2/UGT1A8/MTHFD2L/IDO1,8
Human Diseases,Substance dependence,hsa05031,Amphetamine addiction,4/409,69/9500,0.057971014492753624,1.346515006555402,0.6127206105667549,0.34594431834406775,0.7802148456270463,0.7076427265865963,CACNA1C/PRKCB/PRKCA/CREB5,4
Cellular Processes,Cellular community - eukaryotes,hsa04540,Gap junction,5/409,92/9500,0.05434782608695652,1.2623578186456894,0.536332407393286,0.36322989579847736,0.8023056293054314,0.7276787236997293,PRKG1/PRKCB/ADCY7/PRKCA/GRM1,5
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,8/409,157/9500,0.050955414012738856,1.183560961176086,0.4919055740945864,0.3642834333324956,0.8023056293054314,0.7276787236997293,HLA-F/SQSTM1/MCU/TSC2/SMAD2/FBXW11/HIPK2/TGFBR1,8
Human Diseases,Infectious disease: bacterial,hsa05120,Epithelial cell signaling in Helicobacter pylori infection,4/409,71/9500,0.056338028169014086,1.3085850063707427,0.5535615874008363,0.3657352656855061,0.8023056293054314,0.7276787236997293,ATP6V0D1/PLCG2/ATP6V1C2/NOD1,4
Metabolism,Carbohydrate metabolism,hsa00020,Citrate cycle (TCA cycle),2/409,30/9500,0.06666666666666667,1.5484922575387123,0.6381913423768996,0.3725884263125667,0.8023056293054314,0.7276787236997293,SDHC/OGDHL,2
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,10/409,203/9500,0.04926108374384237,1.1442061016295904,0.4405092263412323,0.37710886321474707,0.8023056293054314,0.7276787236997293,F2/MYO1E/CYTH1/MYO5B/ROCK2/IL1R1/NCK2/CLDN16/MYO10/ACTR3B,10
Metabolism,Lipid metabolism,hsa00565,Ether lipid metabolism,3/409,51/9500,0.058823529411764705,1.3663166978282757,0.5563443066966686,0.3773690263666313,0.8023056293054314,0.7276787236997293,PLA2G6/PLD1/PLPP1,3
Human Diseases,Cancer: overview,hsa05205,Proteoglycans in cancer,10/409,204/9500,0.049019607843137254,1.1385972481902296,0.42444009465343713,0.38294824879963146,0.8023056293054314,0.7276787236997293,PLCE1/IGF1R/PRKCB/PLCG2/WNT3/PRKCA/SMAD2/ROCK2/ANK2/VAV2,10
Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,4/409,73/9500,0.0547945205479452,1.2727333623605854,0.4961439639648797,0.3854975134763169,0.8023056293054314,0.7276787236997293,PRKCB/PLCG2/PRKCA/POLK,4
Metabolism,Carbohydrate metabolism,hsa00030,Pentose phosphate pathway,2/409,31/9500,0.06451612903225806,1.4985408943923022,0.5896907916566085,0.38813646804140467,0.8023056293054314,0.7276787236997293,PFKP/TKT,2
Metabolism,Carbohydrate metabolism,hsa00053,Ascorbate and aldarate metabolism,2/409,31/9500,0.06451612903225806,1.4985408943923022,0.5896907916566085,0.38813646804140467,0.8023056293054314,0.7276787236997293,ALDH2/UGT1A8,2
Metabolism,Metabolism of other amino acids,hsa00410,beta-Alanine metabolism,2/409,31/9500,0.06451612903225806,1.4985408943923022,0.5896907916566085,0.38813646804140467,0.8023056293054314,0.7276787236997293,ALDH2/HIBCH,2
Organismal Systems,Endocrine system,hsa04913,Ovarian steroidogenesis,3/409,52/9500,0.057692307692307696,1.3400413767161934,0.5215047450180278,0.3891798471177249,0.8023056293054314,0.7276787236997293,SCARB1/IGF1R/ADCY7,3
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,6/409,117/9500,0.05128205128205128,1.1911478904143942,0.44125165875446537,0.39066731761422613,0.8023056293054314,0.7276787236997293,SDHC/PFKP/OGDHL/PCCA/HIBCH/TKT,6
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,12/409,251/9500,0.04780876494023904,1.110472535286726,0.37621712555938136,0.3966834666713208,0.8023056293054314,0.7276787236997293,PLEKHM1/AHNAK/PIK3C2G/CYTH1/PIK3C3/BCL2/ROCK2/SNX18/NOD1/ELMO1/EXOC4/ACTR3B,12
Metabolism,Carbohydrate metabolism,hsa00052,Galactose metabolism,2/409,32/9500,0.0625,1.4517114914425429,0.5428774127596356,0.4035122098604932,0.8023056293054314,0.7276787236997293,PFKP/B4GALT1,2
Cellular Processes,Transport and catabolism,hsa04136,Autophagy - other,2/409,32/9500,0.0625,1.4517114914425429,0.5428774127596356,0.4035122098604932,0.8023056293054314,0.7276787236997293,RPTOR/PIK3C3,2
Cellular Processes,Cell growth and death,hsa04215,Apoptosis - multiple species,2/409,32/9500,0.0625,1.4517114914425429,0.5428774127596356,0.4035122098604932,0.8023056293054314,0.7276787236997293,BCL2/XIAP,2
Human Diseases,Infectious disease: viral,hsa05161,Hepatitis B,8/409,163/9500,0.049079754601226995,1.1399943000284998,0.3823800671883944,0.4039025562202211,0.8023056293054314,0.7276787236997293,PRKCB/PRKCA/BCL2/IFNAR1/EP300/CREB5/TGFBR1/DDX3X,8
Cellular Processes,Cell growth and death,hsa04115,p53 signaling pathway,4/409,75/9500,0.05333333333333334,1.23879380603097,0.4403599146149542,0.40518310319085415,0.8023056293054314,0.7276787236997293,SIVA1/TSC2/PPM1D/BCL2,4
Environmental Information Processing,Signal transduction,hsa04668,TNF signaling pathway,6/409,119/9500,0.05042016806722689,1.171128598138522,0.3984430669576973,0.4061987620068379,0.8023056293054314,0.7276787236997293,FRMD8/JAG1/ITCH/MAP3K5/CREB5/XIAP,6
Environmental Information Processing,Signal transduction,hsa04020,Calcium signaling pathway,12/409,254/9500,0.047244094488188976,1.0973567179408197,0.33358046319364654,0.41264105802065976,0.8095987730846117,0.7342934916424484,CACNA1C/CACNA1S/ATP2B4/RYR2/MCU/PLCE1/PRKCB/ADCY7/PLCG2/PRKCA/STIM2/GRM1,12
Organismal Systems,Digestive system,hsa04971,Gastric acid secretion,4/409,76/9500,0.05263157894736842,1.2224938875305624,0.4130494143164634,0.41498301890815004,0.8095987730846117,0.7342934916424484,PRKCB/ADCY7/ATP1B2/PRKCA,4
Genetic Information Processing,"Folding, sorting and degradation",hsa04130,SNARE interactions in vesicular transport,2/409,33/9500,0.06060606060606061,1.4077202341261021,0.4976314449256747,0.41870166667914366,0.8118727439266322,0.7363559478182629,VTI1A/STX17,2
Human Diseases,Cancer: overview,hsa05231,Choline metabolism in cancer,5/409,99/9500,0.050505050505050504,1.173100195105085,0.36721710062395724,0.42357569642158677,0.8163458876488763,0.7404130195822315,TSC2/PRKCB/PRKCA/PLD1/PLPP1,5
Metabolism,Glycan biosynthesis and metabolism,hsa00510,N-Glycan biosynthesis,3/409,56/9500,0.05357142857142857,1.2443241355221795,0.38893512294983,0.4357852622513346,0.8348175505778579,0.7571665304810761,MGAT5/B4GALT1/DHRSX,3
Metabolism,Carbohydrate metabolism,hsa00051,Fructose and mannose metabolism,2/409,35/9500,0.05714285714285714,1.327279077890325,0.411421255214167,0.4484732666089981,0.8494422455158954,0.7704309012623481,PFKP/SORD,2
Human Diseases,Infectious disease: viral,hsa05171,Coronavirus disease - COVID-19,11/409,238/9500,0.046218487394957986,1.0735345482936451,0.24368134783872913,0.4487619410272655,0.8494422455158954,0.7704309012623481,F2/VWF/PRKCB/PLCG2/RPL27/PRKCA/IFNAR1/TMPRSS2/C9/IL6ST/CGAS,11
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,10/409,216/9500,0.046296296296296294,1.0753418455129946,0.23756930805848966,0.4532157792023228,0.8511272110754182,0.7719591388105417,ERO1A/PRKCA/MIB1/BCL2/ROCK2/TANK/PPARG/HSPA4/MAP3K5/VAV2,10
Genetic Information Processing,Translation,hsa03015,mRNA surveillance pathway,5/409,103/9500,0.04854368932038835,1.1275429059747903,0.2760419430565306,0.45763983574458567,0.8511272110754182,0.7719591388105417,SMG7/MSI1/PPP2R5E/MSI2/PPP2R5D,5
Metabolism,Glycan biosynthesis and metabolism,hsa00533,Glycosaminoglycan biosynthesis - keratan sulfate,1/409,14/9500,0.07142857142857142,1.659098847362906,0.5234410503805214,0.4601844473708274,0.8511272110754182,0.7719591388105417,B4GALT1,1
Metabolism,Carbohydrate metabolism,hsa00040,Pentose and glucuronate interconversions,2/409,36/9500,0.05555555555555555,1.2904102146155934,0.3702717181263784,0.4630346148303376,0.8511272110754182,0.7719591388105417,SORD/UGT1A8,2
Metabolism,Glycan biosynthesis and metabolism,hsa00512,Mucin type O-glycan biosynthesis,2/409,36/9500,0.05555555555555555,1.2904102146155934,0.3702717181263784,0.4630346148303376,0.8511272110754182,0.7719591388105417,GALNT18/GCNT1,2
Organismal Systems,Endocrine system,hsa04923,Regulation of lipolysis in adipocytes,3/409,59/9500,0.05084745762711865,1.1810534167668145,0.2958819696079793,0.46985430425548225,0.8586992457082951,0.7788268564186457,PRKG1/ADCY7/MGLL,3
Metabolism,Amino acid metabolism,hsa00350,Tyrosine metabolism,2/409,37/9500,0.05405405405405406,1.2555342628692263,0.33031656297160045,0.47736789797930546,0.8625169974853361,0.7822894978847471,IL4I1/COMT,2
Human Diseases,Cancer: specific types,hsa05216,Thyroid cancer,2/409,37/9500,0.05405405405405406,1.2555342628692263,0.33031656297160045,0.47736789797930546,0.8625169974853361,0.7822894978847471,PPARG/POLK,2
Environmental Information Processing,Signal transduction,hsa04370,VEGF signaling pathway,3/409,60/9500,0.05,1.1613691931540342,0.2659530801774075,0.48100646511618006,0.8641811068188998,0.7837988191604719,PRKCB/PLCG2/PRKCA,3
Organismal Systems,Endocrine system,hsa04922,Glucagon signaling pathway,5/409,107/9500,0.04672897196261682,1.0853917693028357,0.18840850729231648,0.491120002370512,0.8655104564093814,0.7850045185573337,ACACA/PFKP/PPP4R3A/EP300/CREB5,5
Organismal Systems,Digestive system,hsa04978,Mineral absorption,3/409,61/9500,0.04918032786885246,1.1423303539220009,0.2365343521346441,0.492047006599473,0.8655104564093814,0.7850045185573337,ATP2B4/ATP1B2/SLC31A1,3
Metabolism,Global and overview maps,hsa01232,Nucleotide metabolism,4/409,85/9500,0.047058823529411764,1.0930533582626205,0.18277892592299977,0.5010038057480095,0.8655104564093814,0.7850045185573337,AK4/AK5/NT5C2/CANT1,4
Organismal Systems,Aging,hsa04213,Longevity regulating pathway - multiple species,3/409,62/9500,0.04838709677419355,1.1239056707942268,0.20760691282203841,0.5029708187031211,0.8655104564093814,0.7850045185573337,IGF1R/ADCY7/RPTOR,3
Human Diseases,Endocrine and metabolic disease,hsa04934,Cushing syndrome,7/409,155/9500,0.04516129032258064,1.0489786260746115,0.1303999916303377,0.5036656875705671,0.8655104564093814,0.7850045185573337,CACNA1C/CACNA1S/KMT2A/SCARB1/ADCY7/WNT3/CREB5,7
Metabolism,Metabolism of cofactors and vitamins,hsa00670,One carbon pool by folate,2/409,39/9500,0.05128205128205128,1.1911478904143942,0.25370443580844654,0.5053217981009769,0.8655104564093814,0.7850045185573337,MAT1A/MTHFD2L,2
Metabolism,Amino acid metabolism,hsa00360,Phenylalanine metabolism,1/409,16/9500,0.0625,1.4517114914425429,0.3835483569885225,0.5057328355984996,0.8655104564093814,0.7850045185573337,IL4I1,1
Organismal Systems,Immune system,hsa04659,Th17 cell differentiation,5/409,109/9500,0.045871559633027525,1.0654763239945269,0.1458264779500525,0.5075804362837812,0.8655104564093814,0.7850045185573337,SMAD2/IL12RB1/IL1R1/IL6ST/TGFBR1,5
Environmental Information Processing,Signal transduction,hsa04012,ErbB signaling pathway,4/409,86/9500,0.046511627906976744,1.0803434354921249,0.1587476466612902,0.5102405880718923,0.8655104564093814,0.7850045185573337,PRKCB/PLCG2/PRKCA/NCK2,4
Environmental Information Processing,Signal transduction,hsa04068,FoxO signaling pathway,6/409,133/9500,0.045112781954887216,1.0478519035976248,0.11787441447747764,0.5128674436921055,0.8655104564093814,0.7850045185573337,IGF1R/TPTEP2-CSNK1E/EP300/GRM1/FBXO25/TGFBR1,6
Cellular Processes,Transport and catabolism,hsa04142,Lysosome,6/409,133/9500,0.045112781954887216,1.0478519035976248,0.11787441447747764,0.5128674436921055,0.8655104564093814,0.7850045185573337,ATP6V0D1/AP1B1/SUMF1/CLTB/CLTA/AP1S2,6
Human Diseases,Neurodegenerative disease,hsa05022,Pathways of neurodegeneration - multiple diseases,21/409,483/9500,0.043478260869565216,1.0098862549165515,0.04730086730772551,0.5144071580546323,0.8655104564093814,0.7850045185573337,SQSTM1/CACNA1C/SDHC/CACNA1S/RYR2/MCU/PSMA1/ATXN2/DNAH10/SPG11/PRKCB/WNT3/PRKCA/PIK3C3/BCL2/TANK/MAP1LC3A/TPTEP2-CSNK1E/ATXN1/MAP3K5/GRM1,21
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,13/409,298/9500,0.0436241610738255,1.0132751349666071,0.049385645169500676,0.5215180932191594,0.8728565981246985,0.7916673548035994,TNFRSF9/LEPR/IL15RA/ACVRL1/IL12RB1/IL1R1/ACVR1/BMPR2/IFNAR1/IL20RB/LIFR/IL6ST/TGFBR1,13
Metabolism,Metabolism of other amino acids,hsa00450,Selenocompound metabolism,1/409,17/9500,0.058823529411764705,1.3663166978282757,0.32062919890984193,0.5270482373530558,0.8752906219531789,0.7938749765480669,TXNRD1,1
Organismal Systems,Immune system,hsa04610,Complement and coagulation cascades,4/409,88/9500,0.045454545454545456,1.0557901755945767,0.11152002910466903,0.528477356650976,0.8752906219531789,0.7938749765480669,F2/VWF/PROC/C9,4
Human Diseases,Infectious disease: viral,hsa05168,Herpes simplex virus 1 infection,8/409,183/9500,0.04371584699453552,1.0154047590417787,0.044631057334127,0.5338947789706857,0.8796815529154304,0.7978574826177688,HLA-F/B2M/PML/TSC2/BCL2/IFNAR1/SRPK1/CGAS,8
Organismal Systems,Digestive system,hsa04976,Bile secretion,4/409,90/9500,0.044444444444444446,1.0323281716924748,0.06535854205975286,0.5463782498636682,0.8822043633138668,0.800145632399866,SCARB1/ADCY7/ATP1B2/UGT1A8,4
Metabolism,Lipid metabolism,hsa00061,Fatty acid biosynthesis,1/409,18/9500,0.05555555555555555,1.2904102146155934,0.26157301229485413,0.5474465576021965,0.8822043633138668,0.800145632399866,ACACA,1
Metabolism,Glycan biosynthesis and metabolism,hsa00511,Other glycan degradation,1/409,18/9500,0.05555555555555555,1.2904102146155934,0.26157301229485413,0.5474465576021965,0.8822043633138668,0.800145632399866,MAN2C1,1
Organismal Systems,Digestive system,hsa04980,Cobalamin transport and metabolism,1/409,18/9500,0.05555555555555555,1.2904102146155934,0.26157301229485413,0.5474465576021965,0.8822043633138668,0.800145632399866,TCN1,1
Human Diseases,Infectious disease: bacterial,hsa05135,Yersinia infection,6/409,138/9500,0.043478260869565216,1.0098862549165515,0.02481314413515871,0.5492970564029737,0.8822043633138668,0.800145632399866,DOCK1/ROCK2/RPS6KA2/ELMO1/ACTR3B/VAV2,6
Organismal Systems,Immune system,hsa04662,B cell receptor signaling pathway,4/409,91/9500,0.04395604395604396,1.0209839060694808,0.04266090501503219,0.5551958583586916,0.8871974017993162,0.8046742406256625,PRKCB/PLCG2/BANK1/VAV2,4
Genetic Information Processing,Transcription,hsa03022,Basal transcription factors,2/409,44/9500,0.045454545454545456,1.0557901755945767,0.07867288995409871,0.5708185868285354,0.8953956065808804,0.8121098848168197,TAF5L/TAF3,2
Organismal Systems,Immune system,hsa04621,NOD-like receptor signaling pathway,8/409,189/9500,0.042328042328042326,0.9831696873261664,-0.04957008825206956,0.570968408430572,0.8953956065808804,0.8121098848168197,YWHAE/MCU/BCL2/TANK/MAP1LC3A/IFNAR1/NOD1/XIAP,8
Organismal Systems,Immune system,hsa04664,Fc epsilon RI signaling pathway,3/409,69/9500,0.043478260869565216,1.0098862549165515,0.017481240448729455,0.5758178249399798,0.8953956065808804,0.8121098848168197,PLCG2/PRKCA/VAV2,3
Organismal Systems,Endocrine system,hsa04924,Renin secretion,3/409,69/9500,0.043478260869565216,1.0098862549165515,0.017481240448729455,0.5758178249399798,0.8953956065808804,0.8121098848168197,CACNA1C/CACNA1S/PDE3A,3
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,6/409,142/9500,0.04225352112676056,0.9814387547780571,-0.04726661802315709,0.5775373384691926,0.8953956065808804,0.8121098848168197,SQSTM1/BCL2/IL1R1/ACVR1/BMPR2/MAP3K5,6
Environmental Information Processing,Membrane transport,hsa02010,ABC transporters,2/409,45/9500,0.044444444444444446,1.0323281716924748,0.046105358489345105,0.5831410821580465,0.8953956065808804,0.8121098848168197,ABCA3/ABCA13,2
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,6/409,143/9500,0.04195804195804196,0.9745755467026861,-0.06497497124919208,0.584458951996353,0.8953956065808804,0.8121098848168197,SQSTM1/PLCG2/IL1R1/IFNAR1/PPARG/TGFBR1,6
Metabolism,Metabolism of cofactors and vitamins,hsa00785,Lipoic acid metabolism,1/409,20/9500,0.05,1.1613691931540342,0.15322379889722126,0.5856477250569652,0.8953956065808804,0.8121098848168197,OGDHL,1
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,3/409,70/9500,0.04285714285714286,0.9954593084177437,-0.008087419053709756,0.5856675665686262,0.8953956065808804,0.8121098848168197,ARNT2/EPAS1/EP300,3
Metabolism,Metabolism of cofactors and vitamins,hsa00860,Porphyrin metabolism,2/409,46/9500,0.043478260869565216,1.0098862549165515,0.01425600011987175,0.595201144651109,0.9056170526270462,0.8213805773578639,UROS/UGT1A8,2
Metabolism,Metabolism of cofactors and vitamins,hsa00770,Pantothenate and CoA biosynthesis,1/409,21/9500,0.047619047619047616,1.1060658982419374,0.10320457005200336,0.6035243158219126,0.9139082496731818,0.8289005640862359,ALDH2,1
Organismal Systems,Immune system,hsa04660,T cell receptor signaling pathway,5/409,122/9500,0.040983606557377046,0.9519419616016673,-0.1133145321901945,0.6085396544281547,0.917135592929636,0.8318277142096004,PPP2R5E/NCK2/DLG1/PPP2R5D/VAV2,5
Genetic Information Processing,"Folding, sorting and degradation",hsa04141,Protein processing in endoplasmic reticulum,7/409,172/9500,0.040697674418604654,0.9453005060556093,-0.15354936761204588,0.6148325746556138,0.9222488619834207,0.8364653696903585,ERO1A/MBTPS1/BCL2/EDEM1/MAP3K5/DNAJA1/SSR4,7
Metabolism,Amino acid metabolism,hsa00340,Histidine metabolism,1/409,22/9500,0.045454545454545456,1.0557901755945767,0.055565533118510306,0.6206314531601167,0.9246628472723722,0.838654816791228,ALDH2,1
Human Diseases,Drug resistance: antineoplastic,hsa01522,Endocrine resistance,4/409,99/9500,0.04040404040404041,0.9384801560840682,-0.13050903091086866,0.6222573877870681,0.9246628472723722,0.838654816791228,IGF1R/ADCY7/BCL2/JAG1,4
Metabolism,Global and overview maps,hsa01230,Biosynthesis of amino acids,3/409,75/9500,0.04,0.9290953545232273,-0.13075533300853584,0.6326811466280753,0.930157615890626,0.84363848644168,PFKP/MAT1A/TKT,3
Metabolism,Metabolism of terpenoids and polyketides,hsa00900,Terpenoid backbone biosynthesis,1/409,23/9500,0.043478260869565216,1.0098862549165515,0.010068274583530174,0.63700217859349,0.930157615890626,0.84363848644168,ZMPSTE24,1
Organismal Systems,Excretory system,hsa04964,Proximal tubule bicarbonate reclamation,1/409,23/9500,0.043478260869565216,1.0098862549165515,0.010068274583530174,0.63700217859349,0.930157615890626,0.84363848644168,ATP1B2,1
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,15/409,371/9500,0.04043126684636118,0.9391125551110788,-0.2537452199211457,0.6376552209564669,0.930157615890626,0.84363848644168,SQSTM1/SDHC/NUP133/MCU/PSMA1/ATXN2/DNAH10/SPG11/SEH1L/PIK3C3/BCL2/TANK/MAP1LC3A/MAP3K5/NUP214,15
Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,2/409,51/9500,0.0392156862745098,0.9108777985521838,-0.13535454340388794,0.6515715946149999,0.9434020980193552,0.8556510256779323,OSBPL5/SCARB1,2
Metabolism,Glycan biosynthesis and metabolism,hsa00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,1/409,24/9500,0.041666666666666664,0.9678076609616951,-0.03349194710868212,0.6526681181265979,0.9434020980193552,0.8556510256779323,HS6ST1,1
Metabolism,Amino acid metabolism,hsa00270,Cysteine and methionine metabolism,2/409,52/9500,0.038461538461538464,0.8933609178107956,-0.16354711859802087,0.6620672645148908,0.9449003566892313,0.8570099229819578,MAT1A/IL4I1,2
Organismal Systems,Digestive system,hsa04973,Carbohydrate digestion and absorption,2/409,52/9500,0.038461538461538464,0.8933609178107956,-0.16354711859802087,0.6620672645148908,0.9449003566892313,0.8570099229819578,PRKCB/ATP1B2,2
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,8/409,205/9500,0.03902439024390244,0.9064344922177828,-0.2872518148903539,0.6626188035902472,0.9449003566892313,0.8570099229819578,SDHC/RYR2/TBC1D4/PRKCB/PDK2/PRKCA/SMAD2/TGFBR1,8
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,6/409,157/9500,0.03821656050955414,0.8876707208820643,-0.30101933536474534,0.6747725247698837,0.9573165675282953,0.8682712330445314,LEPR/SDHC/ADIPOR2/ITCH/PPARG/MAP3K5,6
Metabolism,Lipid metabolism,hsa00592,alpha-Linolenic acid metabolism,1/409,26/9500,0.038461538461538464,0.8933609178107956,-0.11548648185319249,0.6820054263354423,0.9573165675282953,0.8682712330445314,PLA2G6,1
Cellular Processes,Transport and catabolism,hsa04145,Phagosome,6/409,159/9500,0.03773584905660377,0.876505051437007,-0.3330779159646635,0.6865941857426237,0.9573165675282953,0.8682712330445314,HLA-F/SCARB1/ATP6V0D1/MRC2/PIK3C3/ATP6V1C2,6
Genetic Information Processing,Translation,hsa03013,Nucleocytoplasmic transport,4/409,108/9500,0.037037037037037035,0.8602734764103958,-0.30974653630895677,0.6896412983890492,0.9573165675282953,0.8682712330445314,NUP133/UBE2I/SEH1L/NUP214,4
Organismal Systems,Immune system,hsa04650,Natural killer cell mediated cytotoxicity,5/409,134/9500,0.03731343283582089,0.8666934277268911,-0.32962614616727764,0.6902555790463372,0.9573165675282953,0.8682712330445314,PRKCB/PLCG2/PRKCA/IFNAR1/VAV2,5
Organismal Systems,Immune system,hsa04612,Antigen processing and presentation,3/409,82/9500,0.036585365853658534,0.8497823364541713,-0.28976328389432443,0.6920634607246304,0.9573165675282953,0.8682712330445314,HLA-F/B2M/HSPA4,3
Environmental Information Processing,Signaling molecules and interaction,hsa04514,Cell adhesion molecule (CAM) interaction,6/409,160/9500,0.0375,0.8710268948655256,-0.3489638808941055,0.6923987752563142,0.9573165675282953,0.8682712330445314,HLA-F/PTPRM/ITGA6/CLDN16/ITGB8/PTPRD,6
Metabolism,Carbohydrate metabolism,hsa00650,Butanoate metabolism,1/409,27/9500,0.037037037037037035,0.8602734764103958,-0.15420971562137958,0.6957335011326562,0.957763001559241,0.8686761417650846,OXCT1,1
Organismal Systems,Immune system,hsa04623,Cytosolic DNA-sensing pathway,3/409,83/9500,0.03614457831325301,0.8395439950511091,-0.3114106814134911,0.6999292093173459,0.9593857265642931,0.870147928098697,POLR1C/CGAS/GSDME,3
Metabolism,Glycan biosynthesis and metabolism,hsa00601,Glycosphingolipid biosynthesis - lacto and neolacto series,1/409,28/9500,0.03571428571428571,0.829549423681453,-0.19158054920579684,0.7088703108061222,0.9674710679671539,0.8774812069612717,B4GALT1,1
Metabolism,Nucleotide metabolism,hsa00240,Pyrimidine metabolism,2/409,58/9500,0.034482758620689655,0.8009442711407133,-0.3225161366680408,0.7197768624153646,0.9695777495172508,0.8793919343519588,NT5C2/CANT1,2
Human Diseases,Substance dependence,hsa05034,Alcoholism,7/409,191/9500,0.03664921465968586,0.8512653771809674,-0.4404250515883027,0.7213361268057054,0.9695777495172508,0.8793919343519588,GNB1/GNB5/GNAO1/GNG7/HDAC4/HDAC9/CREB5,7
Organismal Systems,Sensory system,hsa04744,Phototransduction,1/409,29/9500,0.034482758620689655,0.8009442711407133,-0.22770393235703898,0.7214412612791263,0.9695777495172508,0.8793919343519588,GNB1,1
Organismal Systems,Sensory system,hsa04742,Taste transduction,3/409,86/9500,0.03488372093023256,0.8102575766190937,-0.3749050933536631,0.7226098321873851,0.9695777495172508,0.8793919343519588,GABBR1/CACNA1C/GRM1,3
Metabolism,Lipid metabolism,hsa00591,Linoleic acid metabolism,1/409,30/9500,0.03333333333333333,0.7742461287693562,-0.2626731082294224,0.7334706693814215,0.9761238383344254,0.885329135066642,PLA2G6,1
