ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0051056,regulation of small GTPase mediated signal transduction,34/829,303/18805,0.11221122112211221,2.54539446707035,5.8238098387614405,5.904907150954119e-7,0.00288159468966561,0.002708798459353479,SQSTM1/PRAG1/ARHGAP17/EPHB2/EPS8L2/ARHGEF17/ARHGAP42/ARHGAP20/CDON/STARD13/DOCK9/RASA3/CGNL1/TSC2/RAP1GAP2/ARHGAP23/CYTH1/RTN4/MAP4K4/ARHGAP15/RALGAPA2/PREX1/IQSEC1/KALRN/SLIT2/ARHGAP24/FAM13B/ARHGAP26/MMD2/RELN/DLC1/PSD3/ARHGAP39/VAV2,34
BP,GO:0007264,small GTPase-mediated signal transduction,45/829,487/18805,0.09240246406570841,2.0960534822142907,5.262753833517786,2.4041927967250483e-6,0.005866230424009118,0.005514459056909348,SQSTM1/PRAG1/ARHGAP17/GNB1/EPHB2/PLCE1/DOCK1/EPS8L2/ARHGEF17/ARHGAP42/ARHGAP20/CDON/STARD13/DOCK9/RASA3/CGNL1/TSC2/CDH13/RAP1GAP2/ARHGAP23/CYTH1/ROCK2/RTN4/MAP4K4/ARHGAP15/ABI2/RALGAPA2/PREX1/CELSR1/IQSEC1/KALRN/PLD1/SLIT2/RASGEF1B/ARHGAP24/FAM13B/ARHGAP26/MMD2/ELMO1/DBNL/RELN/DLC1/PSD3/ARHGAP39/VAV2,45
BP,GO:0048880,sensory system development,38/829,426/18805,0.0892018779342723,2.0234515253968524,4.588460475860352,3.1750792389841045e-5,0.04860784530433009,0.0456930521648556,CLN8/RP1L1/CACNA1C/SAMD11/GNB1/NPHP4/EPHB2/CLIC4/NFIA/CACNA1S/ATP2B4/PROX1/CDON/ACVRL1/KDM2B/ADAMTS18/MYOM1/LAMA1/PTPRM/CELF4/BCL2/FZR1/PXDN/EFEMP1/WDPCP/MERTK/COL5A2/BMPR2/ABI2/PRSS56/JAG1/LARGE1/DLG1/SH3PXD2B/TFAP2A/SEMA3A/HIPK2/TGFBR1,38
BP,GO:0001654,eye development,37/829,415/18805,0.0891566265060241,2.0224250439635503,4.5229368011875115,4.064212871956842e-5,0.04860784530433009,0.0456930521648556,CLN8/RP1L1/CACNA1C/SAMD11/GNB1/NPHP4/EPHB2/CLIC4/NFIA/CACNA1S/ATP2B4/PROX1/CDON/ACVRL1/KDM2B/ADAMTS18/MYOM1/LAMA1/PTPRM/CELF4/BCL2/FZR1/PXDN/EFEMP1/WDPCP/MERTK/COL5A2/BMPR2/ABI2/PRSS56/JAG1/LARGE1/DLG1/SH3PXD2B/TFAP2A/HIPK2/TGFBR1,37
BP,GO:0150063,visual system development,37/829,419/18805,0.0883054892601432,2.003117883639316,4.459346441776675,4.98031201888628e-5,0.04860784530433009,0.0456930521648556,CLN8/RP1L1/CACNA1C/SAMD11/GNB1/NPHP4/EPHB2/CLIC4/NFIA/CACNA1S/ATP2B4/PROX1/CDON/ACVRL1/KDM2B/ADAMTS18/MYOM1/LAMA1/PTPRM/CELF4/BCL2/FZR1/PXDN/EFEMP1/WDPCP/MERTK/COL5A2/BMPR2/ABI2/PRSS56/JAG1/LARGE1/DLG1/SH3PXD2B/TFAP2A/HIPK2/TGFBR1,37
BP,GO:0001946,lymphangiogenesis,6/829,20/18805,0.3,6.80518697225573,5.578037979255824,1.6413961109258872e-4,0.11796987852955221,0.11089575725448415,TIE1/PROX1/PTPN14/ACVRL1/CCBE1/BMPR2,6
BP,GO:0043010,camera-type eye development,32/829,366/18805,0.08743169398907104,1.983296749655586,4.079550569468736,1.8885113776584747e-4,0.11796987852955221,0.11089575725448415,CLN8/RP1L1/CACNA1C/SAMD11/GNB1/NPHP4/EPHB2/CLIC4/NFIA/CACNA1S/ATP2B4/PROX1/CDON/ACVRL1/KDM2B/MYOM1/LAMA1/PTPRM/CELF4/FZR1/EFEMP1/WDPCP/MERTK/BMPR2/ABI2/PRSS56/JAG1/LARGE1/DLG1/TFAP2A/HIPK2/TGFBR1,32
BP,GO:0048846,axon extension involved in axon guidance,6/829,21/18805,0.2857142857142857,6.4811304497673605,5.396865598876807,2.212697563676988e-4,0.11796987852955221,0.11089575725448415,WNT3/BMPR2/SLIT2/SEMA5A/SEMA3A/PLXNA4,6
BP,GO:1902284,neuron projection extension involved in neuron projection guidance,6/829,21/18805,0.2857142857142857,6.4811304497673605,5.396865598876807,2.212697563676988e-4,0.11796987852955221,0.11089575725448415,WNT3/BMPR2/SLIT2/SEMA5A/SEMA3A/PLXNA4,6
BP,GO:0055001,muscle cell development,21/829,202/18805,0.10396039603960396,2.35823310919753,4.167871890612412,2.4174155436383648e-4,0.11796987852955221,0.11089575725448415,ZMPSTE24/CACNA1S/PROX1/PRKG1/ACTN3/SPG11/TMOD2/TMOD3/MYOM1/AFG3L2/BCL2/ACTN4/DNER/MYO18B/LARGE1/CACNA2D2/SGCB/ANK2/PI16/HDAC9/DMD,21
BP,GO:0060041,retina development in camera-type eye,19/829,175/18805,0.10857142857142857,2.4628295709115973,4.175054842897052,2.7075664108301646e-4,0.12011749168046548,0.11291458773586466,CLN8/RP1L1/SAMD11/GNB1/NPHP4/CLIC4/NFIA/ATP2B4/PROX1/CDON/ACVRL1/LAMA1/PTPRM/CELF4/MERTK/BMPR2/LARGE1/TFAP2A/HIPK2,19
BP,GO:0042692,muscle cell differentiation,35/829,429/18805,0.08158508158508158,1.8506724477773935,3.8275544588413584,3.622528128666635e-4,0.13835762075065677,0.13006093857449574,ZMPSTE24/YBX1/CACNA1S/ZBED6/PROX1/PRKG1/DOCK1/ACTN3/CDON/SPG11/TMOD2/TMOD3/TRIM72/SPAG9/MYOM1/LAMA1/AFG3L2/BCL2/ACTN4/ACVR1/TANC1/BMPR2/DNER/HDAC4/MYO18B/LARGE1/CACNA2D2/SGCB/NPNT/ANK2/NLN/PI16/LAMA2/HDAC9/DMD,35
BP,GO:0045446,endothelial cell differentiation,15/829,124/18805,0.12096774193548387,2.7440270049418265,4.184271386507894,3.6857562904888075e-4,0.13835762075065677,0.13006093857449574,CLIC4/TIE1/PROX1/VCL/APOLD1/ACVRL1/ROCK2/PROC/ACVR1/BMPR2/JAG1/SCUBE1/MAGI1/PDE4D/ZDHHC21,15
BP,GO:0060395,SMAD protein signal transduction,13/829,99/18805,0.13131313131313133,2.978701368327424,4.238998308008281,4.018430564854927e-4,0.14007100826065744,0.1316715819672013,ZMIZ1/ACVRL1/PML/SMAD2/ACVR1/BMPR2/MAP1LC3A/PPARG/WWTR1/KIAA0319/MAGI2/HIPK2/TGFBR1,13
BP,GO:0036303,lymph vessel morphogenesis,6/829,24/18805,0.25,5.670989143546442,4.9171219480456845,4.900850465196206e-4,0.149470127230956,0.14050707818647679,TIE1/PROX1/PTPN14/ACVRL1/CCBE1/BMPR2,6
BP,GO:0001701,in utero embryonic development,33/829,403/18805,0.08188585607940446,1.8574952033452363,3.736866355243166,4.944048930317884e-4,0.149470127230956,0.14050707818647679,YBX1/TIE1/ZBED6/TET1/ZMIZ1/SH3PXD2A/ACVRL1/CHST11/CCDC62/DIAPH3/RAD51B/MYO1E/SIN3A/ARNT2/MOSMO/NMT1/MIB1/CELF4/SMAD2/ELL/KIDINS220/EPAS1/RTN4/HS6ST1/ACVR1/UBR3/MYO18B/MBNL1/SMIM14/YTHDC1/DNAJB6/ZFPM2/TGFBR1,33
BP,GO:0009791,post-embryonic development,12/829,89/18805,0.1348314606741573,3.0585109987666197,4.180204550607287,5.206951153537402e-4,0.149470127230956,0.14050707818647679,ARID5B/PLEKHA1/KMT2A/CHST11/MYO1E/CCDC47/SMAD2/BCL2/GIGYF2/LARGE1/SCUBE1/TGFBR1,12
BP,GO:0150115,cell-substrate junction organization,13/829,103/18805,0.1262135922330097,2.8630236452855824,4.071447225502608,5.917119572602798e-4,0.15273740465223884,0.14357843172442986,VCL/SORBS1/ACTN3/ACVRL1/PEAK1/LAMA3/BCL2/ROCK2/WDPCP/MAP4K4/ITGA6/IQSEC1/DLC1,13
BP,GO:0002209,behavioral defense response,8/829,44/18805,0.18181818181818182,4.1243557407610485,4.455687052727548,5.958375370245923e-4,0.15273740465223884,0.14357843172442986,EPHB2/FBXL20/BCL2/GNG7/DPP4/COMT/LARGE1/EP300,8
BP,GO:0048841,regulation of axon extension involved in axon guidance,5/829,17/18805,0.29411764705882354,6.671751933584049,5.024088367940841,6.534068888073178e-4,0.15273740465223884,0.14357843172442986,WNT3/BMPR2/SEMA5A/SEMA3A/PLXNA4,5
BP,GO:0031589,cell-substrate adhesion,30/829,361/18805,0.08310249307479224,1.8850933441151607,3.646455986311833,6.890652064297657e-4,0.15273740465223884,0.14357843172442986,VCL/SORBS1/VWA2/DOCK1/ACTN3/VWF/ACVRL1/ITGBL1/PEAK1/CDH13/ATP1B2/SRCIN1/SKAP1/BCL2/ACTN4/ROCK2/WDPCP/MAP4K4/MERTK/ITGA6/JAG1/PREX1/NPNT/ITGA1/RREB1/UTRN/ITGB8/COL26A1/DLC1/PRKX,30
BP,GO:0061001,regulation of dendritic spine morphogenesis,8/829,45/18805,0.17777777777777778,4.0327033909663585,4.373968323770132,6.970604103103228e-4,0.15273740465223884,0.14357843172442986,EPHB2/LRP8/SRCIN1/TANC2/ABI2/SHANK3/RELN/PTPRD,8
BP,GO:0003158,endothelium development,16/829,147/18805,0.10884353741496598,2.469002076101852,3.839762734508713,7.798017809821249e-4,0.15273740465223884,0.14357843172442986,CLIC4/TIE1/PROX1/VCL/APOLD1/ACVRL1/STARD13/ROCK2/PROC/ACVR1/BMPR2/JAG1/SCUBE1/MAGI1/PDE4D/ZDHHC21,16
BP,GO:0070588,calcium ion transmembrane transport,29/829,350/18805,0.08285714285714285,1.879527830432535,3.5668302433955166,8.79636464396156e-4,0.15273740465223884,0.14357843172442986,YWHAE/TRPM1/CACNA1C/NOS1AP/CACNA1S/ATP2B4/RYR2/MCU/PLCE1/ANO9/F2/AHNAK/CRACR2A/NALF1/ERO1A/GNB5/PML/PLCG2/TRPV1/AFG3L2/BCL2/UBR3/CACNA2D2/CACNA2D3/STIM2/ANK2/PDE4D/OPRM1/DMD,29
BP,GO:0008277,regulation of G protein-coupled receptor signaling pathway,17/829,163/18805,0.10429447852760736,2.365811421847595,3.7609204503290865,8.811763426840833e-4,0.15273740465223884,0.14357843172442986,RGS8/ATP2B4/F2/PDE3A/TMOD2/VPS35/NMT1/PRKCA/GNG7/ROCK2/RAMP1/MGLL/RGS12/SLIT2/PDE4D/ARRDC3/KCTD16,17
BP,GO:0008361,regulation of cell size,18/829,179/18805,0.1005586592178771,2.2810682588566693,3.6982378897074826,9.665320842827675e-4,0.15273740465223884,0.14357843172442986,SLC12A7/CLN8/LPAR3/SEMA6D/SIN3A/RAP1GAP2/WNT3/RPTOR/RTN4/BMPR2/SHANK3/SEMA5A/LARS1/KIAA0319/SEMA3A/PLXNA4/VAV2/ANAPC2,18
BP,GO:0032535,regulation of cellular component size,29/829,353/18805,0.0821529745042493,1.8635545060945815,3.5173148145768915,0.0010048357254961152,0.15273740465223884,0.14357843172442986,SLC12A7/CLN8/LPAR3/SVIL/SSH3/SEMA6D/TMOD2/TMOD3/SIN3A/RAP1GAP2/SSH2/WNT3/RPTOR/RTN4/NCK2/BMPR2/PREX1/BAIAP2L2/SHANK3/PLS1/DLG1/SLIT2/SEMA5A/LARS1/KIAA0319/SEMA3A/PLXNA4/VAV2/ANAPC2,29
BP,GO:0021799,cerebral cortex radially oriented cell migration,7/829,37/18805,0.1891891891891892,4.291559351872983,4.30377354819155,0.001019742559336981,0.15273740465223884,0.14357843172442986,LRP8/ZMIZ1/DIXDC1/SOCS7/RTN4/RELN/LHX6,7
BP,GO:0007044,cell-substrate junction assembly,12/829,96/18805,0.125,2.835494571773221,3.8718568330400993,0.0010350218241011399,0.15273740465223884,0.14357843172442986,VCL/SORBS1/ACTN3/ACVRL1/PEAK1/LAMA3/BCL2/ROCK2/WDPCP/MAP4K4/ITGA6/DLC1,12
BP,GO:0106027,neuron projection organization,12/829,96/18805,0.125,2.835494571773221,3.8718568330400993,0.0010350218241011399,0.15273740465223884,0.14357843172442986,EPHB2/LRP8/IGF1R/VPS35/SRCIN1/TANC2/TANC1/ABI2/SHANK3/PLS1/RELN/PTPRD,12
BP,GO:0010634,positive regulation of epithelial cell migration,8/829,48/18805,0.16666666666666666,3.780659429030961,4.142309899128285,0.0010862186835501884,0.15273740465223884,0.14357843172442986,DOCK1/PLCG2/RTN4/MAP4K4/BMPR2/IQSEC1/CAPN7/RREB1,8
BP,GO:0120163,negative regulation of cold-induced thermogenesis,8/829,48/18805,0.16666666666666666,3.780659429030961,4.142309899128285,0.0010862186835501884,0.15273740465223884,0.14357843172442986,ACOT11/BMAL1/ACTN3/ZNF423/ARRDC3/LNPEP/LAMA4/ALDH1A1,8
BP,GO:1905145,cellular response to acetylcholine,8/829,48/18805,0.16666666666666666,3.780659429030961,4.142309899128285,0.0010862186835501884,0.15273740465223884,0.14357843172442986,GNB1/RGS8/ATP2B4/PRKCB/ROCK2/LARGE1/OPRM1/CHRNB3,8
BP,GO:0048675,axon extension,13/829,110/18805,0.11818181818181818,2.6808312314946816,3.7967637441558906,0.0011057205809561841,0.15273740465223884,0.14357843172442986,VCL/SPG11/SEMA6D/SIN3A/WNT3/RTN4/BMPR2/SLIT2/SEMA5A/KIAA0319/SEMA3A/PLXNA4/ANAPC2,13
BP,GO:0033555,multicellular organismal response to stress,12/829,97/18805,0.12371134020618557,2.806262668971435,3.830089738566984,0.0011348040599197002,0.15273740465223884,0.14357843172442986,EPHB2/TRPV1/FBXL20/BCL2/GNG7/DPP4/COMT/LARGE1/KIAA0319/RELN/ZNF212/IDO1,12
BP,GO:0141198,protein branched polyubiquitination,5/829,19/18805,0.2631578947368421,5.969462256364675,4.653984094857143,0.0011409506963410239,0.15273740465223884,0.14357843172442986,UBR4/ANAPC16/ITCH/UBR5/ANAPC2,5
BP,GO:0021795,cerebral cortex cell migration,8/829,49/18805,0.16326530612244897,3.703503114152778,4.0692152084850735,0.0012488301908873435,0.15273740465223884,0.14357843172442986,LRP8/ZMIZ1/DIXDC1/SOCS7/RTN4/SLIT2/RELN/LHX6,8
BP,GO:0016197,endosomal transport,25/829,293/18805,0.08532423208191127,1.9354911752718231,3.4657935667703614,0.0012907738718394097,0.15273740465223884,0.14357843172442986,SQSTM1/EPS15/VTI1A/RAB6A/ERC1/CRACR2A/DIAPH3/SNX1/RAB11FIP3/VPS35/SPAG9/PIK3C3/MYO5B/EPS15L1/ITSN2/PREPL/CCDC93/TMCC1/SNX18/REPS1/SNX8/VPS37A/LEPROTL1/SNX30/MVB12B,25
BP,GO:0007605,sensory perception of sound,17/829,169/18805,0.10059171597633136,2.281818116929929,3.594589188639138,0.0013164191785027164,0.15273740465223884,0.14357843172442986,ESPN/KCNQ4/PCDH15/EPS8L2/NAV2/DIAPH3/MYO15A/LOXHD1/MBP/OTOF/MYO7B/LARGE1/GRM7/USP53/ADGRV1/TFAP2A/GSDME,17
BP,GO:0097061,dendritic spine organization,11/829,86/18805,0.12790697674418605,2.9014363060005053,3.7952950355188113,0.0013681858648256558,0.15273740465223884,0.14357843172442986,EPHB2/LRP8/IGF1R/VPS35/SRCIN1/TANC2/TANC1/ABI2/SHANK3/RELN/PTPRD,11
BP,GO:0007626,locomotory behavior,20/829,215/18805,0.09302325581395349,2.1101354952730946,3.515696534051693,0.0013702178649086928,0.15273740465223884,0.14357843172442986,CLN8/PUM1/ZMPSTE24/NAV2/ARCN1/SPG11/VPS35/GNAO1/MYO15A/GNG7/DPP4/GIGYF2/LARGE1/ARRDC3/GRM1/RELN/HIPK2/ZNF212/IDO1/VPS13A,20
BP,GO:0071872,cellular response to epinephrine stimulus,4/829,12/18805,0.3333333333333333,7.561318858061922,4.882469809102932,0.0013970914874658392,0.15273740465223884,0.14357843172442986,ATP2B4/RYR2/SIRT2/PDE4D,4
BP,GO:0048741,skeletal muscle fiber development,7/829,39/18805,0.1794871794871795,4.0714793851102655,4.123347235346042,0.0014113353726603391,0.15273740465223884,0.14357843172442986,CACNA1S/ACTN3/SPG11/BCL2/DNER/LARGE1/HDAC9,7
BP,GO:0071312,cellular response to alkaloid,7/829,39/18805,0.1794871794871795,4.0714793851102655,4.123347235346042,0.0014113353726603391,0.15273740465223884,0.14357843172442986,CACNA1S/RYR2/RAD51/TRPV1/COMT/OPRM1/SPIDR,7
BP,GO:0022604,regulation of cell morphogenesis,22/829,247/18805,0.08906882591093117,2.0204333790772746,3.4667570268340766,0.00142689820485344,0.15273740465223884,0.14357843172442986,PRAG1/SH3D19/EPHB2/ZMPSTE24/LRP8/F2/BCL9L/PLXNC1/SPAG9/ITSN2/WDPCP/ARHGAP15/FMNL2/DLG1/MYO10/RREB1/CPNE5/RELN/PTPRD/PALM2AKAP2/ANAPC2/SH3KBP1,22
BP,GO:0061298,retina vasculature development in camera-type eye,5/829,20/18805,0.25,5.670989143546442,4.488219753802258,0.0014665543914238338,0.15273740465223884,0.14357843172442986,CLIC4/ACVRL1/LAMA1/BMPR2/LARGE1,5
BP,GO:0030900,forebrain development,32/829,413/18805,0.0774818401937046,1.7575946982419965,3.343130504230254,0.0014913497309313668,0.15273740465223884,0.14357843172442986,YWHAE/EPHB2/LRP8/ATP2B4/PROX1/PRKG1/ZMIZ1/TACC2/DIXDC1/CDON/KDM2B/PCDH9/CCDC85C/B2M/SIN3A/IGF1R/ATP1B2/SOCS7/RTN4/TTC21B/LARGE1/SHANK3/SLIT2/FAT4/DCLK2/SEMA5A/SEMA3A/RELN/PLXNA4/DLC1/AKNA/LHX6,32
BP,GO:0021537,telencephalon development,24/829,280/18805,0.08571428571428572,1.9443391349302086,3.418879168876048,0.0015023351277269393,0.15273740465223884,0.14357843172442986,YWHAE/EPHB2/LRP8/ATP2B4/PROX1/ZMIZ1/TACC2/DIXDC1/CDON/KDM2B/CCDC85C/IGF1R/ATP1B2/SOCS7/RTN4/LARGE1/SHANK3/SLIT2/FAT4/DCLK2/SEMA3A/RELN/PLXNA4/LHX6,24
BP,GO:1905144,response to acetylcholine,8/829,51/18805,0.1568627450980392,3.558267697911493,3.928619575076031,0.0016319463074408469,0.16252853021043534,0.15278242766546105,GNB1/RGS8/ATP2B4/PRKCB/ROCK2/LARGE1/OPRM1/CHRNB3,8
BP,GO:0106070,regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway,5/829,21/18805,0.23809523809523808,5.400942041472801,4.3332836034368265,0.0018557058398788857,0.18111688997217923,0.17025612737246704,ATP2B4/PDE3A/PRKCA/PDE4D/ARRDC3,5
BP,GO:0007517,muscle organ development,29/829,369/18805,0.07859078590785908,1.782749974665006,3.2610597220367854,0.001969250380550656,0.1864176787635735,0.175239051779908,CACNA1S/PROX1/RYR2/SVIL/ARID5B/BMAL1/ACTN3/BCL9L/CDON/ERO1A/SPG11/TCF12/LUC7L/TRIM72/MYOM1/BCL2/SIRT2/DNER/LARGE1/EP300/MYL3/SGCB/NLN/LAMA2/UTRN/HDAC9/ZFPM2/TGFBR1/DMD,29
BP,GO:0072001,renal system development,27/829,336/18805,0.08035714285714286,1.8228179389970707,3.268191953873808,0.0020255356153318247,0.1864176787635735,0.175239051779908,DLG5/DCHS2/ZMPSTE24/NFIA/PROX1/NUP133/ARID5B/PLCE1/ZBTB16/MYO1E/HOXB7/SMAD2/BCL2/WDPCP/JAG1/COMT/AP1B1/WWTR1/DLG1/SLIT2/NPNT/TFAP2A/MAGI2/GCNT1/TGFBR1/INVS/PRKX,27
BP,GO:0035088,establishment or maintenance of apical/basal cell polarity,8/829,53/18805,0.1509433962264151,3.4239934451601157,3.7949096061071614,0.002102536024051348,0.1864176787635735,0.175239051779908,DLG5/CLIC4/PARD3/DLG2/LLGL1/LLGL2/LAMA1/DLG1,8
BP,GO:0061245,establishment or maintenance of bipolar cell polarity,8/829,53/18805,0.1509433962264151,3.4239934451601157,3.7949096061071614,0.002102536024051348,0.1864176787635735,0.175239051779908,DLG5/CLIC4/PARD3/DLG2/LLGL1/LLGL2/LAMA1/DLG1,8
BP,GO:0097581,lamellipodium organization,11/829,91/18805,0.12087912087912088,2.7420167287477297,3.577219270881084,0.002170134828387081,0.1864176787635735,0.175239051779908,VCL/PLCE1/ABLIM1/SNX1/CDH13/NCK2/ABI2/ABLIM2/SLIT2/RREB1/VAV2,11
BP,GO:0090257,regulation of muscle system process,22/829,256/18805,0.0859375,1.9494025180940893,3.284475057323132,0.0022412844650614157,0.1864176787635735,0.175239051779908,CACNA1C/CACNA1S/ATP2B4/RYR2/PRKG1/ACTN3/ARHGAP42/PRKCA/ROCK2/HDAC4/PPARG/MYL3/DLG1/NPNT/ANK2/IL6ST/PDE4D/JARID2/PI16/MLIP/ZDHHC21/DMD,22
BP,GO:0007519,skeletal muscle tissue development,17/829,178/18805,0.09550561797752809,2.1664452907930225,3.3578305403033992,0.0023019635473154436,0.1864176787635735,0.175239051779908,CACNA1S/SVIL/BMAL1/ACTN3/BCL9L/CDON/ERO1A/SPG11/MYOM1/BCL2/SIRT2/DNER/LARGE1/EP300/NLN/HDAC9/DMD,17
BP,GO:0060021,roof of mouth development,11/829,92/18805,0.11956521739130435,2.712212199087429,3.535376319887964,0.002369015739833981,0.1864176787635735,0.175239051779908,EPHB2/ARID5B/PLEKHA1/SMAD2/WDPCP/DLG1/TFAP2A/ITGB8/BNC2/ANP32B/TGFBR1,11
BP,GO:0021543,pallium development,18/829,194/18805,0.09278350515463918,2.104697001728576,3.3213530518910517,0.0023916675018416985,0.1864176787635735,0.175239051779908,YWHAE/LRP8/ATP2B4/PROX1/ZMIZ1/TACC2/DIXDC1/CDON/CCDC85C/IGF1R/SOCS7/RTN4/LARGE1/SLIT2/FAT4/DCLK2/RELN/LHX6,18
BP,GO:0001945,lymph vessel development,6/829,32/18805,0.1875,4.253241857659831,3.9553084528437363,0.002443409465997089,0.1864176787635735,0.175239051779908,TIE1/PROX1/PTPN14/ACVRL1/CCBE1/BMPR2,6
BP,GO:0016358,dendrite development,21/829,242/18805,0.08677685950413223,1.968442512635955,3.2562167299284885,0.0024827505362581418,0.1864176787635735,0.175239051779908,DLG5/EPHB2/LRP8/PRKG1/TET1/SRCIN1/TANC2/KIDINS220/NCK2/HECW2/ABI2/PREX1/SHANK3/IQSEC1/KIAA0319/SEMA3A/RELN/ZNF212/MATN2/PTPRD/ANAPC2,21
BP,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway,32/829,427/18805,0.07494145199063232,1.699968642561931,3.14194989861833,0.0025209391038752285,0.1864176787635735,0.175239051779908,NFIA/HJV/TET1/ZMIZ1/BCL9L/ACVRL1/USP15/CHST11/ERO1A/LTBP2/CTDSPL2/PML/SIN3A/PCSK6/ZNF423/SMAD2/ACVR1/BMPR2/MAP1LC3A/EP300/PPARG/WWTR1/NPNT/RGMB/KIAA0319/ITGB8/MAGI2/HIPK2/INTS9/ZC3H3/TGFBR1/XIAP,32
BP,GO:0001662,behavioral fear response,7/829,43/18805,0.16279069767441862,3.692737116727916,3.796159709701096,0.0025385649770656225,0.1864176787635735,0.175239051779908,EPHB2/FBXL20/BCL2/GNG7/DPP4/COMT/LARGE1,7
BP,GO:0014904,myotube cell development,7/829,43/18805,0.16279069767441862,3.692737116727916,3.796159709701096,0.0025385649770656225,0.1864176787635735,0.175239051779908,CACNA1S/ACTN3/SPG11/BCL2/DNER/LARGE1/HDAC9,7
BP,GO:0001822,kidney development,26/829,325/18805,0.08,1.8147165259348614,3.181654956820738,0.002580019007414667,0.1864176787635735,0.175239051779908,DLG5/DCHS2/ZMPSTE24/PROX1/NUP133/ARID5B/PLCE1/ZBTB16/MYO1E/HOXB7/SMAD2/BCL2/WDPCP/JAG1/COMT/AP1B1/WWTR1/DLG1/SLIT2/NPNT/TFAP2A/MAGI2/GCNT1/TGFBR1/INVS/PRKX,26
BP,GO:0051956,negative regulation of amino acid transport,4/829,14/18805,0.2857142857142857,6.4811304497673605,4.405701476647352,0.002632823920402731,0.1864176787635735,0.175239051779908,SLC43A2/PRKG1/SLC43A1/GRM7,4
BP,GO:0098840,protein transport along microtubule,4/829,14/18805,0.2857142857142857,6.4811304497673605,4.405701476647352,0.002632823920402731,0.1864176787635735,0.175239051779908,DLG2/MAPK8IP3/CEP131/RAB27B,4
BP,GO:0099118,microtubule-based protein transport,4/829,14/18805,0.2857142857142857,6.4811304497673605,4.405701476647352,0.002632823920402731,0.1864176787635735,0.175239051779908,DLG2/MAPK8IP3/CEP131/RAB27B,4
BP,GO:0032924,activin receptor signaling pathway,8/829,55/18805,0.14545454545454545,3.2994845926088385,3.667474218453568,0.002673695255555854,0.1864176787635735,0.175239051779908,HJV/ACVRL1/SMAD2/ACVR1/BMPR2/MAGI2/ZC3H3/TGFBR1,8
BP,GO:0050954,sensory perception of mechanical stimulus,18/829,196/18805,0.09183673469387756,2.083220501710938,3.273702768785387,0.00267402408062503,0.1864176787635735,0.175239051779908,ESPN/KCNQ4/PCDH15/EPS8L2/NAV2/DIAPH3/TRPV1/MYO15A/LOXHD1/MBP/OTOF/MYO7B/LARGE1/GRM7/USP53/ADGRV1/TFAP2A/GSDME,18
BP,GO:0006816,calcium ion transport,33/829,447/18805,0.0738255033557047,1.674654512188211,3.100119001043973,0.002758969668259718,0.18853559823926302,0.17722996918177486,YWHAE/TRPM1/CACNA1C/ZMPSTE24/NOS1AP/CACNA1S/ATP2B4/RYR2/MCU/PLCE1/ANO9/F2/AHNAK/CRACR2A/NALF1/ERO1A/SPG11/GNB5/PML/PRKCB/PLCG2/TRPV1/AFG3L2/BCL2/UBR3/RAMP1/CACNA2D2/CACNA2D3/STIM2/ANK2/PDE4D/OPRM1/DMD,33
BP,GO:0048638,regulation of developmental growth,26/829,327/18805,0.07951070336391437,1.80361734229,3.14812198408979,0.002803880139061047,0.18853559823926302,0.17722996918177486,ZMPSTE24/LPAR3/PROX1/ACTN3/SEMA6D/SIN3A/WNT3/SPAG9/AFG3L2/BCL2/ITSN2/RTN4/BMPR2/CACNA2D2/PLS1/WWC2/SEMA5A/JARID2/KIAA0319/CPNE5/PI16/SEMA3A/PLXNA4/ZFPM2/TGFBR1/ANAPC2,26
BP,GO:0010975,regulation of neuron projection development,33/829,448/18805,0.07366071428571429,1.6709164440806479,3.086472745594403,0.002856830081210951,0.18853559823926302,0.17722996918177486,PRAG1/EPHB2/LRP8/LPAR3/CERS2/IL15RA/BRSK2/PLXNC1/B2M/SEMA6D/IGF1R/ATP1B2/SRCIN1/WNT3/TANC2/KIDINS220/RTN4/ITGA6/HECW2/BMPR2/ABI2/PREX1/EP300/SHANK3/SLIT2/SEMA5A/KIAA0319/MAGI2/SEMA3A/RELN/PTPRD/ANAPC2/DMD,33
BP,GO:0021591,ventricular system development,6/829,33/18805,0.18181818181818182,4.1243557407610485,3.8576074433072876,0.002876789129314026,0.18853559823926302,0.17722996918177486,ODAD2/KDM2B/SEMA6D/ATP1B2/TTC21B/ANP32B,6
BP,GO:0051146,striated muscle cell differentiation,25/829,311/18805,0.08038585209003216,1.8234691779892096,3.1446185580527515,0.0028975757926116247,0.18853559823926302,0.17722996918177486,ZMPSTE24/YBX1/CACNA1S/PROX1/PRKG1/DOCK1/ACTN3/CDON/SPG11/TMOD2/TMOD3/TRIM72/SPAG9/MYOM1/BCL2/ACVR1/TANC1/DNER/HDAC4/MYO18B/LARGE1/SGCB/NLN/PI16/HDAC9,25
