"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Change"
"ENSG00000176871.9",2667.92709354587,-1.03553082826281,0.273721451437406,-3.78315555037749,0.000154852571102164,0.0350718301109474,"Down"
"ENSG00000152763.17",66.4744872259545,-1.27434677977745,0.33724539879932,-3.77869285782534,0.000157653730313591,0.0351887695733276,"Down"
"ENSG00000277449.1",9.02903570259309,-2.73200373486784,0.725271728356114,-3.76686919957592,0.000165307552281381,NA,"Down"
"ENSG00000090924.15",1405.8759893886,0.329547701896389,0.0875082632005936,3.76590381117464,0.000165947675888073,0.0360537479559802,"Stable"
"ENSG00000141380.14",1501.00346186049,0.367992054346292,0.0977270764647651,3.76550765313202,0.000166211032067696,0.0360537479559802,"Stable"
"ENSG00000182484.15",167.576827511378,-1.77528162717608,0.475122576968181,-3.73647078298064,0.000186621121756839,0.0399187763357927,"Down"
"ENSG00000001629.10",2078.33354244346,-0.534193107742919,0.143614585234739,-3.71962991690416,0.000199514902399114,0.0420921782445036,"Stable"
"ENSG00000005022.6",5867.21621709948,0.162078807718983,0.0440615302987964,3.67846524212552,0.000234641659658612,0.048834002708139,"Stable"
"ENSG00000136159.4",484.301975152867,1.20942490307362,0.330364891272276,3.66087600415399,0.000251354388205868,0.0516147857701142,"Up"
"ENSG00000117523.18",8070.19708027108,0.503737581331713,0.137791766468006,3.65578868929499,0.000256392491392169,0.0519565889464577,"Stable"
"ENSG00000139194.8",12.120427435581,2.7451022297906,0.75215230983219,3.64966269983675,0.000262584880738362,NA,"Up"
"ENSG00000254732.2",6.75847640750893,6.19556474462508,1.69964518881807,3.64521065066142,0.000267172867971582,NA,"Up"
"ENSG00000069998.12",872.465765637966,0.306050970904903,0.0839668824687018,3.6449009646033,0.000267494789277353,0.0535024318137729,"Stable"
"ENSG00000163681.17",1933.16559270273,-0.225250958924596,0.0621367364377682,-3.62508512416308,0.000288866287157672,0.0570362780578885,"Stable"
"ENSG00000188732.11",123.707104526242,0.637830902891403,0.177075057996078,3.60203695602082,0.000315733465117736,0.0615520391933957,"Stable"
"ENSG00000169398.20",4386.72562984028,-1.08592415101633,0.301902121450307,-3.59694110726902,0.000321981346681163,0.0619854340029574,"Down"
"ENSG00000118579.13",1454.71969964561,0.671689836852304,0.18696068165612,3.59267965276119,0.000327294856764058,0.0622304702348551,"Stable"
"ENSG00000167986.15",7906.39090534615,0.245673035723727,0.0684668513251283,3.58820408663311,0.000332963616168424,0.0625362518610963,"Stable"
"ENSG00000168259.17",2170.34773557196,0.429311230498842,0.119851470439115,3.58202722858483,0.000340938247072305,0.0632625294356696,"Stable"
"ENSG00000149313.11",1279.73606816094,-0.313690859370449,0.0876983192320081,-3.57693125840384,0.000347651549181462,0.0637402560588536,"Stable"
"ENSG00000181218.6",62.227280761604,0.834802911325838,0.233625875480217,3.57324679729891,0.000352582165955176,0.0638837404455961,"Stable"
"ENSG00000182923.20",918.762970835717,-0.336706837393034,0.0944169613753743,-3.56616896464594,0.0003622378715871,0.0642839707877309,"Stable"
"ENSG00000088854.13",1295.40731587153,-0.42661690991777,0.119709779054792,-3.56375989736398,0.000365580377213399,0.0642839707877309,"Stable"
"ENSG00000164615.6",1023.96036872601,0.440068330515546,0.12352728889197,3.56251913615949,0.000367313124428305,0.0642839707877309,"Stable"
"ENSG00000124380.11",658.91325591702,0.893615551544071,0.25196342108543,3.54660826438408,0.000390224367046668,0.0675263536728735,"Stable"
"ENSG00000143494.16",7.34552025632344,4.23707005689713,1.20467581639216,3.51718694709633,0.000436146484398749,NA,"Up"
"ENSG00000158158.12",252.208693300503,0.47970204105752,0.137393701577979,3.49144127822527,0.000480422058503806,0.0822108902557458,"Stable"
"ENSG00000164068.16",1228.92436178951,-0.246751630787246,0.0710324266204584,-3.47378855724151,0.000513165249013625,0.0868489890116356,"Stable"
"ENSG00000285160.1",2.96715132898054,-5.0398029048249,1.4527642381353,-3.4691127249207,0.000522180308003569,NA,"Down"
"ENSG00000143970.18",1907.47002861177,-0.318464439154599,0.0923507924842026,-3.44842129220575,0.00056387378170336,0.0940884179364581,"Stable"
"ENSG00000135315.12",308.335399099768,0.377682933133646,0.109680129216943,3.44349460408278,0.00057424805288479,0.0940884179364581,"Stable"
"ENSG00000164985.15",2353.95467601471,-0.209061151786169,0.0607120859177879,-3.44348491121298,0.000574268637492829,0.0940884179364581,"Stable"
"ENSG00000007392.17",1050.76454711654,0.434273866449933,0.126486167698524,3.43337041790223,0.000596127075666673,0.0966416114983414,"Stable"
"ENSG00000291106.1",234.193986556617,-0.791990798226722,0.231313130060821,-3.42389036894913,0.000617315192420253,0.0990056599178173,"Stable"
"ENSG00000256566.1",3.10332400087802,-5.11288974154551,1.49409882514352,-3.42205592796339,0.000621495281831827,NA,"Down"
"ENSG00000110200.9",427.610910571934,0.434273604421904,0.126957288926452,3.4206275834504,0.000624768230205923,0.0990056599178173,"Stable"
"ENSG00000225190.12",1734.47553667062,0.602180508750219,0.176224317025475,3.41712494004541,0.000632862285562969,0.0990056599178173,"Stable"
"ENSG00000104331.9",4332.97799778214,-0.867806642035486,0.254071732537728,-3.41559697872577,0.000636423630404773,0.0990056599178173,"Stable"
"ENSG00000112309.11",24.0206843519656,1.44268966615184,0.42311978181202,3.40964835057696,0.000650466903910101,0.0996495949621424,"Up"
"ENSG00000183161.6",258.736921467587,0.567447095531232,0.166485976022175,3.40837774501589,0.00065350360958226,0.0996495949621424,"Stable"
"ENSG00000133065.11",946.965705229923,0.84010143765987,0.247195301932934,3.39853318849804,0.000677482425511725,0.102293204267707,"Stable"
