"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Change","Sig"
"MFAP5",12.3333333333333,16.1666666666667,0.630675756079775,0.560982193889145,1,-7.81895736331587,"Stable","Stable"
"HELB",2,21.6666666666667,0.630445279518922,0.561119208630456,1,-7.81912157507629,"Stable","Stable"
"NCBP3",-177.669,1841.50083333333,-0.630360298537971,0.561169734189137,1,-7.81918211047561,"Stable","Stable"
"BACH2",60.3336666666666,160.166833333333,0.630274943164185,0.561220485425678,1,-7.81924290577853,"Stable","Stable"
"PARP4",-437.278666666668,4294.944,-0.630254560502607,0.561232605157906,1,-7.81925742254641,"Stable","Stable"
"ZNG1DP",-3.07733333333333,3.18366666666667,-0.630240699794231,0.561240846972846,1,-7.81926729408186,"Stable","Stable"
"CHMP2B",-99.3333333333333,1298,-0.629985694475251,0.561392492041866,1,-7.81944887571405,"Stable","Stable"
"SNX33",156.446333333333,1004.65816666667,0.629790426267541,0.561508631630259,1,-7.81958787925822,"Stable","Stable"
"LOC730183",-2.767,24.3788333333333,-0.629780121562343,0.561514761004291,1,-7.81959521377134,"Stable","Stable"
"MRPS6",97.9286666666666,638.040333333333,0.629589931490359,0.561627896638117,1,-7.81973056630157,"Stable","Stable"
"SNAP23",-421.856,3619.25733333333,-0.629513658583985,0.561673272311871,1,-7.81978483792554,"Stable","Stable"
"TSPAN17",285.999999999999,2525,0.629465848842713,0.561701716161675,1,-7.81981885394648,"Stable","Stable"
"FN3K",19.9999999999999,133.666666666667,0.629452285161006,0.561709785892809,1,-7.8198285039438,"Stable","Stable"
"TCTE1",1.24333333333333,1.28833333333333,0.629431858473389,0.561721938925876,1,-7.81984303636077,"Stable","Stable"
"ZFP2",-6,18,-0.629342221857155,0.561775271090018,1,-7.81990680306103,"Stable","Stable"
"SH3GLB2",39.0000000000002,1345.16666666667,0.629301724220109,0.561799367567531,1,-7.81993561025979,"Stable","Stable"
"CD109-AS1",-4.00366666666667,9.1805,-0.629295057683466,0.56180333428657,1,-7.81994035222269,"Stable","Stable"
"CYP39A1",-4.99999999999999,6.16666666666667,-0.629254215801415,0.561827636412264,1,-7.81996940248549,"Stable","Stable"
"ENTR1",-235.334,852,-0.629070726093524,0.561936826925899,1,-7.82009989691565,"Stable","Stable"
"SGPP1",37.6666666666665,473.5,0.628972218901246,0.561995452179279,1,-7.82016994038802,"Stable","Stable"
"KLHDC9",-9.33333333333333,26.6666666666667,-0.628759233725339,0.562122221543176,1,-7.82032135232354,"Stable","Stable"
"RGN",2.33333333333333,5.16666666666667,0.628759168664166,0.562122260270701,1,-7.82032139856928,"Stable","Stable"
"ACOXL-AS1",2.33333333333333,3.83333333333333,0.628759168664166,0.562122260270701,1,-7.82032139856928,"Stable","Stable"
"CACHD1",541.666666666667,1611.5,0.62868963998998,0.562163648091291,1,-7.82037081756396,"Stable","Stable"
"POLR1B",216.332333333333,1112.49983333333,0.628599203096232,0.562217484857044,1,-7.82043509075581,"Stable","Stable"
"TRAM1",-474.333333333333,8155.83366666667,-0.628319770484972,0.56238385199621,1,-7.82063363420255,"Stable","Stable"
"RBBP7",-271.718666666668,2750.52566666667,-0.628175768747135,0.562469599914564,1,-7.82073592229315,"Stable","Stable"
"CCNE2",-146.884666666667,287.105333333333,-0.628146903085529,0.562486789446851,1,-7.82075642397016,"Stable","Stable"
"LOC100288175",5.66666666666666,44.5,0.627424633753282,0.562917016442301,1,-7.82126915780934,"Stable","Stable"
"SIPA1L3",171.999666666667,1379.99983333333,0.627367032063733,0.562951336975493,1,-7.8213100278029,"Stable","Stable"
"LINC03063",-0.650333333333333,1.3415,-0.62718326941613,0.563060836760922,1,-7.82144039171504,"Stable","Stable"
"LOC124902546",-1,2.5,-0.627152834340417,0.563078973677085,1,-7.82146197974962,"Stable","Stable"
"GABRD",1,1.5,0.627152834340416,0.563078973677085,1,-7.82146197974962,"Stable","Stable"
"CES1",1,1.5,0.627152834340417,0.563078973677085,1,-7.82146197974962,"Stable","Stable"
"LOC101928373",1,1.5,0.627152834340417,0.563078973677085,1,-7.82146197974962,"Stable","Stable"
"LHX5",-1,1.5,-0.627152834340417,0.563078973677085,1,-7.82146197974962,"Stable","Stable"
"LINC00163",-1,1.5,-0.627152834340416,0.563078973677085,1,-7.82146197974962,"Stable","Stable"
"C16orf95-DT",-1,3.5,-0.627152834340417,0.563078973677085,1,-7.82146197974962,"Stable","Stable"
"FGF17",1,1.5,0.627152834340416,0.563078973677085,1,-7.82146197974962,"Stable","Stable"
"SFTPD",0.999999999999999,2.5,0.627152834340416,0.563078973677085,1,-7.82146197974962,"Stable","Stable"
"CCDC154",-1,4.5,-0.627152834340416,0.563078973677085,1,-7.82146197974962,"Stable","Stable"
"IGSF1",32.3336666666667,46.5001666666667,0.627114332901749,0.563101918073962,1,-7.82148928812751,"Stable","Stable"
"TRPC4AP",-171.666666666667,4008.83333333333,-0.62697003242472,0.563187917517001,1,-7.82159162550255,"Stable","Stable"
"TGIF1",141.332666666666,1251.667,0.62667807301479,0.563361944902548,1,-7.82179862237919,"Stable","Stable"
"PIGT",210.165,3071.22816666667,0.626650022637598,0.563378666706993,1,-7.82181850566494,"Stable","Stable"
"PCBP1",524.257000000002,7845.66183333333,0.62647940703161,0.56348038376673,1,-7.82193942928813,"Stable","Stable"
"ZRSR2P1",-15.8593333333333,16.5293333333333,-0.626461914375851,0.563490813177545,1,-7.8219518256464,"Stable","Stable"
"IL2RG",10.3333333333333,14.8333333333333,0.626379671075847,0.563539849728603,1,-7.82201010439887,"Stable","Stable"
"TOPBP1",-184.000666666667,1561,-0.625979943530902,0.563778223075891,1,-7.82229326660801,"Stable","Stable"
"TBC1D8",-236.666666666667,1898.99966666667,-0.625882637307636,0.563836260852006,1,-7.82236217449463,"Stable","Stable"
"SOBP",32,103.666666666667,0.625792388190764,0.563890093033261,1,-7.82242607691814,"Stable","Stable"
"TRPV4",19.3333333333333,112.666666666667,0.6256786307667,0.563957952456617,1,-7.82250661391434,"Stable","Stable"
"KLHL23",-89.1510000000002,497.536833333333,-0.625674975697474,0.563960132896371,1,-7.82250920139732,"Stable","Stable"
"METTL18",-31,136.166666666667,-0.625662984666466,0.563967286212504,1,-7.82251768995528,"Stable","Stable"
"TNPO1P2",0.674666666666667,1.004,0.62565441163996,0.563972400536336,1,-7.82252375879463,"Stable","Stable"
"ZNF425",15.3333333333333,115,0.625529411807083,0.564046973953349,1,-7.82261223825519,"Stable","Stable"
"UBA5",-67.1633333333332,1189.82433333333,-0.625455088818609,0.564091317297573,1,-7.82266483983948,"Stable","Stable"
"SLC6A15",44.667,67.3331666666667,0.625351070123621,0.564153381919793,1,-7.82273844965288,"Stable","Stable"
"VSTM4",13.3333333333333,38,0.62529959639694,0.564184096334669,1,-7.82277487176724,"Stable","Stable"
"TNKS1BP1",373.999666666666,4175.66683333333,0.625145600142521,0.564275992712638,1,-7.82288382259177,"Stable","Stable"
"KBTBD2",-197.333666666666,1928.6665,-0.62494139031402,0.564397869209049,1,-7.82302826469528,"Stable","Stable"
"MXD3",-40.8913333333333,186.234666666667,-0.62490839698084,0.564417561941605,1,-7.82305159793252,"Stable","Stable"
"FGD4",-195,776.166333333333,-0.624891314929429,0.564427757887283,1,-7.82306367814004,"Stable","Stable"
"ALDH5A1",-10,37,-0.624814527917069,0.564473592090787,1,-7.82311797754638,"Stable","Stable"
"NIPBL-DT",-22.6666666666668,264.666666666667,-0.62479307307067,0.564486398943926,1,-7.8231331482037,"Stable","Stable"
"ARV1",12.3333333333333,357.166666666667,0.624733570352522,0.56452191839689,1,-7.82317522013533,"Stable","Stable"
"PAXIP1",-102.376333333333,501.5435,-0.62457905911729,0.564614159060715,1,-7.82328445316918,"Stable","Stable"
"ZMYND12",-3.33333333333334,11,-0.624427256550119,0.564704792516787,1,-7.82339174945556,"Stable","Stable"
"WDR35",76.3333333333333,372.833666666667,0.62437898477876,0.564733615133075,1,-7.82342586411838,"Stable","Stable"
"FBXL2",69.3333333333334,437.000666666667,0.624289833128206,0.564786849324699,1,-7.82348886368719,"Stable","Stable"
"MAZ",-572.783000000001,3675.49683333333,-0.62420251514113,0.564838991854453,1,-7.82355056024989,"Stable","Stable"
"PHYHIPL",-3.703,4.4095,-0.624062152176152,0.564922817302613,1,-7.82364972197084,"Stable","Stable"
"PGAM1",-1281.84566666667,10698.6651666667,-0.623835380933,0.565058263777377,1,-7.82380988913111,"Stable","Stable"
"GSPT2",31.9999999999998,394.333333333333,0.623523007081207,0.565244874743392,1,-7.82403043777252,"Stable","Stable"
"FRMPD2",3.231,4.94883333333333,0.623391764078944,0.565323291111183,1,-7.82412307330983,"Stable","Stable"
"NAXD",64.7316666666663,1108.3935,0.62335897329112,0.565342884410992,1,-7.8241462155759,"Stable","Stable"
"PRND",-69.3333333333334,140,-0.623357393031647,0.565343828666243,1,-7.82414733082658,"Stable","Stable"
"SSBP2",61.6666666666666,402.833333333333,0.623180389422238,0.565449600619419,1,-7.82427223431145,"Stable","Stable"
"ENDOV",11.667,288.165833333333,0.623023451427746,0.565543393034782,1,-7.8243829537588,"Stable","Stable"
"NAPA",-178.863333333334,2924.502,-0.623007170949819,0.565553123493968,1,-7.82439443827827,"Stable","Stable"
"TMBIM4",-48.7943333333328,1547.41983333333,-0.622972825138755,0.565573651545309,1,-7.82441866556621,"Stable","Stable"
"MFSD5",75.6666666666666,821.166666666667,0.622805161124626,0.56567386932624,1,-7.82453691863022,"Stable","Stable"
"SUN2",345.607333333333,5059.526,0.622696417623882,0.565738874901722,1,-7.82461360105073,"Stable","Stable"
"PLEKHG4",90.6666666666667,417.000333333333,0.62268464061426,0.565745915357927,1,-7.8246219051518,"Stable","Stable"
"ATXN7L1",-13.0003333333333,229.499833333333,-0.622573814531742,0.565812171561126,1,-7.82470004347064,"Stable","Stable"
"DLGAP4",395.097333333333,3659.267,0.62254021146659,0.56583226182274,1,-7.82472373314722,"Stable","Stable"
"TMED8",-141,921.833333333333,-0.622212921215144,0.566027963734324,1,-7.8249544124972,"Stable","Stable"
"PALM",816.333333333333,3480.16666666667,0.622211008380746,0.56602910763892,1,-7.82495576039693,"Stable","Stable"
"TBCD",258.755666666667,2232.59916666667,0.622060968528768,0.566118838603011,1,-7.82506147689666,"Stable","Stable"
"SLC25A16",-70.6666666666666,523.666666666667,-0.62205819149174,0.566120499492676,1,-7.82506343336803,"Stable","Stable"
"FZD7",5.33333333333334,13.6666666666667,0.62201126999222,0.566148562784097,1,-7.82509648929143,"Stable","Stable"
"CHAMP1",-135.000666666667,1018.5,-0.621646563639832,0.566366721756861,1,-7.82535335214671,"Stable","Stable"
"EIF2B5",-180.001,1366.6665,-0.621637215519032,0.566372314325597,1,-7.82535993438683,"Stable","Stable"
"PPP5C",-247.671000000001,2347.3235,-0.621561576426296,0.566417567217043,1,-7.82541319069306,"Stable","Stable"
"TADA3",128.698666666667,1451.444,0.621548605425426,0.566425327670045,1,-7.82542232283155,"Stable","Stable"
"RRBP1",-282.666333333334,7193.3335,-0.621525027869964,0.566439434127176,1,-7.82543892203175,"Stable","Stable"
"ZSCAN16-AS1",-4.38233333333333,38.8105,-0.621483631428647,0.566464202195101,1,-7.82546806491571,"Stable","Stable"
"PBX1",158.667,615.999833333333,0.621318117376907,0.566563238779619,1,-7.82558456984265,"Stable","Stable"
"TRPS1",-13,28.1666666666667,-0.62128364048851,0.566583869740091,1,-7.82560883479179,"Stable","Stable"
"TUT4",87.3340000000001,1131.00033333333,0.621156703755747,0.566659832964966,1,-7.8256981636403,"Stable","Stable"
"CPNE7",142.332666666667,330.5,0.620780495050991,0.566885008847746,1,-7.82596282284585,"Stable","Stable"
"SH2D2A",2,4.33333333333333,0.620720607756681,0.566920859280966,1,-7.82600494068005,"Stable","Stable"
"RRM2",-512.000333333333,1349.6675,-0.620597057686377,0.566994825046268,1,-7.82609182091127,"Stable","Stable"
"DDX10",56.6663333333333,1630.6665,0.620584346801115,0.567002435041508,1,-7.82610075837147,"Stable","Stable"
"EIF1AX",457.655666666666,3889.82183333333,0.620574394756006,0.567008393369227,1,-7.8261077558901,"Stable","Stable"
"ZNF235",-15.8373333333333,122.875666666667,-0.620364108509124,0.567134302312906,1,-7.82625559130945,"Stable","Stable"
"IBTK",-199.333,2538.3335,-0.620338239908221,0.567149792431356,1,-7.82627377457245,"Stable","Stable"
"TMEM38A",7.00000000000001,52.1666666666667,0.620333265398686,0.567152771200033,1,-7.82627727112587,"Stable","Stable"
"DNAJC14",-180.197666666667,1500.19616666667,-0.620317754128262,0.567162059516637,1,-7.82628817375663,"Stable","Stable"
"KIFC1",-142.666,436.333333333333,-0.620317698212917,0.567162092999534,1,-7.82628821305825,"Stable","Stable"
"KCTD16",9.33333333333333,21.3333333333333,0.619882187415076,0.56742292296688,1,-7.826594234226,"Stable","Stable"
"TANC2",683.395333333334,2287.36433333333,0.619872319793266,0.567428833669072,1,-7.82660116585425,"Stable","Stable"
"LOC124906471",-1.33766666666667,2.99783333333333,-0.619766663828745,0.567492124127446,1,-7.82667537938827,"Stable","Stable"
"SMOX",233.334,701.666333333333,0.619577178361345,0.567605642247449,1,-7.82680844901969,"Stable","Stable"
"ANXA9",-2.33333333333333,12.5,-0.619303606986578,0.56776956174524,1,-7.82700050977852,"Stable","Stable"
"CAPN11",13.6663333333333,18.8335,0.619285495399045,0.567780415024856,1,-7.82701322252535,"Stable","Stable"
"TLK1",-198,2136.33266666667,-0.619205107740525,0.567828588600273,1,-7.82706964388026,"Stable","Stable"
"ZYG11B",-90.0053333333335,1832.99733333333,-0.619150356826435,0.567861400508903,1,-7.82710806818881,"Stable","Stable"
"PODXL2",6.33333333333333,37.1666666666667,0.619060561779749,0.567915216897484,1,-7.82717108042167,"Stable","Stable"
"CS",783.655000000001,5211.82683333333,0.618957910150501,0.567976742711931,1,-7.8272431052353,"Stable","Stable"
"RDH10",-258.666666666666,843.333333333333,-0.618801667379223,0.568070397706351,1,-7.82735271282219,"Stable","Stable"
"LOC730101",102.666666666667,292.666666666667,0.618772007336424,0.568088177680717,1,-7.82737351736367,"Stable","Stable"
"GTF2H3",-106.333,849.833166666667,-0.618620565113391,0.568178966829781,1,-7.82747973103825,"Stable","Stable"
"NOTUM",-3,6.5,-0.618620074970976,0.56817926068433,1,-7.82748007476342,"Stable","Stable"
"PGAM1P5",-1.42833333333334,3.95283333333333,-0.618341694910028,0.568346173915915,1,-7.82767525941442,"Stable","Stable"
"TFAP2A-AS2",1.47766666666667,4.20716666666667,0.618305763834116,0.568367720119716,1,-7.82770044696015,"Stable","Stable"
"UBE2C",-104.666333333333,313.9995,-0.618305403521247,0.568367936185425,1,-7.82770069953191,"Stable","Stable"
"BORCS8",46.6953333333334,481.053,0.618285472283696,0.568379888263711,1,-7.82771467072023,"Stable","Stable"
"SH2D3A",23.6666666666667,63.5,0.618263877483847,0.56839283811182,1,-7.82772980759154,"Stable","Stable"
"WDR27",57.6783333333334,428.283833333333,0.61819565191808,0.568433752524657,1,-7.82777762739731,"Stable","Stable"
"PCBP2-OT1",-0.667333333333334,1.00033333333333,-0.618082164078458,0.568501814757266,1,-7.82785716213074,"Stable","Stable"
"ENOSF1",-78.8063333333333,415.954833333333,-0.618024935100363,0.568536138833652,1,-7.82789726482385,"Stable","Stable"
"INO80E",144.226333333333,1341.14083333333,0.617934544463012,0.568590354999723,1,-7.82796059895161,"Stable","Stable"
"THRAP3P3",1.33333333333333,3,0.617577587435932,0.568804490866625,1,-7.82821063309279,"Stable","Stable"
"LINC02004",1.33333333333333,3,0.617577587435931,0.568804490866626,1,-7.82821063309279,"Stable","Stable"
"CDC20-DT",-0.666666666666667,2,-0.617576983252456,0.568804853357237,1,-7.82821105619715,"Stable","Stable"
"PSMD2P1",0.666666666666667,2,0.617576983252456,0.568804853357237,1,-7.82821105619715,"Stable","Stable"
"FHP1",0.666666666666667,1,0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"SEC24AP1",0.666666666666667,1,0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"CHST13",-0.666666666666667,1,-0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"HSPB9",-0.666666666666667,1,-0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"TMPOP2",-0.666666666666667,1,-0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"ST14",0.666666666666667,1,0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"LINC00449",0.666666666666667,1,0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"TEDC2-AS1",0.666666666666667,1,0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"GDAP1L1",0.666666666666667,1,0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"C1QTNF4",0.666666666666667,1,0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"RPS2P53",0.666666666666667,1,0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"ACVR1C",-0.666666666666667,1,-0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"RPL7AP60",-0.666666666666667,1,-0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"IL1R2",-0.666666666666667,1,-0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"NMBR",-0.666666666666667,1,-0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"RPS4XP7",-0.666666666666667,1,-0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"LOC124901151",-0.666666666666667,1,-0.617576983252455,0.568804853357238,1,-7.82821105619715,"Stable","Stable"
"XPO4",-225.333333333334,1559,-0.61742672817831,0.568895006325568,1,-7.82831626779214,"Stable","Stable"
"STMN3",133,245.833333333333,0.617390788946306,0.568916571253733,1,-7.8283414299968,"Stable","Stable"
"CYGB",121.130333333333,176.052166666667,0.617355519185054,0.568937735001692,1,-7.82836612229703,"Stable","Stable"
"SPDYE9",0.362333333333333,0.3845,0.617328675708214,0.568953842877771,1,-7.82838491458205,"Stable","Stable"
"SPDYE11",0.362333333333333,0.3845,0.617328675708214,0.568953842877771,1,-7.82838491458205,"Stable","Stable"
"DYNLT5",7.66633333333334,16.4998333333333,0.617088950341304,0.56909770751956,1,-7.82855270867687,"Stable","Stable"
"SHMT1",-81.551,319.398166666667,-0.616975787070921,0.56916562776621,1,-7.82863189764602,"Stable","Stable"
"NDUFA6",143.333,1054.6665,0.616958012419471,0.569176296546587,1,-7.82864433482506,"Stable","Stable"
"PLEKHH1",-1.82366666666667,8.58016666666667,-0.616692052469415,0.569335948073791,1,-7.82883039515625,"Stable","Stable"
"HSPA4",-863,6012.16666666667,-0.616636272301867,0.569369435793288,1,-7.82886940937694,"Stable","Stable"
"HSD17B2",-283.339333333333,791.331,-0.616356417477338,0.56953746685892,1,-7.82906510331737,"Stable","Stable"
"NUFIP2",-238,4171.66666666667,-0.616243614178793,0.569605205778061,1,-7.8291439622786,"Stable","Stable"
"GSK3A",-217.272666666666,2262.63,-0.61618769611582,0.569638786824173,1,-7.82918304923018,"Stable","Stable"
"ACSM3",-502.525333333333,653.349666666667,-0.616113694276768,0.569683229925323,1,-7.82923477226719,"Stable","Stable"
"MMP24OS",-73.016333333333,1261.63683333333,-0.615980037933653,0.569763505415486,1,-7.82932817725039,"Stable","Stable"
"GNB3",8.12800000000001,34.916,0.615897361405597,0.569813165617755,1,-7.82938594681654,"Stable","Stable"
"PNKD",134.999666666667,1138.50016666667,0.615891816936603,0.569816496042407,1,-7.82938982073875,"Stable","Stable"
"TMEM237",123.333333333333,889.333666666667,0.61573451938585,0.569910986150455,1,-7.82949971246862,"Stable","Stable"
"ARRDC3-AS1",-3.66666666666666,13.5,-0.615500313075449,0.57005169532861,1,-7.82966329106513,"Stable","Stable"
"SH3BP1",5.19666666666667,18.265,0.615421615603311,0.570098981278686,1,-7.82971824472102,"Stable","Stable"
"SH2D3C",691.999000000001,3460.33316666667,0.615363579526072,0.570133854345472,1,-7.82975876697653,"Stable","Stable"
"LOC105372268",0.971,2.5285,0.615338892288895,0.570148688989739,1,-7.82977600326277,"Stable","Stable"
"IGDCC4",6.33333333333333,10.8333333333333,0.615334988061966,0.57015103507634,1,-7.82977872908698,"Stable","Stable"
"CLN8-AS1",21.6673333333333,207.5,0.615233248341261,0.570212173686295,1,-7.82984975588363,"Stable","Stable"
"SMG8",68.9996666666666,711.499833333333,0.614813013471784,0.570464752142244,1,-7.83014302750171,"Stable","Stable"
"PFDN5",196.408333333334,3423.8665,0.614708318896839,0.570527689429264,1,-7.83021606526035,"Stable","Stable"
"OBI1",-32.0796666666666,878.626833333333,-0.61437742015858,0.57072663991286,1,-7.83044684088375,"Stable","Stable"
"EIF4BP3",-1.60533333333333,5.91366666666667,-0.614348272883751,0.570744166704488,1,-7.83046716382552,"Stable","Stable"
"RPL4P6",-1.703,8.48183333333333,-0.614343686646135,0.570746924525858,1,-7.8304703615071,"Stable","Stable"
"BLTP3A",-415,2733.5,-0.614314447180157,0.570764507168271,1,-7.83049074779344,"Stable","Stable"
"COL5A1",2945.333,5865.6665,0.614304490906661,0.57077049428142,1,-7.83049768930316,"Stable","Stable"
"BMERB1",177.593333333333,808.759,0.614206321056077,0.570829530042232,1,-7.83056612825355,"Stable","Stable"
"TXNRD3",32.3333333333334,311.166666666667,0.61415455741018,0.570860660435926,1,-7.83060221151769,"Stable","Stable"
"CHRD",2.66666666666667,8.33333333333333,0.614098400155359,0.570894434395404,1,-7.83064135459572,"Stable","Stable"
"LIN52",17.9996666666668,265.3335,0.614051264588992,0.570922783574563,1,-7.83067420701376,"Stable","Stable"
"ROMO1",51.334333333333,1057.3335,0.614031010774308,0.570934965299831,1,-7.83068832281539,"Stable","Stable"
"GON4L",43.4616666666668,1221.04883333333,0.613865132870644,0.571034739603259,1,-7.83080391601651,"Stable","Stable"
"IFTAP",-10.667,325.9995,-0.613675962106523,0.571148538476502,1,-7.83093570918512,"Stable","Stable"
"PJA1",-86.6666666666668,480.666666666667,-0.61350403715896,0.571251975859645,1,-7.831055457961,"Stable","Stable"
"PSMA3-AS1",-33.2103333333335,449.0625,-0.613491939515754,0.571259254784861,1,-7.83106388312885,"Stable","Stable"
"SECTM1",10.0003333333333,27.6668333333333,0.613276434787475,0.571388930228621,1,-7.83121394394439,"Stable","Stable"
"RASAL2",295.329333333333,1737.66833333333,0.612883276036619,0.571625555430906,1,-7.83148759580884,"Stable","Stable"
"NLRP1",290.248,936.231,0.612761020532094,0.571699148928933,1,-7.8315726599153,"Stable","Stable"
"CEP43",-62.889,340.189166666667,-0.612556528045757,0.571822260194222,1,-7.83171491196243,"Stable","Stable"
"WNT11",-91.6643333333334,98.8321666666667,-0.612544283331561,0.571829632474958,1,-7.83172342855021,"Stable","Stable"
"DYRK2",129.808333333333,654.6685,0.612532975208253,0.571836440910162,1,-7.83173129358291,"Stable","Stable"
"MASP1",-4.66666666666666,8,-0.6124854274271,0.571865069234357,1,-7.83176436271645,"Stable","Stable"
"MKRN1",-211.000666666666,2171.49966666667,-0.612387954885269,0.571923760015137,1,-7.83183214744877,"Stable","Stable"
"MTMR9LP",28.829,133.1595,0.61234932776522,0.571947019521774,1,-7.83185900717571,"Stable","Stable"
"OR10Z1",-0.909333333333334,1.22033333333333,-0.612242372036414,0.572011426693033,1,-7.83193337244724,"Stable","Stable"
"TBC1D9",-882.666666666667,4789.33333333333,-0.612127604775657,0.572080543186971,1,-7.83201315692494,"Stable","Stable"
"HRH2",3.33333333333333,7.66666666666667,0.61203883133107,0.572134009164595,1,-7.83207486231631,"Stable","Stable"
"KRT18P5",1.66666666666667,3.16666666666667,0.612038737239283,0.572134065835427,1,-7.83207492771445,"Stable","Stable"
"GRK6",-254.334,1109.83333333333,-0.611882980067784,0.57222788238715,1,-7.83218317462564,"Stable","Stable"
"RIN2",278.262333333333,1814.46416666667,0.611780489644783,0.572289620551288,1,-7.83225439006113,"Stable","Stable"
"LOC100129434",-86.2586666666667,231.019333333333,-0.611628845335671,0.572380976098907,1,-7.83235974176209,"Stable","Stable"
"EID2B",8.48333333333331,42.684,0.611409997712829,0.572512834130119,1,-7.83251174305706,"Stable","Stable"
"EXOC2",155.000333333333,2188.50016666667,0.611249635066352,0.572609467075102,1,-7.83262309455261,"Stable","Stable"
"FBXL9P",-11.9886666666667,58.9943333333333,-0.611247372407764,0.572610830607856,1,-7.83262466550694,"Stable","Stable"
"NPTX2",-19,27.8333333333333,-0.6110054083164,0.572756656392812,1,-7.83279263208764,"Stable","Stable"
"GTPBP1",77.3616666666669,1221.0815,0.610884268737594,0.572829673437193,1,-7.83287670383944,"Stable","Stable"
"RPS6KA4",275.666333333334,1394.8335,0.610832135110124,0.572861098942791,1,-7.83291288066575,"Stable","Stable"
"CTSH",90.9993333333332,241.499666666667,0.610796420105125,0.572882628162801,1,-7.83293766270913,"Stable","Stable"
"ANKRD36B",21.5046666666667,135.943,0.610658893531898,0.572965534997018,1,-7.83303307877282,"Stable","Stable"
"KARS1",-870.000000000001,4431.33366666667,-0.610482529546889,0.57307186625433,1,-7.83315541396243,"Stable","Stable"
"RPS25",1216.16033333334,14966.6885,0.610295082842242,0.57318489364634,1,-7.83328540428953,"Stable","Stable"
"TMEM51-AS1",2.85566666666667,8.6375,0.610181805913782,0.573253204968464,1,-7.83336394325274,"Stable","Stable"
"ARID3B",-27.6663333333333,263.499833333333,-0.610132626010578,0.573282864438047,1,-7.83339803764803,"Stable","Stable"
"PSIP1",-86.3326666666671,2568.83333333333,-0.610120713518691,0.573290048788927,1,-7.83340629574058,"Stable","Stable"
"PTK7",978.999666666667,2372.49983333333,0.610055659146317,0.573329283730158,1,-7.83345139097978,"Stable","Stable"
"CEP76",-19.1080000000001,223.319333333333,-0.60972554348703,0.573528407075169,1,-7.83368016283658,"Stable","Stable"
"BPNT1",-104.998666666667,928.833666666667,-0.609715082760954,0.573534717653833,1,-7.83368741047964,"Stable","Stable"
"TRAPPC2B",-7.22866666666664,149.779666666667,-0.609657108414566,0.573569692315565,1,-7.83372757572515,"Stable","Stable"
"TMLHE",13.6666666666666,295.5,0.609570248593514,0.573622095587428,1,-7.83378774715243,"Stable","Stable"
"XYLT2",-127.667333333333,630.833333333333,-0.609498363646361,0.5736654667771,1,-7.83383753943128,"Stable","Stable"
"TLR6",-43.9983333333333,70.0395,-0.609289430025326,0.573791537425815,1,-7.83398223279587,"Stable","Stable"
"PLA1A",157,281.833333333333,0.609230820231379,0.573826905883723,1,-7.834022814535,"Stable","Stable"
"GAL",31.6666666666667,69.5,0.609176885271651,0.573859454552289,1,-7.83406015650561,"Stable","Stable"
"DDX24",-178.314333333333,3434.21616666667,-0.609159053746147,0.573870215788622,1,-7.8340725015869,"Stable","Stable"
"TAGLN2",2967.66433333333,11780.4985,0.608754276179659,0.574114532793732,1,-7.83435265487326,"Stable","Stable"
"CSKMT",17.5083333333333,114.434166666667,0.608717663872629,0.574136634752101,1,-7.83437798716903,"Stable","Stable"
"C14orf119",-66.3766666666668,1170.47833333333,-0.608647841917302,0.574178786120257,1,-7.8344262939014,"Stable","Stable"
"RAB11B-AS1",25,125.166666666667,0.608647612023308,0.574178924910147,1,-7.83442645294726,"Stable","Stable"
"UBA52",633.056333333334,10875.0148333333,0.608582433643307,0.574218274807382,1,-7.83447154279191,"Stable","Stable"
"RBAK-RBAKDN",-0.541333333333334,1.42666666666667,-0.60851926173438,0.574256415040392,1,-7.83451524071735,"Stable","Stable"
"APBA1",564.667,1754.6665,0.608509710454853,0.574262181799786,1,-7.83452184729643,"Stable","Stable"
"PKD1P4",102.843,645.902833333333,0.608455092069557,0.574295159379718,1,-7.83455962493071,"Stable","Stable"
