"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Change","Sig"
"KCNG3",1,0.5,604.543298010304,1.59570737917777e-11,9.10204318702836e-08,9.41279755857409,"Stable","Sig"
"KHSRPP1",-1,0.5,-604.543298010304,1.59570737917777e-11,9.10204318702836e-08,9.41279755857409,"Stable","Sig"
"LINC01843",-1,0.5,-604.543298010304,1.59570737917777e-11,9.10204318702836e-08,9.41279755857409,"Stable","Sig"
"LOC105375903",-1,0.5,-604.543298010304,1.59570737917777e-11,9.10204318702836e-08,9.41279755857409,"Stable","Sig"
"LOC100506321",-1,0.5,-604.543298010304,1.59570737917777e-11,9.10204318702836e-08,9.41279755857409,"Stable","Sig"
"LOC105373429",-1,0.5,-604.543298010304,1.59570737917777e-11,9.10204318702836e-08,9.41279755857409,"Stable","Sig"
"RPEL1",-1.00033333333333,0.500166666666667,-593.366271849686,1.72564601888301e-11,9.10204318702836e-08,9.41189549681119,"Down","Sig"
"INGX",-1.036,0.518,-29.4383977824095,5.0733676127399e-06,0.0234148598746978,5.32517773613151,"Down","Sig"
"SNRNP27",427.666,657.833,25.1700810254126,9.75728255548943e-06,0.0400287096126423,4.66288448008029,"Up","Sig"
"GNB1",8600.66633333333,16605.3338333333,20.3667006774422,2.35761947141149e-05,0.0870480261234552,3.71762591056003,"Up","Sig"
"RAB40AL",2.243,1.1215,18.6823171466766,3.37523753196534e-05,0.113291381959295,3.31956671647869,"Up","Sig"
"BTRC",315.667,835.833166666667,17.6417597203983,4.28165882297458e-05,0.122439942035554,3.05210192134167,"Up","Sig"
"ATF2",778.695,1389.96916666667,17.6127071266181,4.31103203093603e-05,0.122439942035554,3.04437590665262,"Up","Sig"
"BTN3A3",-67.2086666666667,304.308,-11.5327059811794,0.000246917733282732,0.65119261059036,1.01846834206222,"Down","Sig"
"LOC400627",5,5.83333333333333,10.8620211792312,0.000315309927489708,0.776124876185,0.728452972096468,"Up","Sig"
"VPS9D1",-207.780666666667,542.427666666667,-9.57432862606865,0.000526174876019426,1,0.118040239778631,"Down","Sig"
"PLEKHM1",868.778666666667,1746.67266666667,9.48952795094604,0.000545428152154821,1,0.075074528087729,"Up","Sig"
"BPNT2",-2480,4296.33333333333,-9.4240191951747,0.000560896834403389,1,0.0416294580984191,"Down","Sig"
"IPO11",1035.43733333333,2034.32366666667,9.22906497234636,0.000610232016041837,1,-0.0592398503548939,"Up","Sig"
"URB1",539.892000000001,1860.946,9.14335225880995,0.00063360393147804,1,-0.104234130027201,"Up","Sig"
"FMO4",-18.6666666666667,33.6666666666667,-8.74562510863101,0.000757614665145868,1,-0.318403390852787,"Down","Sig"
"SOCS4",620.333,1370.8335,8.45197214968223,0.000868687218178194,1,-0.482497317761412,"Up","Sig"
"CLASP1",571.314,2326.007,8.4256277864015,0.000879599676464506,1,-0.497477702178592,"Up","Sig"
"IL10RB",466.568666666667,746.593,8.08576987756568,0.00103666327817363,1,-0.694723609687661,"Up","Sig"
"ZDHHC20",878.998666666666,2017.83333333333,8.02798139270671,0.00106669054771351,1,-0.72901998609805,"Up","Sig"
"POT1",-207.666666666667,522.833,-7.97498146691296,0.00109517189446032,1,-0.760673687232176,"Down","Sig"
"ERMP1",476.659666666667,1012.68083333333,7.90631618396091,0.00113347112790956,1,-0.801970225488504,"Up","Sig"
"RAB27A",525.993,1048.74916666667,7.76738396489601,0.00121611076227725,1,-0.886534169260051,"Up","Sig"
"UHMK1",1723.66666666666,4772.16666666667,7.43747137266147,0.00144392383586761,1,-1.0929448062404,"Up","Sig"
"GPR173",44,64.3333333333333,7.41894344660308,0.00145820472835697,1,-1.10477849806138,"Up","Sig"
"LOC644456",7.333,5.66683333333333,7.12425646654184,0.00171038265466295,1,-1.29660370887128,"Up","Sig"
"SPOPL",308.245333333333,721.455333333333,7.06952809041058,0.00176292635049502,1,-1.33299613808844,"Up","Sig"
"RNA5-8SN1",378.543,189.2715,6.97307022390883,0.00186042379261052,1,-1.39774065522082,"Up","Sig"
"GOLGA4",3357.581,4966.11583333333,6.94297025084063,0.00189218881840519,1,-1.41810402763545,"Up","Sig"
"SEC63",1491.44333333333,3028.377,6.94229310900538,0.00189291100571591,1,-1.41856301197086,"Up","Sig"
"PAFAH1B2",1167,4175.83333333333,6.87944547068148,0.00196143033043662,1,-1.46133270550644,"Up","Sig"
"ZSWIM8",1221.045,2834.41816666667,6.76970221926041,0.00208849388136519,1,-1.53683238094418,"Up","Sig"
"SEC24B",687.333999999999,1753.99966666667,6.71349867524848,0.00215745557175482,1,-1.5759069614153,"Up","Sig"
"PSG1",4.33333333333333,2.83333333333333,6.65654914446804,0.00223018841398428,1,-1.61578685834075,"Up","Sig"
"CDHR2",3.01966666666667,2.84416666666667,6.65518042237008,0.00223197298481474,1,-1.61674890984399,"Up","Sig"
"PLAG1",23.0003333333334,117.166833333333,6.56112790666522,0.00235888514286132,1,-1.68326374609011,"Up","Sig"
"SOCS5",197.333333333333,681.666666666667,6.54127356393785,0.00238679130927976,1,-1.69740831573899,"Up","Sig"
"DNAH7",-3,2.83333333333333,-6.51721270753871,0.00242115153338927,1,-1.71459846028214,"Down","Sig"
"RTF1",1016,2417.33333333333,6.51532683595227,0.00242387007043986,1,-1.71594807725076,"Up","Sig"
"FAM241A",2058.66666666667,3700.33333333333,6.45955586734987,0.00250597454264381,1,-1.75601018332505,"Up","Sig"
"AMZ1",5,4.5,6.27121784519969,0.00280948471773374,1,-1.89347987632156,"Up","Sig"
"CEBPB-AS1",-13.01,8.841,-6.23779444413255,0.00286793078468083,1,-1.91823452487372,"Down","Sig"
"SLC16A13",-57,215.166666666667,-6.21474108737015,0.00290910719109222,1,-1.93537282915027,"Down","Sig"
"C1QL3",5.33333333333333,8.66666666666667,6.19308940397447,0.00294843725145274,1,-1.95151703150151,"Up","Sig"
"LACTB",474.667333333334,1759,6.10803816846907,0.0031093359651558,1,-2.01538761376559,"Up","Sig"
"HIPK3",1797,2130.16633333333,6.05650683333458,0.0032120284577157,1,-2.05444172834938,"Up","Sig"
"MFSD14A",572.530666666667,1473.13466666667,6.03371791899158,0.00325875621271326,1,-2.07179940815859,"Up","Sig"
"ZC3H13",585.018333333333,2641.53116666667,6.01703012139587,0.00329349895287497,1,-2.0845439510955,"Up","Sig"
"ARPC4-TTLL3",-40.828,59.0776666666667,-5.91544654705482,0.00351498408383119,1,-2.16274860295813,"Down","Sig"
"LPAR2",-19.0006666666667,48.1666666666667,-5.80905165238987,0.00376668271180405,1,-2.24582694693005,"Down","Sig"
"PCHILR",2.66666666666667,3,5.79307796225663,0.00380633710967178,1,-2.25840499190629,"Up","Sig"
"PHACTR4",486.332,1874.50033333333,5.75094758257102,0.00391338257728811,1,-2.29171247785542,"Up","Sig"
"EHMT2",-886.339666666667,807.163833333333,-5.73678275977833,0.00395019151360749,1,-2.30295449454768,"Down","Sig"
"ZNF85",46.3326666666666,154.166666666667,5.73524332947252,0.00395421717513916,1,-2.30417760140547,"Up","Sig"
"ARG2",105.352,354.352333333333,5.71834989604672,0.00399872293453265,1,-2.31761688490402,"Up","Sig"
"KDSR-DT",-7.66666666666667,15.5,-5.71268442104675,0.00401378463299466,1,-2.32213099890521,"Down","Sig"
"POLR3E",484.303,697.820833333333,5.65579548841005,0.004168906963931,1,-2.36765592559174,"Up","Sig"
"CCDC102B",29.3333333333333,46.9996666666667,5.6545473970488,0.00417239098096629,1,-2.36865874028188,"Up","Sig"
"CD72",-3.66666666666667,1.83333333333333,-5.63246466070373,0.00423462260681455,1,-2.3864305923434,"Down","Sig"
"SYNE4",-3.66666666666667,2.16666666666667,-5.63246466070372,0.00423462260681455,1,-2.3864305923434,"Down","Sig"
"SS18L1",263.952666666667,366.937333333333,5.59096421893764,0.0043546507887983,1,-2.41997794985644,"Up","Sig"
"USP15",712.332333333333,1449.16616666667,5.56281900639912,0.00443840488267403,1,-2.44284044415465,"Up","Sig"
"ASH1L",516.829000000001,2180.25283333333,5.52337388399864,0.00455909755846627,1,-2.47503405355237,"Up","Sig"
"LINC01252",-4,3.66666666666667,-5.49581759735252,0.00464577820062622,1,-2.49763052648982,"Down","Sig"
"STRBP",208.999666666667,607.166833333333,5.4918963998779,0.00465827440040771,1,-2.50085308122014,"Up","Sig"
"LOC103344931",-55.6666666666666,212.833333333333,-5.48273472131362,0.00468763026827359,1,-2.50838935810743,"Down","Sig"
"CSGALNACT2-DT",5,4.83333333333333,5.43103688875467,0.0048575464953316,1,-2.5510983749133,"Up","Sig"
"ZNF630",-31.231,54.6155,-5.41109506324846,0.0049250781413609,1,-2.56765646954305,"Down","Sig"
"VASH2",6.33333333333333,4.16666666666667,5.39658077002398,0.00497494562654236,1,-2.57973741985573,"Up","Sig"
"HBEGF",-1055.66666666667,1701.83333333333,-5.34725606821124,0.0051490453405066,1,-2.62097925279144,"Down","Sig"
"ACYP1",24.052,138.026333333333,5.34249827055618,0.00516622591595937,1,-2.62497270073924,"Up","Sig"
"LOC100506551",-3.00566666666667,1.50283333333333,-5.30211977246814,0.0053148626260784,1,-2.65897350118879,"Down","Sig"
"PYCARD",102.814333333333,249.809833333333,5.30165934295658,0.00531658713101796,1,-2.65936233698078,"Up","Sig"
"DCDC2B",-1.484,0.742,-5.298687191194,0.00532773541416782,1,-2.66187295402472,"Down","Sig"
"GNRHR2",-24.0376666666667,48.5988333333333,-5.26917517285882,0.00543998160155521,1,-2.68686008772067,"Down","Sig"
"NDUFC2-KCTD14",15.0566666666667,20.986,5.24830908925868,0.00552107284129729,1,-2.70459067001175,"Up","Sig"
"HOTAIRM1",44.666,126.666333333333,5.20900557316624,0.00567782470299848,1,-2.73813247160389,"Up","Sig"
"YWHAH",2414,3703.99966666667,5.20395262382951,0.00569836526294718,1,-2.74245842392457,"Up","Sig"
"SLC25A18",5.33333333333333,5.66666666666667,5.18151321260329,0.00579067548065733,1,-2.76170734795271,"Up","Sig"
"HERPUD2",591.06,1035.69566666667,5.17397266733236,0.00582210053780993,1,-2.76818972014575,"Up","Sig"
"CIMIP2A",-1.66766666666667,0.833833333333333,-5.1311396365026,0.00600456880700605,1,-2.80514584747112,"Down","Sig"
"TLCD5",-123,282.833333333333,-5.12731251320431,0.00602120631342132,1,-2.80845899430884,"Down","Sig"
"LOC101928446",1.66666666666667,0.833333333333333,5.12037282928967,0.00605151723276181,1,-2.81447136147113,"Up","Sig"
"GNMT",1.66666666666667,1.16666666666667,5.12037282928967,0.00605151723276182,1,-2.81447136147113,"Up","Sig"
"HTR6",1.66666666666667,0.833333333333333,5.12037282928967,0.00605151723276183,1,-2.81447136147113,"Up","Sig"
"LOC100420114",1.66666666666667,0.833333333333333,5.12037282928967,0.00605151723276183,1,-2.81447136147113,"Up","Sig"
"SYNJ2BP",-652.683666666667,1387.10283333333,-5.09667987331892,0.00615640100120583,1,-2.83504382596721,"Down","Sig"
"GARIN1A",7.33333333333333,14,5.03784255569182,0.00642650816984167,1,-2.88643813778991,"Up","Sig"
"MED29",-253.000666666667,956.5,-5.02675893643154,0.00647897968987789,1,-2.89616884267245,"Down","Sig"
"MR1",-83.6656666666667,129.166833333333,-5.00748065203499,0.00657148354078895,1,-2.9131313062099,"Down","Sig"
"NEAT1",1869.333,4052.9995,4.98721876913806,0.00667043065471235,1,-2.93101053722471,"Up","Sig"
"TMBIM1",-2545.00033333334,4150.16616666667,-4.94210472762164,0.00689727459070604,1,-2.97100951643885,"Down","Sig"
"DYNLT3",-531,920.5,-4.89312723497995,0.00715416647760138,1,-3.01473309686675,"Down","Sig"
"USP38",482.666666666667,1269,4.86095910098065,0.00732917764046665,1,-3.04362138646648,"Up","Sig"
"DIP2B",430.333333333333,2132.83333333333,4.86094764313561,0.00732924089034734,1,-3.04363170034466,"Up","Sig"
"SUCLG1",379,1074.166,4.81330957063303,0.00759799636378865,1,-3.08666371195745,"Up","Sig"
"HS6ST1",690.064333333333,1209.53316666667,4.80694428487691,0.00763479931656997,1,-3.09243637078284,"Up","Sig"
"CPEB2",-362.666333333333,902.6665,-4.79753838200352,0.00768957639839064,1,-3.10097644637767,"Down","Sig"
"MTPN",2829,7923.16666666667,4.78394226256956,0.00776959493440034,1,-3.11334191293887,"Up","Sig"
"ZNRF2",-122.91,271.878333333333,-4.75874203792863,0.00792057602383531,1,-3.13632664771239,"Down","Sig"
"TOP1MT",525.000333333333,634.500166666667,4.75715059248611,0.00793022880828106,1,-3.13778104476184,"Up","Sig"
"SNTB2",715,2879.83333333333,4.7436163801611,0.00801289430191335,1,-3.15016353697761,"Up","Sig"
"TMEM64",-124.333333333333,893.5,-4.70976333524825,0.0082242489005452,1,-3.18124417231905,"Down","Sig"
"MICU3",-56.3333333333334,125.833333333333,-4.6673733221,0.00849843894687712,1,-3.2203822291713,"Down","Sig"
"SMAD2",1029.99966666667,2951.0005,4.65113028105055,0.00860640806478045,1,-3.23544426653379,"Up","Sig"
"AP1G2-AS1",-31.3556666666667,98.1205,-4.649244342046,0.0086190506538071,1,-3.23719542741115,"Down","Sig"
"SRPK2",927.602666666666,2046.22333333333,4.60664718654074,0.00891064207691325,1,-3.27687885197907,"Up","Sig"
"MSANTD1",3.33333333333333,2,4.57984799779377,0.00910017149399517,1,-3.30197352809231,"Up","Sig"
"VAMP1",23.334,80.6666666666667,4.45475396551952,0.0100515760181371,1,-3.42044052755717,"Up","Sig"
"G3BP2",1732.00066666667,5944.667,4.45032353386678,0.0100874050521659,1,-3.42467676759625,"Up","Sig"
"RMC1",219.868333333333,792.0845,4.44346689235989,0.0101431572821398,1,-3.43123838071037,"Up","Sig"
"RUFY2",235.666333333333,635.167166666667,4.43493197127072,0.0102130728366831,1,-3.43941541864769,"Up","Sig"
"EMSY",77.0003333333334,600.833833333333,4.40194672638108,0.0104887661650154,1,-3.47111537009445,"Up","Sig"
"EIF4E2",640.862,1916.21133333333,4.39513661490628,0.0105467912542753,1,-3.47767953208119,"Up","Sig"
"STAG2",674.665666666666,3590.33283333333,4.38582792191936,0.010626728728377,1,-3.48666281470159,"Up","Sig"
"DLG4",262.999,854.833166666667,4.37113563583509,0.0107543792785643,1,-3.50086686104813,"Up","Sig"
"LOC101928906",2,1.33333333333333,4.34480847169247,0.0109877416906314,1,-3.52639705016941,"Up","Sig"
"KLHL9",642.666666666667,1752.33333333333,4.28825284393515,0.011509872804357,1,-3.58158053959363,"Up","Sig"
"PTBP3",1945,3128.16666666667,4.28072335956429,0.0115816040432005,1,-3.5889625021163,"Up","Sig"
"SLC41A1",593.334,953.333,4.26787522958328,0.0117052431245795,1,-3.60157805566362,"Up","Sig"
"MDM4",89.6660000000001,500.833,4.25630628004444,0.011817925158919,1,-3.61295828088298,"Up","Sig"
"SHE",-2267.72033333333,4928.28416666667,-4.22890006417175,0.0120900793372435,1,-3.63999588351093,"Down","Sig"
"PPIL2",200.927333333334,1309.15666666667,4.22822975358111,0.0120968290802044,1,-3.64065856362286,"Up","Sig"
"MRE11",185,737.167,4.21785266666153,0.0122018986434293,1,-3.65092597667009,"Up","Sig"
"FYTTD1",-1109.99966666667,3008.66683333333,-4.18227393261907,0.0125705119472957,1,-3.6862495270163,"Down","Sig"
"CYP21A2",1.36,0.68,4.16078798507075,0.0127995600278389,1,-3.70767227830364,"Up","Sig"
"ABRAXAS1",124.076666666667,551.715333333333,4.155135479582,0.0128606434588652,1,-3.7133195655384,"Up","Sig"
"EXTL3",-1426.99866666667,3881.50033333333,-4.13836767068679,0.0130439015014458,1,-3.73009990741351,"Down","Sig"
"RPS3P4",6.00733333333333,8.66933333333333,4.13828090508608,0.0130448578508377,1,-3.73018684694656,"Up","Sig"
"RPL5P1",5.001,5.1675,4.10556856368723,0.013411458814862,1,-3.76304497238602,"Up","Sig"
"AGO4",320.666666666667,896,4.10417275503223,0.0134273728709269,1,-3.76445056591661,"Up","Sig"
"SLC16A8",-5.33333333333333,5.33333333333333,-4.09634785314373,0.0135170052096599,1,-3.77233573358925,"Down","Sig"
"TMEM266",2.66666666666667,1.66666666666667,4.09633793505725,0.0135171192708798,1,-3.77234573389357,"Up","Sig"
"FREY1",-2.66666666666667,2.66666666666667,-4.09633793505725,0.0135171192708798,1,-3.77234573389357,"Down","Sig"
"LOC102723834",2.66666666666667,6.33333333333333,4.09633793505725,0.0135171192708799,1,-3.77234573389358,"Up","Sig"
"ODAD3",-2.66666666666667,2.33333333333333,-4.09633793505725,0.0135171192708799,1,-3.77234573389358,"Down","Sig"
"CPB2",1.33333333333333,0.666666666666667,4.09629826343173,0.0135175755189521,1,-3.77238573453218,"Up","Sig"
"CUX2",1.33333333333333,0.666666666666667,4.09629826343173,0.0135175755189521,1,-3.77238573453218,"Up","Sig"
"LRRC63",1.33333333333333,0.666666666666667,4.09629826343173,0.0135175755189521,1,-3.77238573453218,"Up","Sig"
"LOC100533629",1.33333333333333,0.666666666666667,4.09629826343173,0.0135175755189521,1,-3.77238573453218,"Up","Sig"
"RIMBP2",-1.33333333333333,0.666666666666667,-4.09629826343173,0.0135175755189521,1,-3.77238573453218,"Down","Sig"
"KLRG2",-1.33333333333333,0.666666666666667,-4.09629826343173,0.0135175755189521,1,-3.77238573453218,"Down","Sig"
"LOC124904620",-1.33333333333333,0.666666666666667,-4.09629826343173,0.0135175755189521,1,-3.77238573453218,"Down","Sig"
"TAS2R6P",-1.33333333333333,0.666666666666667,-4.09629826343173,0.0135175755189521,1,-3.77238573453218,"Down","Sig"
"ISLR",1.33333333333333,0.666666666666667,4.09629826343173,0.0135175755189521,1,-3.77238573453218,"Up","Sig"
"LOC124905349",-1.33333333333333,0.666666666666667,-4.09629826343173,0.0135175755189521,1,-3.77238573453218,"Down","Sig"
"PDPK1",412.662666666667,1953.70633333333,4.08465208198783,0.013652311354992,1,-3.78413872320395,"Up","Sig"
"DNAJB6P1",-10.0573333333333,18.4296666666667,-4.07905935004111,0.013717583055348,1,-3.78978999198365,"Down","Sig"
"KLHL28",-154.997333333333,399.834666666667,-4.0737837203007,0.0137794951661991,1,-3.79512515285441,"Down","Sig"
"LDLRAD4-AS1",-8.66666666666666,6.66666666666667,-4.06046880043582,0.0139372394129095,1,-3.80860896033603,"Down","Sig"
"NLGN3",8.33366666666667,14.8335,4.04822298967043,0.0140842209123495,1,-3.82103369870778,"Up","Sig"
"RLF",147,703.5,4.04802729612047,0.0140865846951293,1,-3.82123243536982,"Up","Sig"
"ATRX",1705.99866666667,4272.66666666667,4.04680188293058,0.0141013972152809,1,-3.82247703573351,"Up","Sig"
"MYCBP2-AS1",1.51533333333333,0.757666666666667,4.04635659633781,0.01410678433635,1,-3.82292935068483,"Up","Sig"
"UCKL1",204.333666666667,810.165833333333,4.03983019159439,0.0141860234482914,1,-3.82956220511329,"Up","Sig"
"RPRD2",211.333666666667,1270.33316666667,4.03928979525502,0.0141926083085035,1,-3.83011170425672,"Up","Sig"
"DPH6",-51.3326666666666,118.667,-3.99553765947213,0.0147380277531695,1,-3.87474757929353,"Down","Sig"
"C5AR2",5.66666666666667,5.16666666666667,3.99400876686698,0.0147575340672061,1,-3.87631260546063,"Up","Sig"
"PCDHB18P",-8.00633333333333,6.34483333333333,-3.97601671735011,0.0149894091598382,1,-3.8947565835564,"Down","Sig"
"HECA",339.865666666667,1357.00083333333,3.94941554433809,0.0153402294661304,1,-3.92211628784439,"Up","Sig"
"ZCCHC3",272.666666666667,744.666666666667,3.94014011621586,0.015464845722548,1,-3.93168160081397,"Up","Sig"
"HIF1AN",-399.688666666667,1587.489,-3.93222515628473,0.0155721367613437,1,-3.93985432666788,"Down","Sig"
"GDF11",223.4,395.769333333333,3.93010105162815,0.0156010804767608,1,-3.94204923785083,"Up","Sig"
"ECHDC1",-449.666333333334,1192.50016666667,-3.90369847537575,0.0159662421440527,1,-3.96938961455837,"Down","Sig"
"BROX",-568.208666666667,1394.42566666667,-3.8992845861536,0.0160282751101238,1,-3.97397070933987,"Down","Sig"
"PLOD2",-2261.998,5328.66666666667,-3.89922282328859,0.016029145157265,1,-3.9740348330985,"Down","Sig"
"DCAF10",-355.666333333334,1691.16683333333,-3.89528302857814,0.016084760774498,1,-3.97812643707915,"Down","Sig"
"GOLGA6L3P",-2.54366666666667,2.13616666666667,-3.87423452001471,0.0163858026743905,1,-4.00002639578461,"Down","Sig"
"TMEM87B",1075,2128.50033333333,3.86879926849172,0.0164646232301102,1,-4.00569258080915,"Up","Sig"
"CAMLG",300.001,1025.33383333333,3.84959792192635,0.0167467037469811,1,-4.02574617800597,"Up","Sig"
"CYP1A1",-511.666666666667,821.500333333333,-3.84807710765693,0.0167692897261315,1,-4.02733692175704,"Down","Sig"
"SGPP1",-205,352.166666666667,-3.83363588262331,0.0169855713127895,1,-4.04245995624413,"Down","Sig"
"BRWD3",-160,784.666666666667,-3.82761806492993,0.0170766742996002,1,-4.04877139300679,"Down","Sig"
"TLN1",12453.3343333333,14984.0001666667,3.82689594990595,0.0170876452207429,1,-4.0495291170125,"Up","Sig"
"STEAP3",811.593,1204.23983333333,3.80419381444889,0.0174368554887499,1,-4.07339183627993,"Up","Sig"
"KREMEN2",-3.22933333333333,2.948,-3.79093213769887,0.0176447658202965,1,-4.08736837059757,"Down","Sig"
"HLA-L",10.869,12.2328333333333,3.78970247049275,0.017664192458349,1,-4.08866570139101,"Up","Sig"
"ADAMTS17",-5.34433333333333,5.33883333333333,-3.78649233090789,0.0177150267865149,1,-4.09205358579703,"Down","Sig"
"SBNO1",691.386333333334,1948.25616666667,3.78279464181244,0.0177737968046889,1,-4.09595799399507,"Up","Sig"
"CCDC73",-2.88966666666667,2.42983333333333,-3.77560400057304,0.0178887458048828,1,-4.10355669486829,"Down","Sig"
"MBTPS1",1900.66566666667,5306.3335,3.77399340860464,0.01791461323641,1,-4.10525978464766,"Up","Sig"
"TNRC6A",563.666,2323.167,3.77153259883441,0.0179542215203153,1,-4.1078626978516,"Up","Sig"
"SYTL4",63.6273333333335,693.311666666667,3.76741381697677,0.018020748361304,1,-4.11222142698021,"Up","Sig"
"CYRIA",564.333,1254.1665,3.76487217945286,0.0180619468000974,1,-4.11491244534464,"Up","Sig"
"SRGAP2C",-354.903666666667,1404.62216666667,-3.76303901571787,0.0180917305781036,1,-4.11685397262027,"Down","Sig"
"FAR1",1019.333,3193.0005,3.75921369950819,0.0181540688630011,1,-4.12090709370901,"Up","Sig"
"B3GALT9",39.4093333333333,69.038,3.75265712387535,0.0182615093090851,1,-4.12785940896932,"Up","Sig"
"EBLN3P",438.666666666667,1496.334,3.73384311142747,0.0185740152110608,1,-4.1478460596285,"Up","Sig"
"SAR1B",705.572333333334,1180.20216666667,3.72259103615363,0.018763941392681,1,-4.15982574462961,"Up","Sig"
"SFT2D3",118.179333333333,108.776333333333,3.71737390791893,0.0188527820163972,1,-4.16538691761649,"Up","Sig"
"UBXN4",-1373.66733333333,3832.16633333333,-3.71515933206693,0.0188906437055751,1,-4.1677488145027,"Down","Sig"
"RDX",1848.66633333333,6291.33316666667,3.71468806675586,0.0188987123428914,1,-4.16825152844572,"Up","Sig"
"ATE1",370.844,1279.20966666667,3.70676269678373,0.0190350173166948,1,-4.17671095525888,"Up","Sig"
"VPS13A",330.996666666667,2097.832,3.68025668902511,0.0194994092259845,1,-4.20507414885089,"Up","Sig"
"MTF2",188.999666666667,717.1665,3.66111871541723,0.0198430525218028,1,-4.2256211244273,"Up","Sig"
"N4BP2L2-IT2",8.33333333333334,13.1666666666667,3.65745542827039,0.0199096445831549,1,-4.229560628294,"Up","Sig"
"DXO",99.3196666666667,291.626166666667,3.65580042110212,0.0199398162824127,1,-4.23134111174827,"Up","Sig"
"IQGAP1",2993.66666666666,16784.1663333333,3.65568365594431,0.0199419470161647,1,-4.23146674572969,"Up","Sig"
"SLC46A2",-1.39,0.695,-3.64991948712077,0.0200474670397177,1,-4.2376713728618,"Down","Sig"
"PSIP1",-494.666666666667,2364.66633333333,-3.63499597196424,0.0203237398729813,1,-4.25375933136407,"Down","Sig"
"DRAM1",758,1331.33366666667,3.63425752842795,0.0203375267652619,1,-4.25455629640229,"Up","Sig"
"RYR3",-4.41233333333333,13.7531666666667,-3.62336863604132,0.0205421127093898,1,-4.26631801540698,"Down","Sig"
"EFCAB13-DT",1.66666666666667,2.5,3.62067372641039,0.0205931206397277,1,-4.26923180051934,"Up","Sig"
"LOC124902860",-1.66666666666667,1.5,-3.62067372641039,0.0205931206397277,1,-4.26923180051934,"Down","Sig"
"ZC3H11C",6.775,16.5085,3.60669392699213,0.0208601360925309,1,-4.28436521768125,"Up","Sig"
"FANCC",143.341666666667,505.662833333333,3.59918447824622,0.0210052540959866,1,-4.29250695334511,"Up","Sig"
"SMG1P6",10.9136666666667,10.2575,3.59330447397523,0.0211197158026092,1,-4.2988881978284,"Up","Sig"
"APOBEC3F",-47.0356666666667,149.1115,-3.59050550062978,0.0211744598607941,1,-4.30192766725818,"Down","Sig"
"ARC",2.33333333333333,2.16666666666667,3.5842956931751,0.0212965141059116,1,-4.30867541092875,"Up","Sig"
"CDC20-DT",-2.33333333333333,1.16666666666667,-3.5842956931751,0.0212965141059116,1,-4.30867541092875,"Down","Sig"
"GP5",-2.33333333333333,1.83333333333333,-3.5842956931751,0.0212965141059116,1,-4.30867541092875,"Down","Sig"
"TAF12-DT",2.33333333333333,1.16666666666667,3.58429569317509,0.0212965141059117,1,-4.30867541092876,"Up","Sig"
"RN7SL832P",-2.33333333333333,5.16666666666667,-3.58429569317509,0.0212965141059117,1,-4.30867541092876,"Down","Sig"
"PCDHA7",-12.1433333333333,11.7383333333333,-3.57180620567429,0.0215445187308064,1,-4.32226507368088,"Down","Sig"
"DUS4L-BCAP29",178.059333333333,460.756,3.56758707335395,0.0216290670600097,1,-4.32686137060199,"Up","Sig"
"ASB8",235.333333333333,627,3.56688964441604,0.0216430806862329,1,-4.32762141340312,"Up","Sig"
"C1QL1",3.66666666666667,4.16666666666667,3.56229033366477,0.0217357644774922,1,-4.33263554562976,"Up","Sig"
"AKT1S1",499.333333333333,1706,3.55922702393152,0.0217977549921565,1,-4.33597697626028,"Up","Sig"
"ANKRD13C-DT",-46.334,61.833,-3.55208459065239,0.021943103937554,1,-4.34377357534085,"Down","Sig"
"LOC105374101",-4,4,-3.54754034918892,0.0220361743195182,1,-4.34873816855873,"Down","Sig"
"ST6GALNAC1",2,1,3.54752889679223,0.0220364094626498,1,-4.34875068440375,"Up","Sig"
"LINC01559",-2,1,-3.54752889679223,0.0220364094626498,1,-4.34875068440375,"Down","Sig"
"ATP1B2",2,1,3.54752889679223,0.0220364094626499,1,-4.34875068440375,"Up","Sig"
"CT62",2,1,3.54752889679223,0.0220364094626499,1,-4.34875068440375,"Up","Sig"
"LRRN2",-2,2,-3.54752889679223,0.0220364094626499,1,-4.34875068440375,"Down","Sig"
"RPS6KA2-IT1",2,1,3.54752889679223,0.0220364094626499,1,-4.34875068440375,"Up","Sig"
"ICMT",1059.66666666667,3066.5,3.54408472281206,0.0221072603889062,1,-4.35251560823776,"Up","Sig"
"MAN1A2",-325.667,2688.83316666667,-3.53764480488896,0.0222404591535246,1,-4.35956023945327,"Down","Sig"
"SWT1",98.9993333333333,188.5,3.53757088014936,0.0222419936431923,1,-4.35964114341965,"Up","Sig"
"OTUD6B",-313.091333333333,536.091,-3.53154388217486,0.0223675195838785,1,-4.36624002352408,"Down","Sig"
"FAM111A",328.334,1688.83366666667,3.52682347467602,0.022466415970813,1,-4.37141230011182,"Up","Sig"
"LUC7L",306.333,1052.16716666667,3.52060655906603,0.0225974525479619,1,-4.37822965479062,"Up","Sig"
"TLCD4-RWDD3",12.3936666666667,16.8961666666667,3.50955644307287,0.0228325894960047,1,-4.39036191858157,"Up","Sig"
"PACS2",464.198333333333,2057.08883333333,3.5022880917507,0.0229888250470922,1,-4.39835247017353,"Up","Sig"
