"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"CAV1",0.00000111825013971099,0.511710858920385,0.69,0.474,0.0284918953096964
"MINA",0.00000115281236182853,1.61230456006802,0.105,0.029,0.0293725061670292
"SRA1",0.0000011819211326545,0.351320374081856,0.298,0.139,0.030114168538904
"MRPL34",0.00000121200024032512,0.321751085299752,0.351,0.172,0.0308805541232437
"NR0B2",0.00000122850555863216,0.818885411994925,0.111,0.031,0.0313010931283888
"CD36",0.0000012298092301666,-0.78782465344454,0.836,0.809,0.0313343093754147
"CLDN12",0.00000123603049431192,1.12159561390382,0.105,0.029,0.0314928209645734
"GCFC2",0.00000124793690536797,1.00437191219477,0.17,0.062,0.0317961844118706
"HMGCL",0.00000125390653755236,0.754942815050076,0.216,0.09,0.0319482846702965
"MSRA",0.00000126189332739867,0.436722134546605,0.275,0.124,0.0321517800887907
"PNPLA4",0.0000012760853315457,1.02664326678092,0.111,0.031,0.0325133781624529
"GPS1",0.00000128319663282581,0.685394255886987,0.251,0.11,0.0326945670077689
"ALDOB",0.0000012859415456629,0.693452406958703,0.345,0.179,0.032764504641945
"FOSB",0.00000135229613615487,-0.797291572008156,0.655,0.715,0.0344551532530898
"OXLD1",0.00000136877330986611,1.08552593095536,0.17,0.063,0.0348749751620787
"RRBP1",0.00000140424339055336,0.433876619010861,0.719,0.458,0.0357787173479089
"DDAH2",0.00000140912069256647,0.534528288700907,0.439,0.237,0.035902986125901
"PROX1",0.00000142413506727908,1.23116705864394,0.129,0.041,0.0362855373792037
"ITPA",0.00000143130793541636,0.580022816521863,0.257,0.114,0.0364682948864734
"CTD-2336O2.1",0.00000151984586024758,0.801406488452165,0.146,0.05,0.038724152673248
"NMI",0.00000158022938737293,0.897370668322344,0.269,0.129,0.0402626645608749
"TM4SF1",0.00000159961286610511,-0.667569465128327,0.947,0.895,0.0407565362154922
"GOT1",0.00000164970101680921,1.0294370693386,0.205,0.086,0.0420327322072819
"PA2G4",0.0000016535216514808,0.309850081231972,0.532,0.303,0.0421300781580792
"CD163",0.00000167427084935492,0.34429833131719,0.211,0.087,0.0426587469707139
"ELP5",0.00000169899935098199,0.718756471485253,0.193,0.077,0.0432888044636702
"GNB2",0.00000170203369277276,0.417418720850867,0.655,0.403,0.043366116458157
"SUCLG2",0.00000170922658229228,0.370718007775525,0.345,0.169,0.0435493840902251
"TMCO1",0.00000171943402427028,0.355009408702513,0.573,0.337,0.0438094595043826
"PRPF31",0.0000017352155820882,0.488029464239033,0.275,0.127,0.0442115578160253
"SPARCL1",0.00000174987573018113,0.627900901424007,0.275,0.129,0.044585083729285
"SDF2L1",0.00000177895687279539,0.621827442536512,0.52,0.317,0.0453260421619537
"FAM162A",0.00000179418240310691,0.308863426989101,0.333,0.16,0.0457139734487609
"MSRB1",0.00000185789361071725,0.786824934019754,0.158,0.056,0.0473372713074648
"IL27RA",0.00000187021796006888,0.725346751044121,0.181,0.069,0.047651283404595
"C16orf13",0.00000187131667720445,0.315595280953936,0.427,0.226,0.0476792776184921
"SLC35B1",0.00000190593217314559,0.521027110664945,0.228,0.096,0.0485612458395764
"WBP2",0.00000191316890697598,0.341885400732651,0.392,0.198,0.0487456305808411
"RTCB",0.00000191424124462982,0.586003075727717,0.257,0.115,0.0487729526719232
"STX5",0.00000191572141371511,0.388893095676478,0.298,0.14,0.0488106659000474
"RPL26L1",0.00000192116137281272,0.258211212721337,0.421,0.219,0.0489492706178952
"CST3",0.00000192655788225286,0.295978978556833,0.942,0.768,0.0490867682819205
"PIN1",0.00000195496807535151,0.477013428478255,0.439,0.239,0.049810631591881
"PDLIM3",0.00000198085427133425,-1.81783603071451,0.187,0.346,0.0504701859793253
"NDUFAF3",0.00000198698652590099,0.305428209231489,0.684,0.409,0.0506264296934314
"TP53I3",0.00000199692033763322,1.01130644904977,0.152,0.054,0.0508795332825568
"IGFBP1",0.00000200913584138271,1.43200269889716,0.24,0.109,0.05119077210259
"LXN",0.00000204480040783579,0.875165824185429,0.24,0.108,0.052099469591248
"EFR3A",0.00000205177482033333,0.623243877069452,0.257,0.115,0.0522771706472729
"CCDC97",0.0000020972224932708,1.26601800471997,0.105,0.03,0.0534351319060467
"ACBD5",0.00000214260005229909,0.626505370413014,0.187,0.073,0.0545913067325286
"SDF2",0.00000224065691128551,0.332809915727002,0.398,0.204,0.0570896974426436
"MPHOSPH10",0.00000224867722940133,0.755756074176386,0.222,0.098,0.0572940471279165
"SORL1",0.0000023186517571792,0.544848917100842,0.17,0.063,0.0590769281211689
"BANF1",0.00000233714790809512,0.388154847985281,0.573,0.341,0.0595481915503556
"SLC3A2",0.00000235372316928048,0.437104183639062,0.561,0.334,0.0599705126300975
"PPM1G",0.00000236960965982114,0.490847286755055,0.31,0.153,0.0603752845225829
"HIF1A",0.00000239684892271701,-1.15409093124016,0.62,0.61,0.0610693137019068
"CD34",0.00000243310255261069,0.61157563464243,0.216,0.092,0.0619930199379677
"LMF2",0.00000244826748803546,0.301845947209558,0.298,0.139,0.0623794073276555
"SIVA1",0.00000245443927834331,0.336549106118218,0.614,0.372,0.0625366583729091
"SLC38A6",0.00000246662601550781,0.456373695371519,0.129,0.041,0.0628471642491235
"GALM",0.00000249682080765001,0.700211322212348,0.135,0.044,0.0636164973581147
"ROGDI",0.00000252686196837024,0.665800604438669,0.216,0.091,0.0643819160921053
"RP11-792A8.4",0.00000255104555861228,0.803957353154344,0.117,0.035,0.0649980897878823
"HADHB",0.00000256063898066814,0.473469638676295,0.515,0.298,0.0652425205884436
"PRDX6",0.00000256339000214883,0.348596067119268,0.772,0.529,0.0653126138647501
"PTDSS2",0.00000262022939625087,1.24889604206785,0.14,0.049,0.0667608247870758
"HADH",0.00000263574112723418,0.324390130829777,0.211,0.086,0.0671560481807996
"DCPS",0.00000265330062039158,0.793866811667511,0.152,0.054,0.0676034465069572
"TP53I13",0.00000268452076242807,1.05613675753144,0.123,0.038,0.0683989045059049
"RHOC",0.00000269056175759547,0.338676934404557,0.947,0.761,0.0685528230217751
"MVP",0.00000269621012427228,0.622710399942179,0.281,0.134,0.0686967377563334
"TMEM160",0.00000273526589561699,0.315370687241186,0.48,0.267,0.0696918397544254
"SPR",0.0000027902210095195,0.391485307725504,0.175,0.067,0.0710920411015474
"TOM1",0.00000288131714205378,0.682218543503918,0.193,0.078,0.0734130794623884
"MRPL57",0.00000290682104689953,0.326542633895115,0.591,0.351,0.074062893453953
"CDC40",0.00000292412584691639,0.596139992685827,0.275,0.13,0.0745038024535826
"SETD9",0.00000295218329497314,0.984046780040246,0.111,0.033,0.0752186781726205
"EHMT2",0.00000295628230194145,0.771615842485514,0.123,0.038,0.0753231167711663
"PKM",0.00000295839403423929,0.581050481411768,0.444,0.255,0.0753769215983829
"YIPF2",0.00000298987803706322,0.604375306032361,0.228,0.099,0.0761791025063337
"HDDC3",0.00000301897612333261,0.78206918533962,0.205,0.086,0.0769204926463916
"PDHA1",0.00000306557720899312,0.621961592170213,0.234,0.103,0.0781078417079356
"PHB",0.00000306669566740912,0.410116989918222,0.509,0.292,0.0781363389099169
"PPP1R7",0.00000309967779036541,0.417092985697536,0.316,0.154,0.0789766904207202
"MTX1",0.00000315797182556979,0.378802590139413,0.251,0.113,0.0804619641436928
"GAPDH",0.00000318459253609853,0.250156779934252,1,0.907,0.0811402332272543
"MYLK",0.00000322518303286186,0.292338099043235,0.211,0.087,0.0821744384942873
"IGHA1",0.00000323192174025815,-1.44222242386337,0.561,0.565,0.0823461340200375
"COA4",0.00000325322806403874,0.38409851115563,0.287,0.135,0.0828889978436432
"SLC2A3",0.00000330060258875161,-1.02346636524384,0.462,0.59,0.0840960533588024
"TIAL1",0.00000333922227018189,0.358308219010436,0.363,0.187,0.0850800442219643
"PTMS",0.00000338594638845636,0.358644543404703,0.76,0.501,0.0862705280314796
"MRPL45",0.00000339975286297216,0.523716741084072,0.187,0.074,0.0866223031956677
"SMC6",0.0000034276076014713,0.561572858473905,0.199,0.081,0.0873320140778873
"SLTM",0.00000342764007393847,0.528681869553731,0.38,0.202,0.0873328414438782
"MAF",0.00000346402579585229,-0.82543609391091,0.713,0.715,0.0882599132525205
"FAM229B",0.00000350892385962133,0.557569847345067,0.222,0.096,0.0894038710192919
"FTSJ2",0.00000353199449243489,1.12154961052011,0.105,0.03,0.0899916876727486
"SCRN2",0.0000035892586770844,0.354291658824857,0.251,0.112,0.0914507218334335
"CCNB1IP1",0.00000359307734792312,0.554334814989098,0.146,0.051,0.0915480177477331
"PRCP",0.00000361298116256438,-0.611186701236148,0.865,0.835,0.0920551470409779
"CCDC12",0.00000364852463673455,0.336484886321551,0.386,0.202,0.0929607592193596
"PHLDA3",0.00000365092499289481,0.932047531093415,0.123,0.039,0.0930219178939669
"SLC29A1",0.00000371890172421342,0.817052330110341,0.117,0.036,0.0947538970312338
"EEF1E1",0.00000377012971765605,0.693853538053983,0.205,0.086,0.0960591350761585
"TGM2",0.0000037832210916287,-0.852033282746323,0.591,0.637,0.0963926901936076
"GPR108",0.00000381618776626944,0.477255231036238,0.298,0.145,0.097232648096779
"EIF5AL1",0.00000388122053527785,-2.53164837095985,0.094,0.237,0.0988896180183443
"UBE2I",0.00000391828232199182,0.438837916159598,0.55,0.326,0.0998339152820296
"WASF2",0.00000392113508593026,0.423646063357265,0.497,0.287,0.099906600854417
"ABCA6",0.00000395728225239671,0.833460691697138,0.164,0.062,0.100827594508816
"DRAM2",0.00000399875487031601,0.362984174098153,0.415,0.221,0.101884275340782
"DPY30",0.00000403508153765348,0.443256866880711,0.45,0.256,0.102809842497873
"MALSU1",0.00000405927203998626,0.49118645910173,0.263,0.121,0.10342619230681
"IGFBP7",0.00000406000686383233,0.328887432639918,0.994,0.929,0.103444914883584
"ZBTB16",0.00000421763071293127,0.359893439709101,0.497,0.292,0.107461012934776
"ELMOD3",0.00000424867098539619,0.588711352008959,0.105,0.03,0.10825188803691
"FILIP1",0.00000425137698268027,0.604548453234667,0.485,0.297,0.108320834141711
"RUVBL1",0.0000043865460996763,0.792647237358169,0.211,0.091,0.111764808073652
"TTC3",0.00000440872356216584,0.496730657602674,0.439,0.25,0.112329867640423
"MRPS31",0.00000441871276467534,0.419054766054076,0.234,0.104,0.112584382531163
"CMAS",0.00000451611660428899,0.612003102033317,0.275,0.132,0.115066134960679
"RPS28",0.00000451758437851565,-0.280314776485235,1,0.996,0.1151035323802
"NUPL2",0.00000461250132505797,0.775175591575266,0.146,0.052,0.117521921261152
"SLC39A3",0.0000046225550861661,0.560467171534268,0.205,0.085,0.117778081040426
"IDH3B",0.00000463120443726446,0.44020812769452,0.357,0.185,0.117998457857061
"CIDEB",0.00000469348204923558,0.687701977178599,0.181,0.072,0.119585229132473
"PEX16",0.00000475304883230695,0.571639634105589,0.211,0.089,0.121102931198349
"MRPS5",0.0000048590736253345,0.517923982153855,0.287,0.139,0.123804336899898
"TNFAIP3",0.00000489550201820424,-1.48302262553307,0.409,0.526,0.124732495921826
"MCUR1",0.00000489909396490952,0.397730483800921,0.275,0.13,0.12482401513193
"ATG4C",0.00000491378755032383,0.974454048528029,0.135,0.046,0.125198392994701
"UFC1",0.00000494363212627872,0.283112164577589,0.538,0.308,0.125958802945456
"LINC00969",0.00000495767482272663,0.437106682308884,0.257,0.119,0.126316596808252
"RPL34",0.00000500599515874719,-0.28049902421104,1,0.998,0.12754775064972
"EXOSC4",0.00000501779506759417,0.36991188449726,0.316,0.159,0.127848400527232
"PSMD3",0.00000513838924562774,0.557741991687781,0.246,0.112,0.130921019589349
"HOXB5",0.00000517959839366212,1.43160190789658,0.135,0.047,0.131970987472117
"TDP2",0.00000522039079899087,0.436754930730225,0.251,0.115,0.133010337167488
"ATP5G3",0.00000524037106669371,0.399942229901928,0.737,0.499,0.133519414408289
"UQCRB",0.00000528348856941133,0.271791323647814,0.982,0.842,0.134618005260031
"ISCA2",0.00000529789620088592,0.888411827619224,0.251,0.121,0.134985097302372
"SRPK2",0.00000529962422104829,0.44659087256366,0.275,0.132,0.135029125528089
"HMGB1",0.00000531009005380215,0.257537283308269,0.971,0.849,0.135295784480825
"ATP6V0B",0.00000532206039360182,0.345628769509832,0.655,0.414,0.135600776768581
"NAPRT",0.0000055040630826426,0.534781019234136,0.31,0.157,0.140238023282651
"DYNLRB1",0.00000555930137745236,0.273667070471116,0.719,0.459,0.141645439796109
"GPN3",0.00000562627682951222,0.673358587378324,0.211,0.091,0.143351907339142
"TRIP6",0.00000566018217641259,0.758215170982256,0.117,0.037,0.144215781672816
"MED23",0.00000573167104675935,0.722013695244192,0.146,0.053,0.146037246600382
"DHRS1",0.0000058998041063295,0.735592335751302,0.222,0.099,0.150321108825169
"DUSP5",0.00000590422237851719,-1.134456318326,0.491,0.566,0.15043368198224
"ATPAF1",0.00000602423467703648,1.16580903067763,0.129,0.044,0.153491475336213
"CLPP",0.00000602811437409512,0.58298930097914,0.333,0.177,0.153590326137569
"COG3",0.00000604812433940377,0.55457896716871,0.164,0.062,0.154100160043669
"NUDT16L1",0.00000605404808933555,0.75338049644484,0.211,0.091,0.15425109126818
"JOSD2",0.00000605702467437083,0.398912966636115,0.287,0.138,0.154326931678294
"ERP29",0.00000614787053198498,0.417361848076864,0.626,0.397,0.156641593284445
"NAA20",0.00000618235016183471,0.548088552310946,0.363,0.196,0.157520099773387
"PLD3",0.00000623394058276744,0.457389792102456,0.48,0.276,0.158834572108332
"LAMTOR1",0.00000624962492951133,0.284095435613,0.743,0.461,0.159234193579019
"C2CD4B",0.00000645355382024906,-1.92048914980182,0.099,0.247,0.164430097786126
"METTL5",0.00000656719317458131,0.444516653843718,0.304,0.151,0.167325514895157
"PARK7",0.00000667363344560982,0.400935737180957,0.795,0.54,0.170037506560693
"TIMM17B",0.00000671569804372084,0.535334302451393,0.228,0.103,0.171109270455963
"PARP9",0.00000672341539017647,0.421134505801365,0.281,0.135,0.171305900726306
"SNRPC",0.00000682398568005898,0.472374095910097,0.415,0.236,0.173868331142223
"SRP68",0.00000685584151919586,0.751018262987602,0.17,0.067,0.174679986067591
"MRPL43",0.00000693558913087843,0.463310039415752,0.368,0.198,0.176711875465651
"NDUFB7",0.00000701946057744922,0.359533353853595,0.836,0.563,0.178848836052829
"POP4",0.00000705722903230863,0.380828844083881,0.216,0.094,0.179811138514191
"SLC2A4RG",0.00000707120385554414,0.671994382609695,0.146,0.053,0.180167203035409
"LMAN2",0.00000707283871161061,0.438245843937925,0.567,0.357,0.180208857533127
"EIF3L",0.00000724414097804431,0.319481570617712,0.602,0.366,0.184573467979591
"LSM2",0.00000727806058928831,0.341726889576442,0.386,0.204,0.185437705754477
"RNF7",0.00000729077116921262,0.321184162669423,0.474,0.268,0.185761558620368
"SPRYD4",0.00000733102523128467,1.18576045714282,0.111,0.035,0.186787191867902
"EGLN2",0.00000742428748198757,0.364844457813855,0.444,0.251,0.189163420753561
"KEAP1",0.00000747928570612269,0.639659612046797,0.175,0.071,0.1905647205063
"TRAP1",0.00000748984616186426,0.844206424987513,0.164,0.063,0.190833790358139
"NDUFC2",0.0000075063409551123,0.3904520975678,0.76,0.522,0.191254061195306
"MRPL40",0.00000756198659821325,0.263276189735471,0.304,0.15,0.192671856535875
"GHITM",0.00000772819342436676,0.3054374213512,0.614,0.372,0.196906640259441
"UPF3A",0.00000784097497810893,0.375896559663129,0.398,0.217,0.199780201467238
"LPIN2",0.00000796680858059947,0.403170447117846,0.246,0.113,0.202986315825094
"PTGES2",0.00000797832554487197,0.431305638986999,0.164,0.062,0.203279756557793
"TUBA1B",0.00000797958522988445,0.337319103849361,0.918,0.723,0.203311852072226
"CCT8",0.0000080109927597557,0.410060522448458,0.497,0.296,0.204112084525816
"PSMD8",0.00000810189668405551,0.344613772360344,0.573,0.345,0.20642822561305
"TSTA3",0.000008221226373952,0.381088995372074,0.304,0.151,0.209468626781923
"CRAT",0.00000825634958760042,0.750722249761021,0.123,0.041,0.210363531142471
"CTTNBP2",0.0000082691044005404,0.787630797925772,0.216,0.098,0.210688511021369
"AUP1",0.000008415249032291,0.319222783238579,0.474,0.268,0.214412130093742
"SUCLG1",0.00000845936770565484,0.416774692060363,0.386,0.208,0.21553622977238
"PRDM1",0.00000848527011445429,-1.51371026608533,0.263,0.401,0.216196197246181
"EI24",0.00000850016554790688,0.348771658654117,0.497,0.288,0.216575717995119
"MRPL19",0.00000853454702017895,0.476940393146098,0.251,0.118,0.217451723527139
"PLRG1",0.00000856868682923786,0.656884345941913,0.181,0.075,0.218321571722151
"DDX5",0.00000859750650784094,-0.394244246299463,0.965,0.912,0.219055868313279
"TK2",0.00000865138127281445,0.725559989809288,0.199,0.086,0.22042854345004
"PSMB3",0.00000867332064079484,0.331897799781999,0.766,0.518,0.220987536606812
"LSM3",0.00000872811435047157,0.304933421352564,0.69,0.442,0.222383625535665
"SDHAF3",0.00000892872355108971,0.584715408670106,0.181,0.074,0.227494947358215
"TMUB2",0.00000898754175224847,0.909008674076235,0.187,0.079,0.228993576305539
"NT5C",0.00000899983108989888,0.42527222668391,0.17,0.067,0.229306696339534
"NDUFB8",0.00000912343351088541,0.36307454902481,0.778,0.518,0.232455962423849
"MRPL4",0.0000093865592627529,0.447471546884248,0.211,0.091,0.239160143455681
"CDK2AP2",0.0000095619445504397,0.299226021334093,0.398,0.218,0.243628785200653
"MPLKIP",0.0000097093086085563,0.53060248641212,0.339,0.179,0.247383474037406
"SLC39A1",0.0000097678033106201,0.479529836431109,0.322,0.167,0.248873860551289
"C20orf194",0.00000978044098928259,0.732823417266317,0.187,0.079,0.249195855965931
"ZFAND2B",0.0000097868006756658,0.433099716523444,0.222,0.099,0.249357894415289
"NR2F6",0.0000098066103628181,0.929830138624284,0.111,0.035,0.249862625434242
"RPA2",0.00000999260785225597,0.542638537946068,0.228,0.104,0.25460165546763
"COASY",0.0000100271482445583,0.831573382601385,0.181,0.076,0.2554817101231
"MPG",0.0000100324375307134,0.324792406130225,0.316,0.159,0.255616475845046
"DFFA",0.0000100625318671778,0.796654874326711,0.199,0.087,0.256383249443822
"FOXN3",0.0000101029939592637,0.377964579464232,0.298,0.148,0.25741418308808
"IQGAP2",0.0000103370479381895,0.530761480064781,0.345,0.184,0.263377644417131
"C22orf39",0.0000104115713061054,0.565604461778073,0.269,0.132,0.26527642530826
"AP1S1",0.0000104741120771224,0.460513335251128,0.322,0.169,0.266869901613001
"SSNA1",0.0000106058227314678,0.506671498320383,0.351,0.191,0.270225757375069
"P4HTM",0.0000106737070751145,0.819399858414016,0.14,0.051,0.271955382566841
"PINK1",0.0000108429967887139,0.391885159491738,0.374,0.204,0.276268715179641
"NKG7",0.0000109008582909132,-1.31530839985181,0.211,0.361,0.277742968394178
"KIAA1429",0.0000109054746365553,0.751348800688946,0.146,0.054,0.277860588264792
"PSMC2",0.0000109375677720893,0.490484663847972,0.339,0.178,0.278678289265064
"SMARCB1",0.0000111787413732457,0.726822285945191,0.251,0.121,0.284823151448926
"RANBP1",0.000011204043777942,0.302390221840015,0.591,0.361,0.285467831418183
"FAM3A",0.0000112125319459121,0.571217229042139,0.181,0.075,0.285684101449895
"CHD9",0.0000112709531182721,0.436188942914642,0.421,0.244,0.287172614500454
"FAF2",0.0000116197049707203,0.428111002551311,0.158,0.06,0.296058462948983
"COQ10A",0.0000116442623318338,0.762460552337497,0.123,0.042,0.296684159952792
"RPLP0",0.0000116773665950036,0.293806956271082,0.953,0.808,0.297527623474097
"DPM3",0.000011762881660852,0.295244695556947,0.427,0.238,0.299706461836848
"NUCB2",0.0000120023319220595,0.302599641037581,0.678,0.431,0.305807415042155
"SLC38A10",0.0000120945528052384,0.385033835418672,0.228,0.102,0.308157110924668
"NDUFAB1",0.0000121073641935471,0.31237943165068,0.602,0.364,0.308483532287386
"POMGNT1",0.0000121788808376175,0.671299731794709,0.129,0.045,0.310305704861656
"UQCRC1",0.0000126512994562981,0.307532825674011,0.415,0.233,0.322342458847019
"TTC38",0.0000126772688867583,0.805421559004987,0.135,0.048,0.323004133965716
"DDX46",0.0000127081667589596,0.341589348970178,0.415,0.234,0.323791380851532
"SQRDL",0.0000128770927809752,0.597307585939908,0.228,0.105,0.328095446966467
"DNAJC11",0.0000136887910793156,0.806896064867591,0.123,0.042,0.348776707909882
"PFKFB3",0.0000137618255152557,-2.28846860921839,0.111,0.246,0.350637552303199
"THBD",0.0000138581906218338,-1.45780071537273,0.275,0.405,0.353092838853702
"APOLD1",0.0000139135339010813,-1.24200910185872,0.749,0.704,0.354502930265649
"RAB2A",0.000014156175109813,0.315246609968178,0.673,0.431,0.360685185622926
"NDUFA12",0.0000142483504242608,0.342151200798015,0.608,0.389,0.36303372045974
"KIF1B",0.000014264221274632,0.574666022184504,0.181,0.076,0.363438093856349
"FUCA1",0.0000143451081190413,0.325453747332006,0.246,0.115,0.365499009765054
"MRPS15",0.0000143849273793727,0.493395007841353,0.357,0.195,0.366513564699037
"S100A10",0.0000144996795293025,0.345136170108509,0.924,0.804,0.369437334727097
"MYDGF",0.000014506199916278,0.402091967973184,0.725,0.486,0.369603467666848
"S100A16",0.0000147415800918156,0.346311377592623,0.912,0.72,0.375600719159369
"KLHDC2",0.0000150479069011035,0.369146808038095,0.304,0.153,0.383405619933215
"RPS21",0.0000151355044405476,-0.437093407381124,0.959,0.885,0.385637517640713
"CSNK2B",0.0000152960198299291,0.300636190998679,0.585,0.353,0.389727289246764
"FBXO21",0.0000153336975777851,0.583818579847422,0.251,0.123,0.390687280584386
"UQCRQ",0.0000156462266314334,0.296869205511123,0.93,0.74,0.398650208342292
"SLC38A2",0.000015990462391781,-0.806205751752091,0.69,0.691,0.407420991280188
"GPX4",0.0000160183713193382,0.334502465898631,0.901,0.7,0.408132082845419
"MRPS10",0.0000166694726362371,0.279273733491946,0.257,0.121,0.424721493298685
"TCEA1",0.000016736213006167,0.501846289565851,0.404,0.234,0.42642197118413
"FAAP20",0.0000168523368568506,0.377548393417867,0.48,0.286,0.429380690775696
"GSTA4",0.0000171534385814681,0.543819164634521,0.263,0.13,0.437052461617226
"FEM1B",0.0000171856652511511,0.872190755120339,0.181,0.078,0.437873564934079
"BNIP3",0.0000172441630521956,0.415625133308284,0.327,0.175,0.439364030406891
"COPS6",0.0000173714158255482,0.325554447610881,0.526,0.314,0.442606303819143
"TIMP2",0.0000174212534188695,-0.746879360823944,0.649,0.665,0.443876115859377
"AAMDC",0.0000175491583509743,0.324569448506477,0.462,0.268,0.447135005624474
"ZNHIT1",0.0000175589720344383,0.352627751414619,0.737,0.504,0.447385048465452
"CINP",0.0000176556467852328,0.409777166908247,0.269,0.133,0.449848224440946
"NDUFS7",0.0000178244748302213,0.408480302078681,0.579,0.379,0.45414979419921
"BAD",0.0000179119420117339,0.465220751294135,0.38,0.212,0.456378370516969
"ERI3",0.000018473763041353,0.357722693034822,0.222,0.101,0.470693008530633
"ERVK3-1",0.0000185284741267711,-2.49850779600749,0.111,0.243,0.472086992276
"IDH1",0.0000187320427239547,0.401927180220935,0.304,0.157,0.477273716563643
"IFT20",0.0000187461589446295,0.370464141496396,0.316,0.163,0.477633383750216
"SLF2",0.0000187906771702083,0.878728409585786,0.14,0.053,0.478767663619736
"C20orf27",0.0000189375799263633,0.534941655374759,0.187,0.08,0.48251059894381
"CCNDBP1",0.0000189631516076421,0.42470051376746,0.333,0.179,0.483162139811114
"ARID5A",0.0000192800589359604,-1.73265443216144,0.281,0.389,0.491236621629336
"PLOD3",0.0000193236785648053,0.459836163959931,0.216,0.099,0.492348006152673
"CRYZ",0.0000194112507608659,0.713274184926933,0.135,0.05,0.494579258136101
"APOA1BP",0.0000194889137961322,0.455636237428048,0.351,0.192,0.496558034611652
"MPPE1",0.0000196181615840609,0.508364393681631,0.158,0.062,0.499851139000288
"MAML2",0.0000196523422347979,0.7405213423523,0.164,0.067,0.500722027800417
"PSMF1",0.0000197094269214078,0.385856951619531,0.345,0.184,0.50217648853055
"HSD17B12",0.0000198026453691677,0.368963271024521,0.421,0.239,0.504551601361025
"SKA2",0.000019802854440078,0.483037005916682,0.251,0.123,0.504556928278747
"SNRNP25",0.0000199934721103885,0.928945729274138,0.187,0.083,0.509413675900588
"DHX30",0.0000200996299409455,0.432441094761769,0.234,0.109,0.512118471265349
"SUCLA2",0.0000201327245439654,0.872287109084945,0.146,0.057,0.512961688655693
"HCFC1R1",0.0000202279913032512,0.456568452771008,0.257,0.125,0.515388990415537
"HS1BP3",0.000020304635075975,0.606424240102833,0.146,0.056,0.517341797100768
"ATP6V0D1",0.0000203356859700533,0.290987856060802,0.526,0.309,0.518132942830987
"GUSB",0.0000205426307432473,0.408482700109657,0.351,0.193,0.523405688707197
"DALRD3",0.0000207627660400383,0.885977569991598,0.111,0.037,0.529014515934136
"PCID2",0.0000207759987921657,0.665805289329014,0.175,0.074,0.529351673225589
"SMC3",0.0000208822095953108,0.355186698964403,0.327,0.172,0.532057818278924
"FAM173A",0.0000209344031118481,0.335667421397097,0.234,0.107,0.533387656886778
"NKTR",0.0000209837241253046,0.269528476820458,0.52,0.319,0.534644306988635
"RHBDD3",0.0000211575155560504,0.521214722315142,0.158,0.062,0.539072338852608
"LANCL1",0.0000212876309588421,0.921933254867161,0.129,0.047,0.542387549200338
"PTPRK",0.0000214497036848741,0.27496678545243,0.129,0.046,0.546517000186907
"COX14",0.0000216258703811801,0.276017430063338,0.556,0.344,0.551005551442088
"CCDC174",0.0000218337248928215,0.412555349471753,0.246,0.118,0.556301476544198
"FCGRT",0.0000218496439722804,0.34561774009256,0.977,0.891,0.556707078769731
"ACTR10",0.0000220557811589063,0.510009586421972,0.374,0.216,0.561959248147774
"MRPL16",0.0000222580741786338,0.482314313756211,0.216,0.099,0.56711347199741
"SDHA",0.0000223414332746042,0.496899363960904,0.345,0.189,0.56923737840364
"RMDN1",0.0000225272370090457,0.860881985095603,0.158,0.064,0.573971471753476
"APOL1",0.0000225376989831514,0.377524540503055,0.444,0.261,0.574238032391714
"SMIM20",0.0000225468912417256,0.469976362206863,0.193,0.084,0.574472241947925
"CHMP4A",0.0000227254359667479,0.294885399750373,0.439,0.255,0.579021382996769
"RPS19BP1",0.0000234909906371541,0.340212825135797,0.579,0.361,0.59852695044405
"RHOT1",0.0000235858802369239,0.561273673205722,0.14,0.053,0.600944642556585
"SMAD1",0.0000237605554692955,0.58547285376138,0.123,0.043,0.60539519280218
"PRDX5",0.0000239290844985675,0.356652398984976,0.86,0.619,0.609689143939001
"TMEM2",0.0000240142051354654,-1.19878428372357,0.404,0.49,0.611857932646524
"HIBCH",0.0000247387870209751,0.351898823601535,0.538,0.333,0.630319554507424
"MRPL9",0.0000249432625967599,0.416018436824924,0.292,0.151,0.635529387702846
"MCL1",0.0000249595031074157,-0.56103213811906,0.819,0.784,0.635943179673845
"MAN1C1",0.0000250312825719048,-1.55828030409002,0.193,0.325,0.637772048649563
"SSBP1",0.0000254203990084761,0.2789823126953,0.608,0.373,0.647686346336962
"ASB9",0.0000255884994366418,0.7971381277454,0.211,0.099,0.651969377146197
"SCAMP2",0.0000257204845731831,0.392829767360831,0.281,0.143,0.655332226440133
"NARS",0.0000257566124246515,0.553196761841289,0.339,0.189,0.656252727967696
"CSAD",0.0000259609985344773,0.66571629075872,0.146,0.057,0.661460281659948
"SOX7",0.0000260360444570394,-1.78745953992201,0.146,0.284,0.663372376720908
"LSM10",0.000026088762130539,0.476867065360447,0.216,0.099,0.664715570324004
"RPL37A",0.0000261708219720591,-0.272510061751715,1,0.988,0.666806373026094
"NDUFB3",0.000026497832824821,0.384728529533831,0.561,0.356,0.675138282543615
"USP1",0.0000267044805329385,0.47064535499162,0.205,0.092,0.680403459498741
"FAM96A",0.0000268788962196576,0.466192789101564,0.339,0.187,0.684847396780655
