"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GSTA1",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000675721881136647,4.02224479860077,0.789,0.095,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000172167178094806
"APOH",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000053406572579022,3.71057700479441,0.977,0.317,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013607460627409
"RAMP1",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000227170561722348,4.5039512044535,0.515,0.027,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000578807874212369
"PRAP1",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000153858667343712,2.67617118849591,0.901,0.22,0.00000000000000000000000000000000000000000000000000000000000000000000000000000392016498525045
"HPD",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000974811402899945,2.99038194269896,0.661,0.093,0.000000000000000000000000000000000000000000000000000000000000000000000000000248372197344877
"APOE",0.000000000000000000000000000000000000000000000000000000000000000000000000000021938303713037,2.90914572120215,0.994,0.702,0.00000000000000000000000000000000000000000000000000000000000000000000000055896604030447
"DCXR",0.0000000000000000000000000000000000000000000000000000000000000000000000000000771003794408434,2.53115737249733,0.924,0.28,0.00000000000000000000000000000000000000000000000000000000000000000000000196444056777325
"SERPINC1",0.000000000000000000000000000000000000000000000000000000000000000000000000000558932716287957,2.96884059747068,0.667,0.102,0.0000000000000000000000000000000000000000000000000000000000000000000000142410466783009
"TM7SF2",0.000000000000000000000000000000000000000000000000000000000000000000000000103805452962884,3.88052247785839,0.409,0.026,0.00000000000000000000000000000000000000000000000000000000000000000000264485913604132
"TTR",0.000000000000000000000000000000000000000000000000000000000000000000000376332013197554,2.49859611097955,0.982,0.575,0.00000000000000000000000000000000000000000000000000000000000000000958856336426048
"VTN",0.000000000000000000000000000000000000000000000000000000000000000000497199607261117,2.6757481384043,0.947,0.333,0.000000000000000000000000000000000000000000000000000000000000012668148793406
"CES1",0.000000000000000000000000000000000000000000000000000000000000000000954227275738344,2.99962072662099,0.649,0.114,0.0000000000000000000000000000000000000000000000000000000000000243127567585373
"RBP4",0.0000000000000000000000000000000000000000000000000000000000000157951694724781,2.44622596087434,0.959,0.425,0.00000000000000000000000000000000000000000000000000000000040244512298927
"MGST1",0.000000000000000000000000000000000000000000000000000000000000060667480988063,3.08493353707651,0.602,0.106,0.00000000000000000000000000000000000000000000000000000000154574674809486
"TMEM176B",0.000000000000000000000000000000000000000000000000000000000000134655920413717,2.85115864770996,0.614,0.107,0.00000000000000000000000000000000000000000000000000000000343089819622111
"APOA1",0.00000000000000000000000000000000000000000000000000000000000502608388275026,1.93289849587119,0.988,0.707,0.000000000000000000000000000000000000000000000000000000128059591248594
"CYP2E1",0.00000000000000000000000000000000000000000000000000000000000742648815714467,2.37277826989929,0.76,0.183,0.000000000000000000000000000000000000000000000000000000189219491755889
"APOC1",0.0000000000000000000000000000000000000000000000000000000000392016397325703,2.30787592023059,0.994,0.717,0.000000000000000000000000000000000000000000000000000000998818578746159
"BAAT",0.000000000000000000000000000000000000000000000000000000000185466608026498,3.26939825214221,0.421,0.044,0.00000000000000000000000000000000000000000000000000000472550370590713
"SERPINA6",0.0000000000000000000000000000000000000000000000000000000818022340249069,3.04181915536642,0.404,0.042,0.0000000000000000000000000000000000000000000000000020842391207206
"CYP2C9",0.000000000000000000000000000000000000000000000000000000106696136464857,2.66033248301745,0.433,0.049,0.0000000000000000000000000000000000000000000000000027185108609881
"AHSG",0.00000000000000000000000000000000000000000000000000000183564208230796,2.60376819509813,0.766,0.201,0.0000000000000000000000000000000000000000000000000467703246151246
"RPL17",0.0000000000000000000000000000000000000000000000000000021122607818973,-1.98272628071215,0.807,0.93,0.0000000000000000000000000000000000000000000000000538182924619612
"RARRES2",0.0000000000000000000000000000000000000000000000000000390484923627963,2.44986769909017,0.76,0.204,0.000000000000000000000000000000000000000000000000994916536911686
"MTRNR2L8",0.00000000000000000000000000000000000000000000000000139082706940874,4.34669499836525,0.246,0.01,0.0000000000000000000000000000000000000000000000354368829014652
"SULT2A1",0.00000000000000000000000000000000000000000000000000190529447233506,3.23933372009152,0.368,0.038,0.000000000000000000000000000000000000000000000048544997860625
"AZGP1",0.00000000000000000000000000000000000000000000000000220547366681808,2.51265826047168,0.561,0.107,0.0000000000000000000000000000000000000000000000561932635568578
"AMBP",0.0000000000000000000000000000000000000000000000000309097341129927,2.21327033992044,0.942,0.446,0.000000000000000000000000000000000000000000000787549115464941
"HULC",0.0000000000000000000000000000000000000000000000000640626647688713,3.2144713014988,0.339,0.031,0.00000000000000000000000000000000000000000000163225263564607
"GAMT",0.0000000000000000000000000000000000000000000000000866133448632766,2.35822854178354,0.538,0.099,0.00000000000000000000000000000000000000000000220682141377142
"APOA2",0.000000000000000000000000000000000000000000000000177525658599429,2.49091002237488,1,0.731,0.00000000000000000000000000000000000000000000452317625545486
"ANG",0.0000000000000000000000000000000000000000000000019754415524283,2.16680923839032,0.655,0.157,0.0000000000000000000000000000000000000000000503322753143208
"ALB",0.00000000000000000000000000000000000000000000349016882931022,1.84115009086968,1,0.918,0.0000000000000000000000000000000000000000889260116019951
"APOM",0.0000000000000000000000000000000000000000000187302171411119,3.25887910981599,0.38,0.051,0.000000000000000000000000000000000000000477227202538391
"HPX",0.0000000000000000000000000000000000000000000385082468672251,1.90347611010337,0.684,0.171,0.000000000000000000000000000000000000000981151621930029
"CYP2A6",0.0000000000000000000000000000000000000000000880188606653832,3.71705316363874,0.234,0.013,0.0000000000000000000000000000000000000022426325508933
"SDC2",0.000000000000000000000000000000000000000000183833875700528,3.0002414277314,0.357,0.046,0.00000000000000000000000000000000000000468390331897375
"ANGPTL3",0.000000000000000000000000000000000000000000474020330634347,2.90015870828898,0.386,0.055,0.0000000000000000000000000000000000000120775640042325
"ITIH1",0.000000000000000000000000000000000000000000898628762835599,2.14218837988599,0.485,0.091,0.0000000000000000000000000000000000000228961622482882
"G6PC",0.00000000000000000000000000000000000000000109636177445197,2.720534445824,0.287,0.026,0.0000000000000000000000000000000000000279342016512616
"RPL36A",0.0000000000000000000000000000000000000000051660705879303,-1.5067570815215,0.86,0.942,0.000000000000000000000000000000000000131626312509876
"ADH1B",0.0000000000000000000000000000000000000000448746724252388,2.49168457338643,0.48,0.096,0.00000000000000000000000000000000000114336177872266
"CYB5A",0.00000000000000000000000000000000000000248408597951362,1.647743244686,0.86,0.406,0.0000000000000000000000000000000000632920266720276
"APOC3",0.00000000000000000000000000000000000000751076871158538,1.49787026667593,0.982,0.723,0.000000000000000000000000000000000191366876002484
"PPP1R16A",0.0000000000000000000000000000000000000222304683229637,3.08458926384491,0.316,0.041,0.000000000000000000000000000000000566410102400793
"SCD",0.0000000000000000000000000000000000000619457797565803,2.76138950077851,0.327,0.045,0.00000000000000000000000000000000157831652241791
"AQP9",0.000000000000000000000000000000000000163749215532599,2.91538392789985,0.251,0.022,0.00000000000000000000000000000000417216626255509
"PEBP1",0.000000000000000000000000000000000000383230735551492,1.69860812091967,0.871,0.421,0.00000000000000000000000000000000976433591111646
"ADH1A",0.000000000000000000000000000000000000643101575766867,2.66351057486479,0.275,0.03,0.000000000000000000000000000000016385585048964
"KNG1",0.00000000000000000000000000000000000109298427401557,2.08778902359556,0.561,0.144,0.0000000000000000000000000000000278481463176427
"GGH",0.00000000000000000000000000000000000763783763859641,2.86613786277278,0.316,0.045,0.000000000000000000000000000000194604465193798
"GATM",0.0000000000000000000000000000000000115472826696173,2.67041381074151,0.409,0.081,0.000000000000000000000000000000294213215139179
"FXYD1",0.0000000000000000000000000000000000124723834958456,2.21315206773773,0.38,0.066,0.000000000000000000000000000000317783859090651
"LGALS4",0.000000000000000000000000000000000247230656635936,3.31899589945264,0.234,0.022,0.00000000000000000000000000000629918990042702
"AKR7A3",0.000000000000000000000000000000000292973668342722,3.37580706517272,0.193,0.012,0.0000000000000000000000000000074646760957042
"ADH1C",0.000000000000000000000000000000000461896270483929,2.77392677252,0.298,0.041,0.00000000000000000000000000001176865507566
"APOB",0.000000000000000000000000000000000484921858057926,2.4044549554852,0.456,0.104,0.0000000000000000000000000000123553240214579
"FTCD",0.000000000000000000000000000000000607067767848249,2.11185096665139,0.345,0.056,0.0000000000000000000000000000154674796570055
"MTRNR2L12",0.000000000000000000000000000000000939371295300215,3.08640263594765,0.222,0.019,0.0000000000000000000000000000239342412329542
"FGA",0.00000000000000000000000000000000183775151053501,1.83273011949473,0.661,0.217,0.0000000000000000000000000000468240707369216
"A1BG",0.00000000000000000000000000000000449530061751926,1.80116260080186,0.637,0.204,0.000000000000000000000000000114535764433773
"ALDH1L1",0.00000000000000000000000000000000801764277755562,2.98595726456859,0.205,0.016,0.00000000000000000000000000020428152032934
"TF",0.0000000000000000000000000000000119985654287701,2.25525082951037,0.614,0.195,0.000000000000000000000000000305711448559633
"DPYS",0.0000000000000000000000000000000211291845025003,3.3804006427717,0.199,0.015,0.000000000000000000000000000538350491939205
"EBP",0.0000000000000000000000000000000225046460772251,2.38241228745912,0.433,0.103,0.000000000000000000000000000573395877401619
"UGT2B4",0.0000000000000000000000000000000344084395496331,2.87597844180757,0.234,0.024,0.000000000000000000000000000876692631285103
"CYP3A5",0.000000000000000000000000000000060865075613899,2.97739861048051,0.251,0.03,0.00000000000000000000000000155078126156653
"F2",0.0000000000000000000000000000000946119336034541,2.06123580773008,0.433,0.098,0.00000000000000000000000000241061745628241
"GC",0.000000000000000000000000000000618225352421132,1.84876142281905,0.637,0.208,0.000000000000000000000000015751763754338
"AMN",0.000000000000000000000000000000653184274765412,3.24296529752873,0.146,0.006,0.0000000000000000000000000166424821367479
"FGG",0.00000000000000000000000000000123695940065197,1.26677390611413,0.702,0.232,0.0000000000000000000000000315164885692117
"FMO5",0.0000000000000000000000000000015924046312546,3.56812598363642,0.17,0.01,0.0000000000000000000000000405728775997358
"CCL16",0.00000000000000000000000000000218791613335536,2.70333252103336,0.222,0.023,0.0000000000000000000000000557459151617613
"CYP17A1",0.00000000000000000000000000000263650589793515,4.81771918883901,0.117,0.002,0.0000000000000000000000000671755337734897
"PON1",0.00000000000000000000000000000450466537835164,2.14018122142894,0.275,0.038,0.000000000000000000000000114774369175021
"ACOX2",0.00000000000000000000000000000656863468371779,4.02516539631977,0.146,0.006,0.000000000000000000000000167362243106445
"SLC22A7",0.00000000000000000000000000000669927991722398,2.80644831342774,0.199,0.018,0.00000000000000000000000017069095301095
"TM4SF4",0.00000000000000000000000000000783722463333357,2.87607872786879,0.31,0.054,0.000000000000000000000000199684646432706
"NBEAL1",0.0000000000000000000000000000182821318065178,-2.02488075278875,0.579,0.796,0.000000000000000000000000465810436298267
"CYP8B1",0.0000000000000000000000000000189275844027785,2.74725632024197,0.187,0.015,0.000000000000000000000000482255922998392
"PAH",0.0000000000000000000000000000196546638343669,2.1494676960003,0.275,0.04,0.000000000000000000000000500781179835833
"APOC2",0.0000000000000000000000000000455269568922863,3.69778031331052,0.257,0.036,0.00000000000000000000000115998133465856
"CDO1",0.0000000000000000000000000000490769095341213,2.42461390285573,0.199,0.018,0.00000000000000000000000125043057801988
"HP",0.0000000000000000000000000000542352864544725,1.47974340663171,0.854,0.422,0.00000000000000000000000138186086357351
"NDUFA4L2",0.0000000000000000000000000000786269267842071,3.77948317886578,0.129,0.004,0.00000000000000000000000200333546753481
"UGT2B15",0.00000000000000000000000000011457069978701,3.26335807229581,0.199,0.019,0.00000000000000000000000291914685987322
"GABARAP",0.000000000000000000000000000169592349999785,-2.18841360119782,0.304,0.689,0.00000000000000000000000432104348564452
"AGT",0.000000000000000000000000000978431914916276,2.5281090345283,0.398,0.096,0.0000000000000000000000249294667601518
"DIO1",0.00000000000000000000000000116603066591204,4.29167355309144,0.129,0.005,0.0000000000000000000000297092953367729
"SLC39A5",0.00000000000000000000000000160143052722618,3.29654306410975,0.129,0.005,0.0000000000000000000000408028484031959
"AGXT",0.00000000000000000000000000712015200812839,1.80950485136277,0.538,0.172,0.000000000000000000000181414353015103
"AKR1C2",0.00000000000000000000000000739111520073029,3.33729757766786,0.211,0.025,0.000000000000000000000188318224199407
"MST1",0.00000000000000000000000000801287521563346,2.01086870632625,0.205,0.022,0.000000000000000000000204160047619125
"IGLC7",0.00000000000000000000000000858493461115354,3.5338111172639,0.135,0.006,0.000000000000000000000218735548957581
"SERPINF1",0.00000000000000000000000000894734921130462,2.16583900024801,0.287,0.05,0.00000000000000000000022796951055483
"GLYAT",0.00000000000000000000000000950563464550965,3.47433959467981,0.135,0.006,0.00000000000000000000024219406513294
"APOA5",0.0000000000000000000000000145900417006407,1.58283814922175,0.368,0.08,0.000000000000000000000371739672490625
"HPR",0.0000000000000000000000000353188984198765,2.78210536633476,0.216,0.027,0.000000000000000000000899890212840032
"FN1",0.0000000000000000000000000369907726799385,2.02864248615025,0.433,0.119,0.000000000000000000000942487897112154
"SERPINA4",0.0000000000000000000000000435768628488002,2.04714103013818,0.216,0.026,0.00000000000000000000111029488852458
"TMEM176A",0.0000000000000000000000000490721857709043,2.11421551001172,0.439,0.119,0.00000000000000000000125031022125687
"RP11-119D9.1",0.0000000000000000000000000724802945573875,4.33539298987502,0.117,0.004,0.00000000000000000000184672542502768
"CYP3A4",0.000000000000000000000000110337441656276,2.58933733687945,0.228,0.032,0.00000000000000000000281128767596025
"SLC27A5",0.00000000000000000000000016661637590793,2.21035085746979,0.333,0.073,0.00000000000000000000424521864175815
"TMEM205",0.00000000000000000000000024433610189305,1.28837139380258,0.649,0.25,0.00000000000000000000622543954013301
"C5",0.000000000000000000000000524321963174613,2.45762369841293,0.181,0.018,0.000000000000000000013359199299726
"SPP2",0.00000000000000000000000053734768678035,2.30615929654266,0.187,0.02,0.0000000000000000000136910817114765
"ECHDC3",0.00000000000000000000000103770567202588,3.1226144417607,0.146,0.01,0.0000000000000000000264397028175475
"ADH6",0.00000000000000000000000106090488012208,3.08196127459155,0.146,0.01,0.0000000000000000000270307954406304
"STARD10",0.00000000000000000000000129262829773574,1.56901008090976,0.327,0.069,0.000000000000000000032934876398009
"ACSM2B",0.00000000000000000000000130278298984692,2.20028215790674,0.257,0.043,0.0000000000000000000331936077983096
"ALDH2",0.00000000000000000000000137550009359725,1.51858413372277,0.556,0.198,0.0000000000000000000350463668847643
"ORM1",0.00000000000000000000000409509104384638,1.15490577667054,0.749,0.313,0.000000000000000000104338824706162
"HGD",0.00000000000000000000000482301757201927,2.55637920664235,0.193,0.023,0.000000000000000000122885664717479
"FTH1",0.00000000000000000000000577041299227536,0.465735806402767,1,0.978,0.000000000000000000147024352630184
"FUOM",0.00000000000000000000000673808615985838,1.73407797026019,0.409,0.115,0.000000000000000000171679697267032
"PPP1R1A",0.00000000000000000000000999316784709115,3.45429435873032,0.123,0.006,0.000000000000000000254615923576035
"SEC14L2",0.000000000000000000000015236480640856,2.62799699449645,0.152,0.013,0.000000000000000000388210290248369
"ASPDH",0.0000000000000000000000166627726785042,2.40748879082868,0.158,0.014,0.000000000000000000424550785075609
"SLC2A2",0.0000000000000000000000239856357117455,2.71574804094214,0.175,0.019,0.000000000000000000611130012299565
"DNPH1",0.0000000000000000000000409707009571258,1.53422937019575,0.509,0.179,0.00000000000000000104389248968661
"PROC",0.0000000000000000000000440727590328649,2.3703356360311,0.216,0.032,0.00000000000000000112292982739837
"C3",0.0000000000000000000000443714385077348,1.37494492423667,0.661,0.265,0.00000000000000000113053988173857
"IGKC",0.000000000000000000000052125328335844,-1.41418881805992,0.784,0.82,0.00000000000000000132810124066897
"HSD17B6",0.0000000000000000000000573585160733027,2.00689976405461,0.368,0.098,0.00000000000000000146143763103168
"RDH16",0.0000000000000000000000640276838147031,1.90253205259919,0.222,0.034,0.00000000000000000163136135591482
"ORM2",0.0000000000000000000000811642850515374,1.31568689145525,0.439,0.126,0.00000000000000000206798481882812
"CYP4F2",0.000000000000000000000126361499043264,2.2550896571782,0.105,0.004,0.00000000000000000321956463412331
"UPB1",0.000000000000000000000194414779177474,2.48087070720502,0.14,0.011,0.00000000000000000495349415866287
"IGHG3",0.000000000000000000000198140588937631,-3.36298213218746,0.158,0.523,0.00000000000000000504842406554191
"FMO3",0.000000000000000000000350123208843904,2.83305173056752,0.164,0.018,0.00000000000000000892078923813382
"SLC10A1",0.000000000000000000000378812212942741,2.13038009464193,0.146,0.013,0.00000000000000000965175637356809
"TMEM56",0.000000000000000000000583496858261816,2.56950195839951,0.164,0.018,0.0000000000000000148669164516528
"MASP2",0.000000000000000000000600068595305814,2.01118632941854,0.269,0.054,0.0000000000000000152891477397968
"ITIH2",0.000000000000000000000646509573119999,2.61749523818249,0.246,0.046,0.0000000000000000164724174135245
"HIST1H2AC",0.000000000000000000000723876196089893,1.71035043007648,0.287,0.061,0.0000000000000000184436416001744
"REEP6",0.00000000000000000000111373934734233,1.93848274223155,0.193,0.026,0.0000000000000000283769648309352
"MLXIPL",0.00000000000000000000129934502109954,2.28915802336163,0.187,0.025,0.0000000000000000331060117925952
"RBP5",0.00000000000000000000133718207263964,1.64983830153971,0.222,0.036,0.0000000000000000340700620287853
"PDZK1",0.00000000000000000000143173904967953,4.05384694042672,0.105,0.005,0.0000000000000000364792792467847
"CDHR5",0.00000000000000000000145598521262418,2.24796185070233,0.181,0.023,0.0000000000000000370970472324515
"ALDH5A1",0.00000000000000000000169527058769218,2.81018822086408,0.158,0.017,0.000000000000000043193799303809
"SLC27A2",0.00000000000000000000199441818937233,2.77021955442521,0.129,0.01,0.0000000000000000508157810470177
"CYP4F3",0.00000000000000000000249116192166284,2.17155347810048,0.152,0.015,0.0000000000000000634723146020476
"CYP27A1",0.0000000000000000000025678434562749,1.88836632823581,0.31,0.075,0.0000000000000000654260834224282
"LINC01485",0.00000000000000000000286468314162586,3.24354376023512,0.135,0.011,0.0000000000000000729892617654854
"OSGIN1",0.00000000000000000000492645663676531,2.32770806195416,0.216,0.036,0.000000000000000125521188648143
"TDO2",0.0000000000000000000063287815999962,1.81589115730715,0.257,0.051,0.000000000000000161251026386303
"TTC36",0.00000000000000000000717730148820871,2.07658743544845,0.193,0.028,0.00000000000000018287046461807
"GJB1",0.00000000000000000000744578141228957,2.65520088437284,0.146,0.014,0.000000000000000189711064603726
"SLC51A",0.00000000000000000000752236646045292,3.12161926831539,0.111,0.006,0.00000000000000019166237504588
"CES2",0.00000000000000000000936597030817921,1.6582140374596,0.345,0.091,0.000000000000000238635557482098
"C8B",0.0000000000000000000119494947801364,1.98228982251819,0.17,0.021,0.000000000000000304461177503095
"EPHX1",0.0000000000000000000200954760450918,1.53676756516905,0.696,0.339,0.000000000000000512012634152894
"ASGR1",0.0000000000000000000248172005587136,1.69925219430254,0.357,0.1,0.000000000000000632317453035465
"QPRT",0.0000000000000000000417405131257058,2.31297120885168,0.216,0.038,0.00000000000000106350653392986
"SLC22A1",0.0000000000000000000540509744556171,2.13345148270515,0.175,0.024,0.00000000000000137716477815467
"AADAC",0.0000000000000000000574146555369714,1.98801568990351,0.222,0.04,0.00000000000000146286800842649
"CBR1",0.0000000000000000000699317560707956,1.64989569570162,0.386,0.118,0.0000000000000017817912129278
"JUND",0.0000000000000000000716144679224255,-1.36237991035318,0.819,0.843,0.00000000000000182466502819548
"FGB",0.0000000000000000000949432064768338,0.905462136545824,0.731,0.327,0.00000000000000241905795782325
"DDT",0.000000000000000000124825663876209,1.12154391950556,0.795,0.439,0.00000000000000318043308990194
"PCYT2",0.000000000000000000148754661456742,1.90880205109185,0.228,0.043,0.00000000000000379012001925633
"C6",0.000000000000000000195928909291106,2.22719539623446,0.117,0.009,0.0000000000000049920726798281
"FASN",0.000000000000000000316874322627264,1.9058014554362,0.199,0.033,0.00000000000000807364086622005
"SDS",0.000000000000000000382967302869248,1.97877554071697,0.257,0.057,0.00000000000000975762390980557
"BCHE",0.000000000000000000493544239906081,2.59593663618306,0.17,0.024,0.000000000000012575013688567
"HAO1",0.000000000000000000540047677820677,2.24622699332527,0.158,0.02,0.000000000000013759874783193
"SQLE",0.000000000000000000628085451122573,1.96244992256184,0.234,0.047,0.000000000000016002989209152
"ACSM2A",0.000000000000000000885310796469132,2.45559407254329,0.164,0.022,0.000000000000022556833783237
"GNMT",0.000000000000000000889116779951913,2.10066213335382,0.205,0.036,0.0000000000000226538064363948
"ADI1",0.00000000000000000100091936181227,1.16417974346875,0.696,0.337,0.0000000000000255024244196148
"SLCO1B1",0.00000000000000000134373581765135,2.16488942446603,0.117,0.01,0.0000000000000342370448979388
"GPX2",0.00000000000000000224252634857367,1.62669000891857,0.193,0.032,0.0000000000000571373288353085
"AC090498.1",0.00000000000000000322761257689369,-1.42593892276461,0.778,0.786,0.0000000000000822363408466744
"CLEC3B",0.00000000000000000331409206339555,-2.51219026324753,0.251,0.541,0.0000000000000844397516832553
"MGLL",0.00000000000000000379806087960438,1.7661678585338,0.164,0.023,0.0000000000000967707931514401
"AKR1C1",0.000000000000000005772622417765,1.96614997073613,0.216,0.042,0.000000000000147080646582234
"C1S",0.00000000000000000648657682087399,1.39482375055533,0.368,0.114,0.000000000000165271490819048
"PTGR1",0.0000000000000000145672147198376,1.49391329031818,0.333,0.099,0.000000000000371158063846742
"PCBD1",0.0000000000000000155791398192454,1.72874893954554,0.322,0.094,0.000000000000396940903454553
"MT2A",0.0000000000000000180887101701171,-1.64227049198856,0.953,0.954,0.000000000000460882246424413
"C14orf1",0.0000000000000000207123534004957,1.56149508636244,0.322,0.092,0.00000000000052773005229123
"EVA1A",0.0000000000000000245947204921051,2.69383644213978,0.111,0.01,0.000000000000626648883418347
"HLF",0.000000000000000031069411881515,2.74959469345825,0.135,0.016,0.00000000000079161754532912
"SORBS2",0.0000000000000000335585648608863,1.35267858600853,0.222,0.046,0.000000000000855038674090523
"HAGH",0.0000000000000000358505789338873,1.24845731609604,0.439,0.159,0.000000000000913436900656515
"SHMT1",0.0000000000000000379103263140986,2.65883135934302,0.129,0.014,0.000000000000965917204156918
"HLA-DQB1",0.0000000000000000457246083656566,0.903599554919176,0.684,0.329,0.00000000000116501729654857
"ARG1",0.0000000000000000479677625410358,2.19708136103738,0.175,0.03,0.00000000000122217062178305
"PLVAP",0.0000000000000000544605495196715,1.28951499390564,0.421,0.147,0.00000000000138760034121171
"PXMP2",0.0000000000000000604995039193862,1.56602548963821,0.368,0.123,0.00000000000154146686036204
"MYO1B",0.0000000000000000729311819444474,2.23706051453883,0.146,0.02,0.00000000000185821358476258
"ITIH3",0.0000000000000000753770838125958,1.52192774040838,0.24,0.054,0.00000000000192053271846113
"CLU",0.0000000000000000796084374708072,0.950661424972727,0.772,0.384,0.0000000000020283433783187
"MMAB",0.0000000000000000984297699004195,1.20184742486817,0.31,0.086,0.00000000000250789210729279
"BPHL",0.0000000000000000987736466094368,2.040672141158,0.187,0.034,0.00000000000251665374196184
"MRPL12",0.000000000000000107793792952102,1.20497119975544,0.444,0.167,0.0000000000027464780506266
"C4BPA",0.000000000000000123390772972825,1.35804457336595,0.257,0.062,0.00000000000314387350457461
"HNF4A",0.000000000000000137160128413151,2.93098579018713,0.117,0.012,0.00000000000349470291183868
"C4BPB",0.000000000000000138800070375546,1.21949736438033,0.211,0.042,0.00000000000353648699309853
"GLYCTK",0.00000000000000013927359204942,1.89937678396723,0.193,0.037,0.00000000000354855185182716
"GCHFR",0.000000000000000151791035804333,1.378837538888,0.222,0.048,0.00000000000386748380125861
"ABCC3",0.000000000000000152933113627532,1.66248298636355,0.111,0.01,0.00000000000389658280211588
"SORD",0.000000000000000550771029943614,1.53517583988433,0.222,0.05,0.0000000000140330950719333
"TFR2",0.000000000000000589646430934982,1.6009270620423,0.17,0.029,0.0000000000150236014137924
"HRSP12",0.000000000000000666201546110524,1.26811691754719,0.38,0.129,0.00000000001697414919335
"TMEM97",0.000000000000000682069976361343,2.17394626187268,0.158,0.026,0.0000000000173784609277107
"PIPOX",0.000000000000000820688266832187,1.90589107146282,0.117,0.013,0.0000000000209103163506173
"CYC1",0.000000000000000896021084306186,0.999896391668585,0.55,0.244,0.0000000000228297212070373
"RPS29",0.00000000000000103980880230373,-0.437019155553623,1,0.995,0.0000000000264932884738966
"TRIM47",0.00000000000000104941179044114,1.43882141836937,0.211,0.045,0.0000000000267379630086497
"C2",0.00000000000000113816278782802,1.46719071325792,0.415,0.159,0.0000000000289992496710702
"SERPINA5",0.00000000000000151808465802231,1.70865381377059,0.175,0.032,0.0000000000386792790017505
"MRPS18B",0.00000000000000196023581549125,0.892318160003724,0.497,0.198,0.0000000000499448483429016
"CHCHD10",0.00000000000000200275292243047,1.07905312488374,0.637,0.321,0.000000000051028141710606
"ECH1",0.00000000000000204228539982492,0.939477560127726,0.673,0.353,0.0000000000520353897021391
"ETNK2",0.00000000000000252959075519347,2.26590216027575,0.105,0.01,0.0000000000644514428515743
"PGM1",0.00000000000000268948881988709,1.54169341039815,0.17,0.03,0.0000000000685254856419032
"TST",0.00000000000000275118076880801,1.49540083999136,0.251,0.065,0.0000000000700973348084594
"MSMO1",0.00000000000000316642744412677,1.53865340722495,0.246,0.063,0.000000000080677404848906
"ECHS1",0.00000000000000348761695138311,0.993082580564244,0.591,0.29,0.0000000000888609923042903
"F10",0.00000000000000384414228047227,1.87862182655504,0.152,0.025,0.000000000097944901164153
"TTC39C",0.00000000000000435573110581809,1.44522951368727,0.175,0.033,0.000000000110979672845139
"CUTA",0.00000000000000438783239909908,0.828606770663997,0.842,0.514,0.000000000111797581696645
"TAT",0.00000000000000463152278597746,1.54411527372811,0.298,0.09,0.00000000011800656906392
"STRA13",0.00000000000000466190362453897,1.1235385313271,0.398,0.144,0.000000000118780642449628
"PHYH",0.00000000000000641655638675597,1.21944290582766,0.392,0.144,0.000000000163487440178155
"FABP1",0.00000000000000715550280461423,1.23352153887213,0.596,0.269,0.000000000182315055958766
"KLC4",0.00000000000000897659909969384,1.59138935642648,0.146,0.023,0.000000000228714768461099
"ADH5",0.000000000000010775323072968,0.92392196481065,0.427,0.159,0.000000000274544456576152
"SMIM19",0.0000000000000109181806221982,0.959226676650978,0.48,0.196,0.000000000278184324072988
"CFHR3",0.0000000000000119414502039492,1.13223319939699,0.187,0.038,0.000000000304256209746422
"HSD17B13",0.0000000000000126956081148553,1.80532118538858,0.117,0.014,0.000000000323471399158398
"MPC2",0.0000000000000135396104807924,1.12909809569915,0.509,0.225,0.000000000344975735440109
"SOD1",0.0000000000000159422981683002,0.676861891358572,0.971,0.725,0.000000000406193815030121
"KRT8",0.0000000000000176342226683255,1.53656539029217,0.31,0.101,0.000000000449302359366265
"CP",0.0000000000000201612169219885,2.36795598511484,0.187,0.04,0.000000000513687645955344
"GPT",0.0000000000000202640245708662,1.25664961378212,0.17,0.032,0.000000000516307082041099
"GPAA1",0.0000000000000203387885627581,1.02066713530249,0.351,0.119,0.000000000518211993790512
"FABP4",0.00000000000002387842878362,2.75777084032715,0.199,0.046,0.000000000608398486977854
"C8A",0.0000000000000251500048259642,1.82748348629167,0.129,0.018,0.000000000640796972960742
"SERPIND1",0.0000000000000272378355276333,2.31964279485653,0.175,0.036,0.000000000693992811408568
"CISD3",0.0000000000000294591169596473,1.11568345097473,0.462,0.196,0.000000000750588841014854
"GRHPR",0.0000000000000341651879615557,0.932086021518104,0.532,0.239,0.000000000870494824072478
"COL15A1",0.0000000000000354729020993915,1.84083264455999,0.117,0.015,0.000000000903814072590396
"EEF1G",0.0000000000000500579833569249,-2.78387624842218,0.152,0.42,0.00000000127542735795109
"HLA-C",0.0000000000000544731793379559,0.465488722565994,1,0.978,0.00000000138792213635178
"IGHG1",0.0000000000000583657003752376,-2.4397723700889,0.164,0.441,0.00000000148709967986068
