UniqueCount	AmbigCount
0	12
0	0
42	301
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	11
0	8
0	0
0	0
0	0
1	15
0	10
0	0
0	1
4	0
0	0
1	12
0	0
0	0
0	1
0	0
0	2
0	0
32	236
0	0
2	112
1	117
0	109
0	95
0	86
5	10
0	1
0	28
0	1
0	0
0	1
0	0
0	0
0	0
0	2
0	0
0	0
0	4
2	4
0	2
0	2
0	8
4	20
0	1
0	20
0	17
0	12
0	5
0	24
0	15
0	0
0	16
0	15
1	1
0	1
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	2
0	0
4	325
94	7256
341	11786
0	2
2	61
0	0
2472	2219
3	109
0	0
0	0
0	0
0	4
0	2
0	2
0	2
110	108
0	0
0	0
0	0
1	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	2
0	2
0	4
0	1
0	1
0	1
0	1
0	0
0	0
1	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
1	0
0	3
0	3
0	0
0	3
9	0
0	0
0	149
1	167
71	363
20	115
1	446
7	28
0	275
0	370
15	25
0	183
0	373
2	210
0	299
1	12
0	162
0	161
0	23
0	170
0	205
0	205
0	171
0	21
0	113
0	127
0	153
1	202
0	233
0	235
0	262
0	164
0	155
0	157
0	174
1	30
2	178
0	246
0	152
2	30
0	2
0	69
0	21
0	126
4	5
0	1
2	1
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	119
0	118
0	0
0	115
0	7
0	10
0	14
0	6
0	13
0	115
0	13
0	1
0	8
2	0
0	2
375	1993
1	650
25	1791
0	0
42	539
6	31
177	46
33	13
23	33
10	3
16	56
1	45
3	45
0	2
0	10
0	9
0	9
0	9
0	0
9	0
57	234
35	208
47	194
2	104
0	990
0	627
0	0
0	0
969	990
5	27873
2	25667
0	23741
0	25947
0	722
4	974
3	281
1	18
8	434
125	5995
0	171
0	29
0	29
1	12
2	36
0	28
0	27
3	34
0	34
1	0
0	0
2	19
0	15
0	0
2	199
3	215
1	262
0	253
28	158
0	212
3	211
0	27
3	137
0	94
0	81
2	83
0	38
4	12
0	13
0	18
0	8
2	12
0	2
0	0
0	0
0	0
0	0
0	0
0	0
