UniqueCount	AmbigCount
0	5
0	0
36	197
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	20
0	15
0	0
0	0
0	0
2	16
2	32
0	0
0	1
14	5
0	5
10	32
0	0
0	0
0	1
0	1
0	2
0	0
33	255
0	0
2	83
0	83
0	81
0	70
0	69
2	4
0	0
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
9	1
3	5
0	1
0	0
0	11
12	32
0	2
0	7
0	6
0	4
2	2
0	11
0	7
1	4
0	6
0	9
7	0
0	0
0	1
0	2
0	5
0	2
0	2
0	0
1	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	1
0	0
8	312
75	6972
270	9840
0	0
499	2799
0	1
2504	2163
2	90
0	0
0	0
0	0
0	1
0	1
0	0
0	7
141	159
0	0
0	0
0	8
0	6
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	1
1	2
0	0
0	0
0	1
2	3
14	5
0	2
0	159
0	183
85	400
18	101
2	465
9	20
0	320
0	403
5	18
0	191
0	402
0	219
0	347
0	9
0	179
1	159
0	18
0	180
0	211
0	214
0	184
1	22
2	106
1	116
0	141
1	220
0	277
0	277
0	309
0	174
0	168
0	172
0	187
1	29
0	194
0	291
1	161
0	29
0	0
0	72
0	23
0	116
0	6
0	0
0	0
0	2
0	0
0	2
0	0
0	0
0	0
1	0
0	0
11	0
0	0
0	0
0	216
0	212
0	2
2	195
0	45
0	55
0	56
0	33
0	48
0	191
1	40
0	0
0	22
1	3
0	9
557	2669
5	852
29	2431
0	0
44	595
12	48
246	49
27	10
11	39
9	1
8	39
3	24
4	29
0	0
0	2
0	12
0	11
0	11
0	0
29	0
107	369
85	329
94	309
6	171
0	589
1	381
0	0
0	0
580	589
3	9366
0	8648
0	7987
0	8705
0	224
3	332
2	95
0	11
3	161
79	1970
3	66
0	34
0	34
0	19
2	36
1	33
0	33
4	36
0	36
2	0
0	0
1	21
0	21
0	0
0	210
1	192
1	258
0	231
33	168
0	204
1	219
0	19
0	138
0	95
0	69
0	72
2	34
2	18
0	7
0	20
0	8
3	10
0	4
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	2
4	102
0	170
0	111
0	170
0	91
0	173
2	40
0	108
0	39
3	39
1	51
0	169
6	100
0	16
131	7087
19	6299
3	5372
40	2950
6	2387
0	1288
0	1341
1644	0
0	5
0	1
9	4
0	1
3	0
4	0
2	2692
62	3095
0	2704
27	1596
9	1569
3	1374
1	1331
8	249
0	1164
17	916
0	158
0	146
0	394
0	312
2	386
0	27
3	102
0	111
2	314
33	6
0	0
0	0
1	45
0	33
2	44
0	44
0	0
0	44
0	0
1	5
25	769
37	843
15	590
0	502
1	6
0	0
1	46
2	83
1	6
41	122
0	59
25	23
0	31
0	0
42	199
4	36
6	12
0	102
0	6
8	98
0	105
10	986
0	1656
0	1651
0	1275
4	188
0	1360
0	1827
0	1274
70	945
38	409
1	1109
0	1653
0	1299
0	1161
3	1544
0	1538
0	445
3	169
9	113
0	1146
0	186
0	0
0	274
0	249
0	125
1	203
0	476
0	15
1	88
1	551
7	232
2	173
1	375
1	325
0	329
0	10
8	5
0	119
6	0
0	449
0	162
4	92
2	209
1	216
0	134
0	115
1	43
1	112
0	4
0	18
0	6
47	344
837	416
0	80
21	0
35	1962
96	1867
0	277
0	453
9	100
0	34
0	0
10	91
0	144
1	262
1	362
0	246
1	315
0	57
0	41
1	66
1	5
0	3
34	1251
7	1196
286	1188
110	1241
21	98
3	58
0	0
0	1345
36	1804
9	1373
2	1020
27	2736
0	1733
2	2147
0	2211
0	664
3	1043
0	159
2	164
0	150
4	221
0	672
20	40
3	167
0	14
0	49
2	376
16	374
8	406
0	433
0	386
0	416
0	337
0	337
0	339
0	15
0	342
0	367
0	380
1	167
522	953
0	416
17	668
12	33
1	443
0	0
1	85
72	3
0	10
0	4
0	4
0	9
0	1
0	0
1	0
1	0
1	0
0	0
0	0
0	241
12	1480
484	1719
1	16
5	26
0	0
0	0
43	1183
0	779
72	1066
2	135
39	583
28	354
1	3
0	0
1	3
4	2476
23	1837
0	2305
0	1963
6	2248
0	18
0	226
0	453
37	0
2	0
1036	2499
4	1982
1	521
537	136
1	5
18	5
0	0
97	0
1	0
45	0
16	776
4	735
0	833
0	853
0	724
6	802
1	793
6	20
0	43
26	810
10	84
0	632
0	39
1	13
0	129
0	846
0	541
0	75
0	720
0	622
0	20
1	14
8	599
2	61
11	13
0	17
3	72
1	141
0	136
4	131
0	50
0	52
0	0
0	8
3	3
2	7
0	7
0	2
0	5
0	7
0	2
0	1
24	2435
4	2181
0	2120
0	1894
0	1769
0	1696
0	1696
0	1696
0	324
0	8
16	204
16	1870
2	1914
11	710
1	305
9	5
0	1
0	8
65	1498
0	1335
38	1102
1	237
0	986
0	1248
0	855
0	1140
0	1331
0	1035
0	1190
8	9
1	108
0	29
0	2
3	86
0	10
0	5
3	94
2	81
10	84
0	4
0	7
5	7
0	1
142	21
23	181
6	3
13	187
0	0
0	118
0	3
43	2857
0	2614
2	2242
0	1354
1	13
1	535
2	194
0	128
2	429
1	149
2	79
2	266
5	411
9	437
5	434
5	291
0	0
0	8423
29	10410
111	11295
6	9278
0	9606
0	10708
0	9091
0	7962
0	10693
12	9605
0	4538
0	9863
0	10656
0	10526
0	10552
0	10358
0	10171
1	8566
9	9450
0	7753
0	9271
17	9047
0	6486
2	5856
14	1039
1	3174
1	2255
0	938
1	6
6	212
1	0
0	2
0	1
0	0
0	2
2	1
0	0
0	0
0	0
0	0
3	1
1	2
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	45
0	0
0	0
0	0
0	0
0	0
0	45
0	0
0	17
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	45
0	0
0	5
0	45
0	0
11	0
0	0
7	216
1	206
9	393
0	493
4	328
93	272
3	309
0	554
0	433
2	433
5	429
0	123
0	342
