ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0009649,entrainment of circadian clock,3/234,29/18805,0.10344827586206896,8.313439434129089,4.424197793025133,0.0054742146400800175,0.16484511437588878,0.1493195357366084,CRY1/PHLPP1/GNAQ,3
BP,GO:0098901,regulation of cardiac muscle cell action potential,3/234,29/18805,0.10344827586206896,8.313439434129089,4.424197793025133,0.0054742146400800175,0.16484511437588878,0.1493195357366084,CACNA1C/BIN1/FGF13,3
BP,GO:0030100,regulation of endocytosis,10/234,309/18805,0.032362459546925564,2.6007523580339114,3.1847832946835877,0.005495733144832146,0.16484511437588878,0.1493195357366084,EEF2K/RIN3/BIN1/IL2RB/NLGN1/MCTP1/DOCK2/SNAP91/SYNE1/NRG1,10
BP,GO:0032984,protein-containing complex disassembly,9/234,261/18805,0.034482758620689655,2.77114647804303,3.2343605350302846,0.0055429812052087595,0.16484511437588878,0.1493195357366084,ASB2/EEF2K/BMERB1/SPTBN4/ADD2/MICAL3/TOM1/MID1/FGF13,9
BP,GO:0031032,actomyosin structure organization,8/234,215/18805,0.037209302325581395,2.9902603856092225,3.2946162705743567,0.005613022553748681,0.16484511437588878,0.1493195357366084,ARHGEF10L/OBSCN/ITGB1/SORBS1/CGNL1/ARHGEF18/PDGFRA/DLC1,8
BP,GO:0048639,positive regulation of developmental growth,7/234,171/18805,0.04093567251461988,3.28972359674114,3.376319012754566,0.005656321624990082,0.16484511437588878,0.1493195357366084,AKAP6/SPTBN4/PLCB1/SLC6A3/SMURF1/SMO/NRG1,7
BP,GO:0031589,cell-substrate adhesion,11/234,361/18805,0.030470914127423823,2.448741624641902,3.119840470361832,0.00572128982072384,0.16484511437588878,0.1493195357366084,LAMC1/ITGB1/SORBS1/STRC/PRKCE/ITGA9/ST6GAL1/EDIL3/NEDD9/UTRN/DLC1,11
BP,GO:0051146,striated muscle cell differentiation,10/234,311/18805,0.03215434083601286,2.5840272624838536,3.161861370828114,0.005743839894280294,0.16484511437588878,0.1493195357366084,ASB2/OBSCN/ITGB1/ATP11A/AKAP6/PDGFRA/DOCK2/SYNE1/SMO/NRG1,10
BP,GO:0055007,cardiac muscle cell differentiation,6/234,130/18805,0.046153846153846156,3.709072978303748,3.47918466380534,0.005772778458924195,0.16484511437588878,0.1493195357366084,ASB2/ITGB1/AKAP6/PDGFRA/SYNE1/NRG1,6
BP,GO:0010639,negative regulation of organelle organization,11/234,362/18805,0.03038674033149171,2.441977145015819,3.1096555376518733,0.005837667297826164,0.16484511437588878,0.1493195357366084,ASB2/CGNL1/BMERB1/SSH2/ARHGEF18/SPTBN4/NANOS2/ADD2/DLC1/MID1/FGF13,11
BP,GO:0030042,actin filament depolymerization,4/234,58/18805,0.06896551724137931,5.54229295608606,3.889006354309013,0.005862374002961991,0.16484511437588878,0.1493195357366084,ASB2/SPTBN4/ADD2/MICAL3,4
BP,GO:0030837,negative regulation of actin filament polymerization,4/234,58/18805,0.06896551724137931,5.54229295608606,3.889006354309013,0.005862374002961991,0.16484511437588878,0.1493195357366084,ASB2/SSH2/SPTBN4/ADD2,4
BP,GO:0061178,regulation of insulin secretion involved in cellular response to glucose stimulus,4/234,58/18805,0.06896551724137931,5.54229295608606,3.889006354309013,0.005862374002961991,0.16484511437588878,0.1493195357366084,PRKCE/ABCA12/FOXA2/ADCY5,4
BP,GO:0050920,regulation of chemotaxis,8/234,217/18805,0.03686635944700461,2.9627003820552207,3.264246499041453,0.005926507938786878,0.16484511437588878,0.1493195357366084,CMKLR1/RIN3/DPP4/DEFB124/ST6GAL1/PDGFRA/NEDD9/LYN,8
BP,GO:0001654,eye development,12/234,415/18805,0.02891566265060241,2.32375656472042,3.060953383200941,0.005979400159938093,0.16484511437588878,0.1493195357366084,MYO7A/CACNA1C/ALDH1A3/ADAMTS18/SDK2/SIPA1L3/ARHGAP35/BFSP1/PDGFRA/SLC6A3/NFIB/SHROOM2,12
BP,GO:0046777,protein autophosphorylation,7/234,173/18805,0.04046242774566474,3.251692110073613,3.3397789631863475,0.006019015689382781,0.16484511437588878,0.1493195357366084,EEF2K/MAP3K9/VRK1/PDGFRA/NRG1/LYN/TAF1,7
BP,GO:0050796,regulation of insulin secretion,7/234,174/18805,0.040229885057471264,3.2330042243835346,3.3217082937498312,0.0062067465125414355,0.16846883391183895,0.15260196312789848,RPH3AL/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/ADCY5,7
BP,GO:0150063,visual system development,12/234,419/18805,0.028639618138424822,2.301572731167003,3.0244557149947995,0.0064359124496418596,0.16862372161858596,0.15274226307279115,MYO7A/CACNA1C/ALDH1A3/ADAMTS18/SDK2/SIPA1L3/ARHGAP35/BFSP1/PDGFRA/SLC6A3/NFIB/SHROOM2,12
BP,GO:0019227,neuronal action potential propagation,2/234,10/18805,0.2,16.072649572649574,5.351602429162656,0.006496278936698573,0.16862372161858596,0.15274226307279115,CACNB4/NRCAM,2
BP,GO:0031055,chromatin remodeling at centromere,2/234,10/18805,0.2,16.072649572649574,5.351602429162656,0.006496278936698573,0.16862372161858596,0.15274226307279115,ITGB3BP/CENPP,2
BP,GO:0034080,CENP-A containing chromatin assembly,2/234,10/18805,0.2,16.072649572649574,5.351602429162656,0.006496278936698573,0.16862372161858596,0.15274226307279115,ITGB3BP/CENPP,2
BP,GO:0050905,neuromuscular process,7/234,176/18805,0.03977272727272727,3.19626554001554,3.285956538376137,0.006595275081227525,0.16862372161858596,0.15274226307279115,CAMTA1/MYO7A/ALDH1A3/SPTBN4/ADARB1/ADCY5/SLC6A3,7
BP,GO:0007026,negative regulation of microtubule depolymerization,3/234,31/18805,0.0967741935483871,7.777088502894954,4.238976435250113,0.006612562416938574,0.16862372161858596,0.15274226307279115,BMERB1/MID1/FGF13,3
BP,GO:0040018,positive regulation of multicellular organism growth,3/234,31/18805,0.0967741935483871,7.777088502894954,4.238976435250113,0.006612562416938574,0.16862372161858596,0.15274226307279115,SPTBN4/SLC6A3/SMO,3
BP,GO:0007517,muscle organ development,11/234,369/18805,0.02981029810298103,2.395652375327172,3.0392924930325624,0.006705500270122462,0.16862372161858596,0.15274226307279115,ASB2/ITGB1/TCF12/SPEG/ADARB1/PTCD2/COL19A1/UTRN/SMO/NRG1/PAX5,11
BP,GO:1903522,regulation of blood circulation,9/234,269/18805,0.03345724907063197,2.688733199885616,3.1314434703726937,0.0067116678670555594,0.16862372161858596,0.15274226307279115,ITGB1/CACNA1C/SPTBN4/BIN1/ITGA9/KCNMB2/PDE4D/DOCK4/FGF13,9
BP,GO:0001508,action potential,7/234,177/18805,0.03954802259887006,3.1782075426143224,3.2682719083223457,0.006796192668904519,0.16934775174975195,0.15339810200046783,CACNA1C/AKAP6/BIN1/CACNB4/KCNMB2/NRCAM/FGF13,7
BP,GO:1901888,regulation of cell junction assembly,9/234,270/18805,0.03333333333333333,2.6787749287749287,3.11884266472161,0.006870115651986821,0.16979798034178809,0.15380592679159197,EEF2K/SRGAP2B/LRP4/VSTM5/DCLK1/CLSTN2/NLGN1/DOCK4/DLC1,9
BP,GO:0046879,hormone secretion,10/234,320/18805,0.03125,2.5113514957264957,3.0608788945769265,0.006970566027459775,0.17089129615707835,0.15479627103425103,RPH3AL/CRY1/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/ADCY5/CPE/LYN,10
BP,GO:0019082,viral protein processing,3/234,32/18805,0.09375,7.534054487179487,4.152468109147956,0.007230509418772579,0.1745932753816442,0.15814958739556137,ST6GALNAC3/MGAT5/ST6GAL1,3
BP,GO:2001257,regulation of cation channel activity,5/234,97/18805,0.05154639175257732,4.142435456868447,3.483003876879699,0.007291497997932125,0.1745932753816442,0.15814958739556137,ITGB1/AKAP6/GNB5/CACNB4/FGF13,5
BP,GO:0048880,sensory system development,12/234,426/18805,0.028169014084507043,2.2637534609365595,2.9615674187065135,0.007300850700895717,0.1745932753816442,0.15814958739556137,MYO7A/CACNA1C/ALDH1A3/ADAMTS18/SDK2/SIPA1L3/ARHGAP35/BFSP1/PDGFRA/SLC6A3/NFIB/SHROOM2,12
BP,GO:0050708,regulation of protein secretion,9/234,273/18805,0.03296703296703297,2.6493378416455338,3.08137962149422,0.00736272619272092,0.1745932753816442,0.15814958739556137,RPH3AL/DNAJC1/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/ADCY5/SEC24A,9
BP,GO:0030879,mammary gland development,6/234,137/18805,0.043795620437956206,3.5195583005801985,3.3223945406767563,0.007408727804023718,0.1745932753816442,0.15814958739556137,DEAF1/ARHGAP35/GLI2/SLC6A3/SMO/NRG1,6
BP,GO:1903034,regulation of response to wounding,7/234,181/18805,0.03867403314917127,3.107970911838315,3.1987686029462057,0.007645616977681419,0.17600929066642676,0.15943223835989348,PTPRF/ITGB1/ADAMTS18/PRKCE/FOXA2/PDGFRA/EXTL3,7
BP,GO:0060397,growth hormone receptor signaling pathway via JAK-STAT,2/234,11/18805,0.18181818181818182,14.61149961149961,5.068834498425994,0.007875110139981541,0.17600929066642676,0.15943223835989348,JAK3/LYN,2
BP,GO:0070669,response to interleukin-2,2/234,11/18805,0.18181818181818182,14.61149961149961,5.068834498425994,0.007875110139981541,0.17600929066642676,0.15943223835989348,JAK3/IL2RB,2
BP,GO:0097090,presynaptic membrane organization,2/234,11/18805,0.18181818181818182,14.61149961149961,5.068834498425994,0.007875110139981541,0.17600929066642676,0.15943223835989348,LRP4/NLGN1,2
BP,GO:0098870,action potential propagation,2/234,11/18805,0.18181818181818182,14.61149961149961,5.068834498425994,0.007875110139981541,0.17600929066642676,0.15943223835989348,CACNB4/NRCAM,2
BP,GO:0010880,regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,3/234,33/18805,0.09090909090909091,7.305749805749805,4.069619797240007,0.00788154218898545,0.17600929066642676,0.15943223835989348,CACNA1C/AKAP6/PDE4D,3
BP,GO:0051497,negative regulation of stress fiber assembly,3/234,33/18805,0.09090909090909091,7.305749805749805,4.069619797240007,0.00788154218898545,0.17600929066642676,0.15943223835989348,CGNL1/ARHGEF18/DLC1,3
BP,GO:0035270,endocrine system development,6/234,139/18805,0.04316546762589928,3.4689171739531455,3.2794702462530485,0.007931997638585679,0.17600929066642676,0.15943223835989348,CDH1/GLI2/FOXA2/PDGFRA/SLC6A3/SMO,6
BP,GO:0030168,platelet activation,6/234,140/18805,0.04285714285714286,3.4441391941391943,3.2583021958093683,0.008203379304158955,0.17844765879395327,0.16164095408759757,ADAMTS18/PDGFRA/METAP1/ITPR3/LYN/GNAQ,6
BP,GO:0042886,amide transport,10/234,328/18805,0.03048780487804878,2.4500990202209714,2.9739540670415177,0.008223446365549955,0.17844765879395327,0.16164095408759757,RPH3AL/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/SLC38A3/ADCY5/CPE/ABCB1,10
BP,GO:0045058,T cell selection,4/234,64/18805,0.0625,5.0227029914529915,3.618486694957914,0.00828722477255103,0.17844765879395327,0.16164095408759757,JAK3/DOCK2/CARD11/TOX,4
BP,GO:0051058,negative regulation of small GTPase mediated signal transduction,4/234,64/18805,0.0625,5.0227029914529915,3.618486694957914,0.00828722477255103,0.17844765879395327,0.16164095408759757,ITGB1/CGNL1/ARHGAP35/DLC1,4
BP,GO:0010464,regulation of mesenchymal cell proliferation,3/234,34/18805,0.08823529411764706,7.090874811463047,3.990164789746164,0.008566048890031389,0.17844765879395327,0.16164095408759757,SYNE1/SMO/NFIB,3
BP,GO:0098884,postsynaptic neurotransmitter receptor internalization,3/234,34/18805,0.08823529411764706,7.090874811463047,3.990164789746164,0.008566048890031389,0.17844765879395327,0.16164095408759757,AP3M1/SYNE1/NRG1,3
BP,GO:0140239,postsynaptic endocytosis,3/234,34/18805,0.08823529411764706,7.090874811463047,3.990164789746164,0.008566048890031389,0.17844765879395327,0.16164095408759757,AP3M1/SYNE1/NRG1,3
BP,GO:0009914,hormone transport,10/234,331/18805,0.030211480362537766,2.427892684690268,2.9420124135117294,0.00873554978733473,0.17844765879395327,0.16164095408759757,RPH3AL/CRY1/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/ADCY5/CPE/LYN,10
BP,GO:0055074,calcium ion homeostasis,10/234,331/18805,0.030211480362537766,2.427892684690268,2.9420124135117294,0.00873554978733473,0.17844765879395327,0.16164095408759757,CACNA1C/TMTC2/AKAP6/PRKCE/CACNB4/PLCB1/ATP13A5/PDE4D/ITPR3/LYN,10
BP,GO:0032615,interleukin-12 production,4/234,65/18805,0.06153846153846154,4.945430637738331,3.5766933127954936,0.008746283276414158,0.17844765879395327,0.16164095408759757,CMKLR1/JAK3/PLCB1/DEFB124,4
BP,GO:0032655,regulation of interleukin-12 production,4/234,65/18805,0.06153846153846154,4.945430637738331,3.5766933127954936,0.008746283276414158,0.17844765879395327,0.16164095408759757,CMKLR1/JAK3/PLCB1/DEFB124,4
BP,GO:0040014,regulation of multicellular organism growth,4/234,65/18805,0.06153846153846154,4.945430637738331,3.5766933127954936,0.008746283276414158,0.17844765879395327,0.16164095408759757,RAI1/SPTBN4/SLC6A3/SMO,4
BP,GO:0045744,negative regulation of G protein-coupled receptor signaling pathway,4/234,66/18805,0.06060606060606061,4.870499870499871,3.53574734877412,0.009221647547184736,0.18050415320482696,0.16350376204426154,RPH3AL/RGS7/CRY1/PDE4D,4
BP,GO:0051965,positive regulation of synapse assembly,4/234,66/18805,0.06060606060606061,4.870499870499871,3.53574734877412,0.009221647547184736,0.18050415320482696,0.16350376204426154,EEF2K/VSTM5/CLSTN2/NLGN1,4
BP,GO:0008611,ether lipid biosynthetic process,2/234,12/18805,0.16666666666666666,13.393874643874643,4.820755110635393,0.009373101588043272,0.18050415320482696,0.16350376204426154,FAR1/PEX7,2
BP,GO:0014051,gamma-aminobutyric acid secretion,2/234,12/18805,0.16666666666666666,13.393874643874643,4.820755110635393,0.009373101588043272,0.18050415320482696,0.16350376204426154,CACNB4/APBA1,2
BP,GO:0045161,neuronal ion channel clustering,2/234,12/18805,0.16666666666666666,13.393874643874643,4.820755110635393,0.009373101588043272,0.18050415320482696,0.16350376204426154,SPTBN4/NRCAM,2
BP,GO:0046504,glycerol ether biosynthetic process,2/234,12/18805,0.16666666666666666,13.393874643874643,4.820755110635393,0.009373101588043272,0.18050415320482696,0.16350376204426154,FAR1/PEX7,2
BP,GO:0060379,cardiac muscle cell myoblast differentiation,2/234,12/18805,0.16666666666666666,13.393874643874643,4.820755110635393,0.009373101588043272,0.18050415320482696,0.16350376204426154,ITGB1/NRG1,2
BP,GO:0098911,regulation of ventricular cardiac muscle cell action potential,2/234,12/18805,0.16666666666666666,13.393874643874643,4.820755110635393,0.009373101588043272,0.18050415320482696,0.16350376204426154,CACNA1C/BIN1,2
BP,GO:0019722,calcium-mediated signaling,8/234,235/18805,0.03404255319148936,2.7357701400254593,3.005630556369667,0.009381465857356138,0.18050415320482696,0.16350376204426154,CAMTA1/CACNA1C/CMKLR1/KSR2/AKAP6/PDGFRA/MCTP1/ITPR3,8
BP,GO:0050878,regulation of body fluid levels,11/234,388/18805,0.028350515463917526,2.2783395012776455,2.8560646422055513,0.009576334233618493,0.18255309618678836,0.16535972978692465,TSPAN18/ADAMTS18/PRKCE/FOXA2/PDGFRA/METAP1/SLC6A3/ITPR3/LYN/GNAQ/PRRG1,11
BP,GO:0051962,positive regulation of nervous system development,9/234,285/18805,0.031578947368421054,2.53778677462888,2.9363881672824643,0.009608057694041492,0.18255309618678836,0.16535972978692465,EEF2K/ITGB1/VSTM5/BIN1/CLSTN2/NLGN1/SMURF1/SMO/LYN,9
BP,GO:0043266,regulation of potassium ion transport,5/234,104/18805,0.04807692307692308,3.863617685733071,3.2871134657078964,0.009706130274082903,0.1832710312621865,0.16601004770840716,RGS7/ITGB1/AKAP6/WWP2/BIN1,5
BP,GO:1903829,positive regulation of protein localization,13/234,499/18805,0.026052104208416832,2.0936317078601645,2.7793295320262312,0.009937289864223585,0.1860495692480575,0.1685268951360521,RPH3AL/ITGB1/SORBS1/LRP4/VRK1/CDH1/PRKCE/CACNB4/ABCA12/PLCB1/SEC24A/NEDD9/SMO,13
BP,GO:0032232,negative regulation of actin filament bundle assembly,3/234,36/18805,0.08333333333333333,6.696937321937321,3.8404978784836508,0.010036884656803103,0.1860495692480575,0.1685268951360521,CGNL1/ARHGEF18/DLC1,3
BP,GO:0032743,positive regulation of interleukin-2 production,3/234,36/18805,0.08333333333333333,6.696937321937321,3.8404978784836508,0.010036884656803103,0.1860495692480575,0.1685268951360521,DEFB124/PDE4D/CARD11,3
BP,GO:0097553,calcium ion transmembrane import into cytosol,7/234,191/18805,0.03664921465968586,2.945249921689712,3.033106364189034,0.010110379724222983,0.18627608704022952,0.16873207884253474,CACNA1C/AKAP6/PRKCE/PLCB1/PDE4D/ITPR3/LYN,7
BP,GO:0035773,insulin secretion involved in cellular response to glucose stimulus,4/234,68/18805,0.058823529411764705,4.727249874308698,3.45627541133766,0.010222160640456212,0.1872010141384752,0.16956989369330025,PRKCE/ABCA12/FOXA2/ADCY5,4
BP,GO:0010975,regulation of neuron projection development,12/234,448/18805,0.026785714285714284,2.1525869963369964,2.7715790729922016,0.010627270904667165,0.18870499746545488,0.170932227621063,EEF2K/PTPRF/LRP4/CDH1/ARHGAP35/NLGN1/SYNE1/SMURF1/NRCAM/LYN/TOX/FGF13,12
BP,GO:0019229,regulation of vasoconstriction,4/234,69/18805,0.057971014492753624,4.658739006565094,3.417692158579918,0.010747728835372134,0.18870499746545488,0.170932227621063,ITGB1/ITGA9/KCNMB2/DOCK4,4
BP,GO:0051223,regulation of protein transport,12/234,449/18805,0.026726057906458798,2.1477928159442636,2.76320466304672,0.010802430105503668,0.18870499746545488,0.170932227621063,RPH3AL/DNAJC1/CDH1/WWP2/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/ADCY5/SEC24A/SMO,12
BP,GO:0007596,blood coagulation,8/234,241/18805,0.03319502074688797,2.6676596801078127,2.924795966261816,0.01081368059594612,0.18870499746545488,0.170932227621063,ADAMTS18/FOXA2/PDGFRA/METAP1/ITPR3/LYN/GNAQ/PRRG1,8
BP,GO:0031114,regulation of microtubule depolymerization,3/234,37/18805,0.08108108108108109,6.515939015939016,3.7698730496163972,0.010823840612417436,0.18870499746545488,0.170932227621063,BMERB1/MID1/FGF13,3
BP,GO:0050900,leukocyte migration,11/234,395/18805,0.027848101265822784,2.2379638645461433,2.79122615886917,0.010845067643795902,0.18870499746545488,0.170932227621063,ASB2/ITGB1/CMKLR1/RIN3/ADD2/DPP4/PLCB1/DEFB124/ITGA9/NEDD9/LYN,11
BP,GO:0032231,regulation of actin filament bundle assembly,5/234,107/18805,0.04672897196261682,3.7552919562265354,3.2083175017424925,0.010891511096597091,0.18870499746545488,0.170932227621063,ARHGEF10L/CGNL1/ARHGEF18/SYNPO2/DLC1,5
BP,GO:0042060,wound healing,12/234,450/18805,0.02666666666666667,2.1430199430199433,2.754852020769524,0.010979816680313535,0.18870499746545488,0.170932227621063,ITGB1/ADAMTS18/ARHGAP35/PRKCE/FOXA2/PDGFRA/METAP1/ITPR3/NRG1/LYN/GNAQ/PRRG1,12
BP,GO:0050655,dermatan sulfate proteoglycan metabolic process,2/234,13/18805,0.15384615384615385,12.363576594345826,4.600612158189508,0.010987100181376813,0.18870499746545488,0.170932227621063,CSGALNACT1/IDS,2
BP,GO:1901503,ether biosynthetic process,2/234,13/18805,0.15384615384615385,12.363576594345826,4.600612158189508,0.010987100181376813,0.18870499746545488,0.170932227621063,FAR1/PEX7,2
BP,GO:1902306,negative regulation of sodium ion transmembrane transport,2/234,13/18805,0.15384615384615385,12.363576594345826,4.600612158189508,0.010987100181376813,0.18870499746545488,0.170932227621063,PRKCE/COMMD1,2
BP,GO:0097306,cellular response to alcohol,5/234,108/18805,0.046296296296296294,3.7205207344096234,3.1826828132789555,0.011307651076861656,0.1931194341216822,0.17493090016008334,CDH1/GRAMD1A/PRKCE/ADCY5/SMO,5
BP,GO:0014808,release of sequestered calcium ion into cytosol by sarcoplasmic reticulum,3/234,38/18805,0.07894736842105263,6.344466936572199,3.7018103976463057,0.011645525995320321,0.1977787655071161,0.1791514025507672,CACNA1C/AKAP6/PDE4D,3
BP,GO:0051960,regulation of nervous system development,12/234,454/18805,0.02643171806167401,2.124138710041794,2.721656843735594,0.011712000597029633,0.1978026767498338,0.17917306176508493,EEF2K/ITGB1/LRP4/VSTM5/CDH1/BIN1/CLSTN2/NLGN1/SMURF1/SMO/LYN/FGF13,12
BP,GO:0045165,cell fate commitment,9/234,295/18805,0.030508474576271188,2.4517601043024775,2.8210972721570537,0.01184569219708398,0.19895527226041604,0.18021710257383947,ITGB1/CHD3/JAK3/GLI2/FOXA2/SMO/TOX/NFIB/FGF13,9
BP,GO:0050817,coagulation,8/234,246/18805,0.032520325203252036,2.61343895490237,2.8592900368837335,0.01212590856525883,0.20110574012521393,0.1821650332990165,ADAMTS18/FOXA2/PDGFRA/METAP1/ITPR3/LYN/GNAQ/PRRG1,8
BP,GO:0042472,inner ear morphogenesis,5/234,110/18805,0.045454545454545456,3.6528749028749026,3.1323175513450283,0.012172189533894527,0.20110574012521393,0.1821650332990165,MYO7A/LRIG3/STRC/ALDH1A3/ANKRD24,5
BP,GO:0048675,axon extension,5/234,110/18805,0.045454545454545456,3.6528749028749026,3.1323175513450283,0.012172189533894527,0.20110574012521393,0.1821650332990165,ITGB1/DCLK1/CDH1/SMURF1/NRCAM,5
BP,GO:0060122,inner ear receptor cell stereocilium organization,3/234,39/18805,0.07692307692307693,6.181788297172913,3.6361477201773815,0.012502184683716234,0.20543714189547518,0.18608849141224484,MYO7A/STRC/ANKRD24,3
BP,GO:0070588,calcium ion transmembrane transport,10/234,350/18805,0.02857142857142857,2.296092796092796,2.7474417856487854,0.012569509339657364,0.20543714189547518,0.18608849141224484,CACNA1C/AKAP6/GNB5/PRKCE/BIN1/CACNB4/PLCB1/PDE4D/ITPR3/LYN,10
BP,GO:0071679,commissural neuron axon guidance,2/234,14/18805,0.14285714285714285,11.480463980463979,4.403368043005714,0.01271401225654848,0.20668768588185765,0.1872212556325968,SMO/NFIB,2
BP,GO:0032272,negative regulation of protein polymerization,4/234,73/18805,0.0547945205479452,4.403465636342348,3.270439582806154,0.01302336864852029,0.2105906419760728,0.19075662029411578,ASB2/SSH2/SPTBN4/ADD2,4
BP,GO:0030072,peptide hormone secretion,8/234,250/18805,0.032,2.5716239316239315,2.808041767386632,0.01325727104964738,0.21097338857025144,0.19110331873261002,RPH3AL/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/ADCY5/CPE,8
BP,GO:0051693,actin filament capping,3/234,40/18805,0.075,6.027243589743589,3.572736980451926,0.013394034208571885,0.21097338857025144,0.19110331873261002,ASB2/SPTBN4/ADD2,3
BP,GO:0052652,cyclic purine nucleotide metabolic process,3/234,40/18805,0.075,6.027243589743589,3.572736980451926,0.013394034208571885,0.21097338857025144,0.19110331873261002,CACNB4/ADCY5/PDE4D,3
BP,GO:0099590,neurotransmitter receptor internalization,3/234,40/18805,0.075,6.027243589743589,3.572736980451926,0.013394034208571885,0.21097338857025144,0.19110331873261002,AP3M1/SYNE1/NRG1,3
BP,GO:1903514,release of sequestered calcium ion into cytosol by endoplasmic reticulum,3/234,40/18805,0.075,6.027243589743589,3.572736980451926,0.013394034208571885,0.21097338857025144,0.19110331873261002,CACNA1C/AKAP6/PDE4D,3
BP,GO:0007405,neuroblast proliferation,4/234,74/18805,0.05405405405405406,4.3439593439593445,3.235279243979067,0.013636552415707824,0.211648037900006,0.1917144276822769,ITGB1/EML1/SMO/FGF13,4
BP,GO:0006814,sodium ion transport,8/234,252/18805,0.031746031746031744,2.5512142178808848,2.782789652076942,0.013851083565268445,0.211648037900006,0.1917144276822769,SPTBN4/PRKCE/COMMD1/SLC38A3/SLC6A3/UTRN/SHROOM2/FGF13,8
BP,GO:0021915,neural tube development,6/234,157/18805,0.03821656050955414,3.0712069247101095,2.9253146783897246,0.013897636237602217,0.211648037900006,0.1917144276822769,DEAF1/ARHGAP35/GLI2/MTHFD1L/SMO/DLC1,6
BP,GO:0030038,contractile actin filament bundle assembly,5/234,114/18805,0.043859649122807015,3.5247038536512223,3.0350231274654305,0.014033627394264198,0.211648037900006,0.1917144276822769,ARHGEF10L/SORBS1/CGNL1/ARHGEF18/DLC1,5
BP,GO:0043149,stress fiber assembly,5/234,114/18805,0.043859649122807015,3.5247038536512223,3.0350231274654305,0.014033627394264198,0.211648037900006,0.1917144276822769,ARHGEF10L/SORBS1/CGNL1/ARHGEF18/DLC1,5
BP,GO:0051650,establishment of vesicle localization,7/234,204/18805,0.03431372549019608,2.757562426680074,2.8331730494884253,0.014122654721524502,0.211648037900006,0.1917144276822769,AP3M1/MYO7A/CADPS/NLGN1/SNAP91/EXOC4/SHROOM2,7
BP,GO:0090276,regulation of peptide hormone secretion,7/234,204/18805,0.03431372549019608,2.757562426680074,2.8331730494884253,0.014122654721524502,0.211648037900006,0.1917144276822769,RPH3AL/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/ADCY5,7
BP,GO:0051924,regulation of calcium ion transport,8/234,253/18805,0.03162055335968379,2.5411303672173235,2.770254543431275,0.01415517053041233,0.211648037900006,0.1917144276822769,CACNA1C/AKAP6/GNB5/PRKCE/BIN1/CACNB4/PDE4D/LYN,8
BP,GO:0009187,cyclic nucleotide metabolic process,3/234,41/18805,0.07317073170731707,5.880237648530332,3.511442750073411,0.014321266547258078,0.211648037900006,0.1917144276822769,CACNB4/ADCY5/PDE4D,3
BP,GO:0018279,protein N-linked glycosylation via asparagine,3/234,41/18805,0.07317073170731707,5.880237648530332,3.511442750073411,0.014321266547258078,0.211648037900006,0.1917144276822769,MGAT5/STT3B/ST6GAL1,3
BP,GO:0050919,negative chemotaxis,3/234,41/18805,0.07317073170731707,5.880237648530332,3.511442750073411,0.014321266547258078,0.211648037900006,0.1917144276822769,DPP4/UNC5C/NRG1,3
BP,GO:1904861,excitatory synapse assembly,3/234,41/18805,0.07317073170731707,5.880237648530332,3.511442750073411,0.014321266547258078,0.211648037900006,0.1917144276822769,CSMD2/VSTM5/NLGN1,3
BP,GO:0072594,establishment of protein localization to organelle,12/234,467/18805,0.02569593147751606,2.065008510404656,2.616079509842118,0.014353854518488992,0.211648037900006,0.1917144276822769,HK1/AP3M1/MIPEP/CDH1/RGPD5/RGPD8/RGPD6/PEX5L/TNPO1/PEX7/SMURF1/SMO,12
BP,GO:0010763,positive regulation of fibroblast migration,2/234,15/18805,0.13333333333333333,10.715099715099715,4.225176999537881,0.014550802605625413,0.211648037900006,0.1917144276822769,ITGB1/PRKCE,2
BP,GO:0016558,protein import into peroxisome matrix,2/234,15/18805,0.13333333333333333,10.715099715099715,4.225176999537881,0.014550802605625413,0.211648037900006,0.1917144276822769,PEX5L/PEX7,2
BP,GO:0045059,positive thymic T cell selection,2/234,15/18805,0.13333333333333333,10.715099715099715,4.225176999537881,0.014550802605625413,0.211648037900006,0.1917144276822769,DOCK2/TOX,2
BP,GO:0045807,positive regulation of endocytosis,6/234,159/18805,0.03773584905660377,3.032575391065957,2.8891346995274394,0.01471215461812377,0.2122861092045641,0.19229240362851097,EEF2K/BIN1/IL2RB/NLGN1/DOCK2/SYNE1,6
BP,GO:0006874,intracellular calcium ion homeostasis,9/234,306/18805,0.029411764705882353,2.363624937154349,2.6995845051943625,0.014734331921764153,0.2122861092045641,0.19229240362851097,CACNA1C/AKAP6/PRKCE/CACNB4/PLCB1/ATP13A5/PDE4D/ITPR3/LYN,9
