ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0045661,regulation of myoblast differentiation,4/234,76/18805,0.05263157894736842,4.229644624381466,3.1667927603477386,0.014917270679003468,0.21290376931535465,0.19285189076487805,CMTM5/PLCB1/PBRM1/BOC,4
BP,GO:0070527,platelet aggregation,4/234,76/18805,0.05263157894736842,4.229644624381466,3.1667927603477386,0.014917270679003468,0.21290376931535465,0.19285189076487805,ADAMTS18/PDGFRA/METAP1/LYN,4
BP,GO:0035264,multicellular organism growth,6/234,160/18805,0.0375,3.0136217948717947,2.8712572558239797,0.01513161799860103,0.21378889502889878,0.19365365283781136,RAI1/SPTBN4/ADARB1/SLC6A3/SMO/APBA1,6
BP,GO:0002791,regulation of peptide secretion,7/234,207/18805,0.033816425120772944,2.7175977538296374,2.789259490775721,0.015190263594158598,0.21378889502889878,0.19365365283781136,RPH3AL/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/ADCY5,7
BP,GO:0030073,insulin secretion,7/234,207/18805,0.033816425120772944,2.7175977538296374,2.789259490775721,0.015190263594158598,0.21378889502889878,0.19365365283781136,RPH3AL/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/ADCY5,7
BP,GO:0021983,pituitary gland development,3/234,42/18805,0.07142857142857142,5.740231990231989,3.452140856305004,0.015284048899508896,0.21411755140325825,0.1939513554262201,CDH1/GLI2/SLC6A3,3
BP,GO:0002790,peptide secretion,8/234,257/18805,0.0311284046692607,2.50157970002328,2.720707234372409,0.01542036617397926,0.21503629893989426,0.19478357272394853,RPH3AL/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/ADCY5/CPE,8
BP,GO:0090087,regulation of peptide transport,7/234,209/18805,0.03349282296650718,2.6915920336972974,2.7604152022333848,0.015933194292308824,0.22117310798456083,0.200342399753328,RPH3AL/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/ADCY5,7
BP,GO:0045927,positive regulation of growth,8/234,259/18805,0.03088803088803089,2.4822624822624824,2.6962817709943914,0.0160828532621114,0.22223579053099388,0.2013049958549446,AKAP6/SPTBN4/PLCB1/SLC6A3/SMURF1/SMO/EXTL3/NRG1,8
BP,GO:0019226,transmission of nerve impulse,4/234,78/18805,0.05128205128205128,4.121192198115275,3.100624067209255,0.016271531340302632,0.2228589345437274,0.20186945040387497,SPTBN4/CACNB4/KCNMB2/NRCAM,4
BP,GO:0150052,regulation of postsynapse assembly,3/234,43/18805,0.06976744186046512,5.606738223017293,3.3947172028970396,0.01628252444603701,0.2228589345437274,0.20186945040387497,LRP4/DCLK1/DOCK4,3
BP,GO:0001771,immunological synapse formation,2/234,16/18805,0.125,10.045405982905983,4.06304495043524,0.01649449351063772,0.2228589345437274,0.20186945040387497,DOCK2/NEDD9,2
BP,GO:0021513,spinal cord dorsal/ventral patterning,2/234,16/18805,0.125,10.045405982905983,4.06304495043524,0.01649449351063772,0.2228589345437274,0.20186945040387497,GLI2/SMO,2
BP,GO:0032230,"positive regulation of synaptic transmission, GABAergic",2/234,16/18805,0.125,10.045405982905983,4.06304495043524,0.01649449351063772,0.2228589345437274,0.20186945040387497,PRKCE/NLGN1,2
BP,GO:0006836,neurotransmitter transport,7/234,211/18805,0.03317535545023697,2.6660793129987446,2.731906876256644,0.016701582218354626,0.22383096459079896,0.20274993191465726,RPH3AL/ITGB1/CACNB4/CADPS/NLGN1/SLC6A3/MCTP1,7
BP,GO:0040013,negative regulation of locomotion,11/234,421/18805,0.026128266033254157,2.099752319467284,2.5617180822898855,0.016713693737536634,0.22383096459079896,0.20274993191465726,SRGAP2B/RIN3/BMERB1/CDH1/DPP4/PLCB1/ADARB1/ST6GAL1/MCTP1/NEDD9/DLC1,11
BP,GO:0055117,regulation of cardiac muscle contraction,4/234,79/18805,0.05063291139240506,4.069025208265715,3.068364127472503,0.016976620727217465,0.2263549430295662,0.20503619493259873,CACNA1C/BIN1/PDE4D/FGF13,4
BP,GO:0046883,regulation of hormone secretion,8/234,262/18805,0.030534351145038167,2.4538396294121485,2.6600668704891386,0.01711486829113675,0.22690996462941393,0.20553894302996775,RPH3AL/CRY1/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/ADCY5,8
BP,GO:0030201,heparan sulfate proteoglycan metabolic process,3/234,44/18805,0.06818181818181818,5.479312354312354,3.33906673871206,0.017316813090139483,0.22690996462941393,0.20553894302996775,CSGALNACT1/EXTL3/IDS,3
BP,GO:0030835,negative regulation of actin filament depolymerization,3/234,44/18805,0.06818181818181818,5.479312354312354,3.33906673871206,0.017316813090139483,0.22690996462941393,0.20553894302996775,ASB2/SPTBN4/ADD2,3
BP,GO:0031111,negative regulation of microtubule polymerization or depolymerization,3/234,44/18805,0.06818181818181818,5.479312354312354,3.33906673871206,0.017316813090139483,0.22690996462941393,0.20553894302996775,BMERB1/MID1/FGF13,3
BP,GO:0043603,amide metabolic process,12/234,480/18805,0.025,2.0090811965811968,2.5138545467417455,0.01742775105922744,0.2273835331332679,0.20596790951406818,ST6GALNAC3/FAR1/LRP4/PPCDC/FA2H/BIN1/DPP4/ABCA12/ST6GAL1/MGST2/CPE/ASMT,12
BP,GO:0035051,cardiocyte differentiation,6/234,166/18805,0.03614457831325301,2.904695705900525,2.7668381007770986,0.017823922244851177,0.23155864796729733,0.20974980023630535,ASB2/ITGB1/AKAP6/PDGFRA/SYNE1/NRG1,6
BP,GO:0006606,protein import into nucleus,6/234,167/18805,0.03592814371257485,2.887302318440043,2.7498908772574726,0.01830256538315751,0.23196781041268558,0.21012042660650468,CDH1/RGPD5/RGPD8/RGPD6/TNPO1/SMO,6
BP,GO:0048701,embryonic cranial skeleton morphogenesis,3/234,45/18805,0.06666666666666667,5.3575498575498575,3.28509255272265,0.018387012182620597,0.23196781041268558,0.21012042660650468,PDGFRA/MTHFD1L/PAX5,3
BP,GO:0070296,sarcoplasmic reticulum calcium ion transport,3/234,45/18805,0.06666666666666667,5.3575498575498575,3.28509255272265,0.018387012182620597,0.23196781041268558,0.21012042660650468,CACNA1C/AKAP6/PDE4D,3
BP,GO:1901016,regulation of potassium ion transmembrane transporter activity,3/234,45/18805,0.06666666666666667,5.3575498575498575,3.28509255272265,0.018387012182620597,0.23196781041268558,0.21012042660650468,ITGB1/AKAP6/WWP2,3
BP,GO:0021536,diencephalon development,4/234,81/18805,0.04938271604938271,3.968555450036931,3.0054102535569123,0.018443426681478314,0.23196781041268558,0.21012042660650468,CDH1/GLI2/SLC6A3/SMO,4
BP,GO:0010766,negative regulation of sodium ion transport,2/234,17/18805,0.11764705882352941,9.454499748617396,3.9146010247855503,0.018542163792856118,0.23196781041268558,0.21012042660650468,PRKCE/COMMD1,2
BP,GO:0035627,ceramide transport,2/234,17/18805,0.11764705882352941,9.454499748617396,3.9146010247855503,0.018542163792856118,0.23196781041268558,0.21012042660650468,ABCA12/ABCB1,2
BP,GO:0035641,locomotory exploration behavior,2/234,17/18805,0.11764705882352941,9.454499748617396,3.9146010247855503,0.018542163792856118,0.23196781041268558,0.21012042660650468,PRKCE/DPP4,2
BP,GO:0050872,white fat cell differentiation,2/234,17/18805,0.11764705882352941,9.454499748617396,3.9146010247855503,0.018542163792856118,0.23196781041268558,0.21012042660650468,CTBP2/PDGFRA,2
BP,GO:0071805,potassium ion transmembrane transport,7/234,216/18805,0.032407407407407406,2.604364514086736,2.6620567793816563,0.018736701054052778,0.23344086559147723,0.21145474528646277,RGS7/ITGB1/AKAP6/WWP2/BIN1/SLC12A8/KCNMB2,7
BP,GO:0007605,sensory perception of sound,6/234,169/18805,0.03550295857988166,2.853133060233652,2.7163705316214664,0.019286130479109778,0.23894886927531678,0.21644398962057784,MYO7A/COCH/STRC/ANKRD24/SPTBN4/SLC52A3,6
BP,GO:0031400,negative regulation of protein modification process,9/234,321/18805,0.028037383177570093,2.2531751737359214,2.542036159088114,0.019471620875028278,0.23894886927531678,0.21644398962057784,CRY1/PRKCE/ADARB1/PDE4D/SMO/LYN/PREX2/GNAQ/TAF1,9
BP,GO:0010463,mesenchymal cell proliferation,3/234,46/18805,0.06521739130434782,5.24108138238573,3.232705077464622,0.01949319723035479,0.23894886927531678,0.21644398962057784,SYNE1/SMO/NFIB,3
BP,GO:0045663,positive regulation of myoblast differentiation,3/234,46/18805,0.06521739130434782,5.24108138238573,3.232705077464622,0.01949319723035479,0.23894886927531678,0.21644398962057784,PLCB1/PBRM1/BOC,3
BP,GO:0034504,protein localization to nucleus,9/234,322/18805,0.027950310559006212,2.24617773530817,2.531844896216764,0.019822498292119222,0.24200961770298168,0.21921646811322715,DCLK1/CDH1/RGPD5/RGPD8/RGPD6/CACNB4/TNPO1/SYNE1/SMO,9
BP,GO:0010002,cardioblast differentiation,2/234,18/18805,0.1111111111111111,8.929249762583096,3.777939837974783,0.020690947876667448,0.2482184825858746,0.2248405645583961,ITGB1/NRG1,2
BP,GO:0010544,negative regulation of platelet activation,2/234,18/18805,0.1111111111111111,8.929249762583096,3.777939837974783,0.020690947876667448,0.2482184825858746,0.2248405645583961,ADAMTS18/PDGFRA,2
BP,GO:0021511,spinal cord patterning,2/234,18/18805,0.1111111111111111,8.929249762583096,3.777939837974783,0.020690947876667448,0.2482184825858746,0.2248405645583961,GLI2/SMO,2
BP,GO:0033631,cell-cell adhesion mediated by integrin,2/234,18/18805,0.1111111111111111,8.929249762583096,3.777939837974783,0.020690947876667448,0.2482184825858746,0.2248405645583961,ITGB1/DPP4,2
BP,GO:0008344,adult locomotory behavior,4/234,84/18805,0.047619047619047616,3.8268213268213267,2.914666608320854,0.020787151924380805,0.2482184825858746,0.2248405645583961,SPTBN4/CACNB4/FOXA2/PREX2,4
BP,GO:0051170,import into nucleus,6/234,172/18805,0.03488372093023256,2.8033691115086463,2.6669990632543565,0.020828180997524808,0.2482184825858746,0.2248405645583961,CDH1/RGPD5/RGPD8/RGPD6/TNPO1/SMO,6
BP,GO:0060326,cell chemotaxis,9/234,325/18805,0.027692307692307693,2.225443786982249,2.5014941771494286,0.020902609059863124,0.2482184825858746,0.2248405645583961,CMKLR1/RIN3/DPP4/DEFB124/ITGA9/PDGFRA/NEDD9/DOCK4/LYN,9
BP,GO:0009101,glycoprotein biosynthetic process,9/234,326/18805,0.027607361963190184,2.218617272298254,2.4914507214279937,0.02127190697445452,0.25162100078732197,0.22792262398186783,ST6GALNAC3/TMTC2/JAK3/MGAT5/PLCB1/STT3B/ST6GAL1/CSGALNACT1/EXTL3,9
BP,GO:0051149,positive regulation of muscle cell differentiation,4/234,85/18805,0.047058823529411764,3.781799899446958,2.885345555607626,0.021607142663821643,0.2536127942008409,0.22972682466391958,LAMC1/ATP11A/AKAP6/NRG1,4
BP,GO:0086003,cardiac muscle cell contraction,4/234,85/18805,0.047058823529411764,3.781799899446958,2.885345555607626,0.021607142663821643,0.2536127942008409,0.22972682466391958,CACNA1C/BIN1/PDE4D/FGF13,4
BP,GO:0031295,T cell costimulation,3/234,48/18805,0.0625,5.0227029914529915,3.1323645689907065,0.021813722138806967,0.2550527511614353,0.23103116240938873,DPP4/CARD11/LYN,3
BP,GO:0055002,striated muscle cell development,6/234,174/18805,0.034482758620689655,2.77114647804303,2.634671211688154,0.021901443256423188,0.2550972701131283,0.23107148844042372,ASB2/OBSCN/ITGB1/AKAP6/PDGFRA/SMO,6
BP,GO:0051648,vesicle localization,7/234,224/18805,0.03125,2.5113514957264957,2.5542908792710475,0.022345334190336363,0.2592741066359639,0.23485493869795068,AP3M1/MYO7A/CADPS/NLGN1/SNAP91/EXOC4/SHROOM2,7
BP,GO:0001843,neural tube closure,4/234,86/18805,0.046511627906976744,3.7378254820115284,2.856466070155688,0.022446689806334005,0.2592794601544331,0.23485978800692417,DEAF1/ARHGAP35/MTHFD1L/DLC1,4
BP,GO:0003206,cardiac chamber morphogenesis,5/234,129/18805,0.03875968992248062,3.1148545683429405,2.705508079474677,0.022693900718201935,0.2592794601544331,0.23485978800692417,CPE/PTCD2/DNAH11/SMO/NRG1,5
BP,GO:0045785,positive regulation of cell adhesion,12/234,499/18805,0.02404809619238477,1.9325831149478443,2.3700444800700433,0.022780496714308117,0.2592794601544331,0.23485978800692417,LAMC1/PRKCE/GLI2/DPP4/FOXA2/PBRM1/EDIL3/NEDD9/UTRN/CARD11/NRG1/LYN,12
BP,GO:0006991,response to sterol depletion,2/234,19/18805,0.10526315789473684,8.459289248762932,3.6515100018164053,0.022938034867835116,0.2592794601544331,0.23485978800692417,ARHGEF10L/LYN,2
BP,GO:0032695,negative regulation of interleukin-12 production,2/234,19/18805,0.10526315789473684,8.459289248762932,3.6515100018164053,0.022938034867835116,0.2592794601544331,0.23485978800692417,CMKLR1/JAK3,2
BP,GO:1902514,regulation of calcium ion transmembrane transport via high voltage-gated calcium channel,2/234,19/18805,0.10526315789473684,8.459289248762932,3.6515100018164053,0.022938034867835116,0.2592794601544331,0.23485978800692417,BIN1/PDE4D,2
BP,GO:0021575,hindbrain morphogenesis,3/234,49/18805,0.061224489795918366,4.920198848770277,3.0842631832797514,0.023028109947926624,0.2592794601544331,0.23485978800692417,GLI2/SMO/DLC1,3
BP,GO:0031294,lymphocyte costimulation,3/234,49/18805,0.061224489795918366,4.920198848770277,3.0842631832797514,0.023028109947926624,0.2592794601544331,0.23485978800692417,DPP4/CARD11/LYN,3
BP,GO:0060606,tube closure,4/234,87/18805,0.04597701149425287,3.6948619707240393,2.8280158264882895,0.023305893676984303,0.260983867551841,0.23640366949986705,DEAF1/ARHGAP35/MTHFD1L/DLC1,4
BP,GO:0021987,cerebral cortex development,5/234,130/18805,0.038461538461538464,3.0908941485864565,2.685275337232601,0.023370745608573038,0.260983867551841,0.23640366949986705,BMERB1/PLCB1/SMO/PAX5/FGF13,5
BP,GO:0003018,vascular process in circulatory system,8/234,278/18805,0.02877697841726619,2.312611449302097,2.474978555051103,0.023437038105806773,0.260983867551841,0.23640366949986705,ITGB1/SLCO3A1/ARHGAP35/ITGA9/SLC38A3/KCNMB2/ABCB1/DOCK4,8
BP,GO:0030336,negative regulation of cell migration,10/234,388/18805,0.02577319587628866,2.0712177284342235,2.393313415745134,0.023870862018903226,0.2643467302254539,0.2394498082651618,SRGAP2B/RIN3/BMERB1/CDH1/DPP4/PLCB1/ADARB1/MCTP1/NEDD9/DLC1,10
BP,GO:0042471,ear morphogenesis,5/234,131/18805,0.03816793893129771,3.067299536765186,2.6652366880594647,0.024060514423605503,0.2643467302254539,0.2394498082651618,MYO7A/LRIG3/STRC/ALDH1A3/ANKRD24,5
BP,GO:0045471,response to ethanol,5/234,131/18805,0.03816793893129771,3.067299536765186,2.6652366880594647,0.024060514423605503,0.2643467302254539,0.2394498082651618,RGS7/PRKCE/ST6GAL1/SETD7/SLC6A3,5
BP,GO:0042491,inner ear auditory receptor cell differentiation,3/234,50/18805,0.06,4.8217948717948715,3.0374507592988484,0.024278580916686845,0.2643467302254539,0.2394498082651618,MYO7A/STRC/ANKRD24,3
BP,GO:0045055,regulated exocytosis,7/234,228/18805,0.03070175438596491,2.4672926975558553,2.5021410850520875,0.024318944790594387,0.2643467302254539,0.2394498082651618,RPH3AL/TSPAN18/CACNB4/ABCA12/CADPS/NLGN1/LYN,7
BP,GO:0006898,receptor-mediated endocytosis,8/234,280/18805,0.02857142857142857,2.296092796092796,2.452739408768003,0.024329002107188056,0.2643467302254539,0.2394498082651618,ITGB1/AP3M1/DMBT1/RIN3/DPP4/SNAP91/SYNE1/NRG1,8
BP,GO:0008361,regulation of cell size,6/234,179/18805,0.0335195530726257,2.6937401518407103,2.5558119958263115,0.024746525195291202,0.2643467302254539,0.2394498082651618,CDH1/ARHGAP35/SLC12A8/SMURF1/NRCAM/FGF13,6
BP,GO:0033077,T cell differentiation in thymus,4/234,89/18805,0.0449438202247191,3.611831364640353,2.7723561618252717,0.02508364371729845,0.2643467302254539,0.2394498082651618,GLI2/DOCK2/CARD11/TOX,4
BP,GO:0033627,cell adhesion mediated by integrin,4/234,89/18805,0.0449438202247191,3.611831364640353,2.7723561618252717,0.02508364371729845,0.2643467302254539,0.2394498082651618,ITGB1/DPP4/ITGA9/LYN,4
BP,GO:0042310,vasoconstriction,4/234,89/18805,0.0449438202247191,3.611831364640353,2.7723561618252717,0.02508364371729845,0.2643467302254539,0.2394498082651618,ITGB1/ITGA9/KCNMB2/DOCK4,4
BP,GO:0051258,protein polymerization,8/234,282/18805,0.028368794326241134,2.279808450021216,2.4306882917379062,0.025244539863913423,0.2643467302254539,0.2394498082651618,ASB2/SSH2/SPIRE1/SPTBN4/PRKCE/ADD2/BIN1/FGF13,8
BP,GO:0015812,gamma-aminobutyric acid transport,2/234,20/18805,0.1,8.036324786324787,3.5340336526346174,0.025280667645933407,0.2643467302254539,0.2394498082651618,CACNB4/APBA1,2
BP,GO:0042407,cristae formation,2/234,20/18805,0.1,8.036324786324787,3.5340336526346174,0.025280667645933407,0.2643467302254539,0.2394498082651618,CHCHD3/APOOL,2
BP,GO:0070886,positive regulation of calcineurin-NFAT signaling cascade,2/234,20/18805,0.1,8.036324786324787,3.5340336526346174,0.025280667645933407,0.2643467302254539,0.2394498082651618,CAMTA1/AKAP6,2
BP,GO:0072662,protein localization to peroxisome,2/234,20/18805,0.1,8.036324786324787,3.5340336526346174,0.025280667645933407,0.2643467302254539,0.2394498082651618,PEX5L/PEX7,2
BP,GO:0072663,establishment of protein localization to peroxisome,2/234,20/18805,0.1,8.036324786324787,3.5340336526346174,0.025280667645933407,0.2643467302254539,0.2394498082651618,PEX5L/PEX7,2
BP,GO:0106058,positive regulation of calcineurin-mediated signaling,2/234,20/18805,0.1,8.036324786324787,3.5340336526346174,0.025280667645933407,0.2643467302254539,0.2394498082651618,CAMTA1/AKAP6,2
BP,GO:0098773,skin epidermis development,5/234,133/18805,0.03759398496240601,3.0211747317010476,2.625727581984655,0.025479125555495568,0.2643467302254539,0.2394498082651618,LRP4/FA2H/GLI2/ABCA12/SMO,5
BP,GO:0007019,microtubule depolymerization,3/234,51/18805,0.058823529411764705,4.727249874308698,2.9918653630849743,0.025565111409961656,0.2643467302254539,0.2394498082651618,BMERB1/MID1/FGF13,3
BP,GO:0043368,positive T cell selection,3/234,51/18805,0.058823529411764705,4.727249874308698,2.9918653630849743,0.025565111409961656,0.2643467302254539,0.2394498082651618,JAK3/DOCK2/TOX,3
BP,GO:0060119,inner ear receptor cell development,3/234,51/18805,0.058823529411764705,4.727249874308698,2.9918653630849743,0.025565111409961656,0.2643467302254539,0.2394498082651618,MYO7A/STRC/ANKRD24,3
BP,GO:0015833,peptide transport,8/234,283/18805,0.028268551236749116,2.271752589773791,2.419732254025981,0.02571123625001079,0.2649564684746874,0.24000211964327645,RPH3AL/EIPR1/PRKCE/ABCA12/PLCB1/FOXA2/ADCY5/CPE,8
BP,GO:0048588,developmental cell growth,7/234,232/18805,0.03017241379310345,2.424753168287651,2.4510828962517928,0.026409345174940348,0.2692558694410354,0.24389659087872184,ITGB1/DCLK1/AKAP6/CDH1/SMURF1/NRCAM/FGF13,7
BP,GO:0030198,extracellular matrix organization,9/234,339/18805,0.02654867256637168,2.133537553891536,2.364094057075548,0.026509449598790993,0.2692558694410354,0.24389659087872184,LAMC1/ITGB1/ADAMTS18/DPP4/APBB2/PDGFRA/COL23A1/COL19A1/CSGALNACT1,9
BP,GO:0050922,negative regulation of chemotaxis,3/234,52/18805,0.057692307692307696,4.636341222879684,2.9474492041192777,0.026887659873825027,0.2692558694410354,0.24389659087872184,RIN3/DPP4/ST6GAL1,3
BP,GO:0051155,positive regulation of striated muscle cell differentiation,3/234,52/18805,0.057692307692307696,4.636341222879684,2.9474492041192777,0.026887659873825027,0.2692558694410354,0.24389659087872184,ATP11A/AKAP6/NRG1,3
BP,GO:0051591,response to cAMP,4/234,91/18805,0.04395604395604396,3.5324504555273792,2.718277223639567,0.026941079076809676,0.2692558694410354,0.24389659087872184,EEF2K/AKAP6/SLC6A3/PDE4D,4
BP,GO:0140029,exocytic process,4/234,91/18805,0.04395604395604396,3.5324504555273792,2.718277223639567,0.026941079076809676,0.2692558694410354,0.24389659087872184,RPH3AL/NLGN1/EXOC4/LYN,4
BP,GO:0043062,extracellular structure organization,9/234,340/18805,0.026470588235294117,2.127262443438914,2.3545355146743034,0.026946935639102814,0.2692558694410354,0.24389659087872184,LAMC1/ITGB1/ADAMTS18/DPP4/APBB2/PDGFRA/COL23A1/COL19A1/CSGALNACT1,9
BP,GO:0002244,hematopoietic progenitor cell differentiation,5/234,135/18805,0.037037037037037035,2.9764165875276984,2.5869534878523255,0.026950314758777568,0.2692558694410354,0.24389659087872184,EML1/PLD4/SIPA1L3/PDGFRA/LYN,5
BP,GO:0046683,response to organophosphorus,5/234,135/18805,0.037037037037037035,2.9764165875276984,2.5869534878523255,0.026950314758777568,0.2692558694410354,0.24389659087872184,EEF2K/AKAP6/SLC6A3/PDE4D/TAF1,5
BP,GO:0045229,external encapsulating structure organization,9/234,341/18805,0.026392961876832845,2.1210241371531695,2.3450098019022696,0.027389504195635603,0.2692558694410354,0.24389659087872184,LAMC1/ITGB1/ADAMTS18/DPP4/APBB2/PDGFRA/COL23A1/COL19A1/CSGALNACT1,9
BP,GO:0030595,leukocyte chemotaxis,7/234,234/18805,0.029914529914529916,2.404028782233911,2.4259491837771194,0.027499211826883592,0.2692558694410354,0.24389659087872184,CMKLR1/RIN3/DPP4/DEFB124/ITGA9/NEDD9/LYN,7
BP,GO:0042476,odontogenesis,5/234,136/18805,0.03676470588235294,2.954531171442936,2.567833925750046,0.027705797555093746,0.2692558694410354,0.24389659087872184,LRP4/GLI2/SSUH2/PDGFRA/SMO,5
BP,GO:0006677,glycosylceramide metabolic process,2/234,21/18805,0.09523809523809523,7.653642653642653,3.424447284369499,0.027716141970747867,0.2692558694410354,0.24389659087872184,ST6GALNAC3/FA2H,2
BP,GO:0007213,G protein-coupled acetylcholine receptor signaling pathway,2/234,21/18805,0.09523809523809523,7.653642653642653,3.424447284369499,0.027716141970747867,0.2692558694410354,0.24389659087872184,PLCB1/GNAQ,2
BP,GO:0007413,axonal fasciculation,2/234,21/18805,0.09523809523809523,7.653642653642653,3.424447284369499,0.027716141970747867,0.2692558694410354,0.24389659087872184,ARHGAP35/NRCAM,2
BP,GO:0071397,cellular response to cholesterol,2/234,21/18805,0.09523809523809523,7.653642653642653,3.424447284369499,0.027716141970747867,0.2692558694410354,0.24389659087872184,GRAMD1A/SMO,2
BP,GO:0106030,neuron projection fasciculation,2/234,21/18805,0.09523809523809523,7.653642653642653,3.424447284369499,0.027716141970747867,0.2692558694410354,0.24389659087872184,ARHGAP35/NRCAM,2
BP,GO:0014020,primary neural tube formation,4/234,92/18805,0.043478260869565216,3.49405425492382,2.691804449073348,0.027899868050633603,0.2692558694410354,0.24389659087872184,DEAF1/ARHGAP35/MTHFD1L/DLC1,4
BP,GO:1904063,negative regulation of cation transmembrane transport,4/234,92/18805,0.043478260869565216,3.49405425492382,2.691804449073348,0.027899868050633603,0.2692558694410354,0.24389659087872184,GNB5/PRKCE/COMMD1/BIN1,4
BP,GO:2000177,regulation of neural precursor cell proliferation,4/234,92/18805,0.043478260869565216,3.49405425492382,2.691804449073348,0.027899868050633603,0.2692558694410354,0.24389659087872184,ITGB1/SMO/LYN/TOX,4
BP,GO:0030834,regulation of actin filament depolymerization,3/234,53/18805,0.05660377358490566,4.548863086598936,2.9041482839928983,0.028246167438139257,0.27173528168336497,0.24614248507052727,ASB2/SPTBN4/ADD2,3
BP,GO:0048568,embryonic organ development,11/234,457/18805,0.024070021881838075,1.934345134563953,2.2697941256190544,0.028400520208593013,0.27235830105401504,0.24670682671651772,ASB2/MYO7A/LRIG3/STRC/ALDH1A3/ANKRD24/GLI2/PDGFRA/MTHFD1L/SMO/PAX5,11
BP,GO:0002685,regulation of leukocyte migration,7/234,236/18805,0.029661016949152543,2.383655656960742,2.401071934059452,0.028619301424350967,0.27277213555634017,0.2470816851161308,CMKLR1/RIN3/DPP4/PLCB1/DEFB124/NEDD9/LYN,7
BP,GO:0009100,glycoprotein metabolic process,10/234,400/18805,0.025,2.0090811965811968,2.2898319103213867,0.028623128698181746,0.27277213555634017,0.2470816851161308,ST6GALNAC3/TMTC2/JAK3/MGAT5/PLCB1/STT3B/ST6GAL1/CSGALNACT1/EXTL3/IDS,10
BP,GO:0097529,myeloid leukocyte migration,7/234,237/18805,0.029535864978902954,2.373598038155,2.3887278671918306,0.029190780773163477,0.2752547575790707,0.24933048678214986,CMKLR1/RIN3/DPP4/PLCB1/DEFB124/ITGA9/LYN,7
BP,GO:0046622,positive regulation of organ growth,3/234,54/18805,0.05555555555555555,4.464624881291548,2.8619120808856917,0.029640558505161823,0.2752547575790707,0.24933048678214986,AKAP6/SMO/NRG1,3
BP,GO:0050771,negative regulation of axonogenesis,3/234,54/18805,0.05555555555555555,4.464624881291548,2.8619120808856917,0.029640558505161823,0.2752547575790707,0.24933048678214986,LRP4/CDH1/FGF13,3
BP,GO:0071320,cellular response to cAMP,3/234,54/18805,0.05555555555555555,4.464624881291548,2.8619120808856917,0.029640558505161823,0.2752547575790707,0.24933048678214986,EEF2K/AKAP6/PDE4D,3
BP,GO:0006909,phagocytosis,7/234,238/18805,0.029411764705882353,2.363624937154349,2.3764459959890707,0.029769935747360882,0.2752547575790707,0.24933048678214986,ITGB1/MYO7A/PLD4/PRKCE/IL2RB/DOCK2/LYN,7
BP,GO:0042475,odontogenesis of dentin-containing tooth,4/234,94/18805,0.0425531914893617,3.419712675031824,2.639943497550611,0.029877917443254506,0.2752547575790707,0.24933048678214986,LRP4/GLI2/PDGFRA/SMO,4
BP,GO:2000146,negative regulation of cell motility,10/234,403/18805,0.02481389578163772,1.9941252571525525,2.2645218874262043,0.029909505101926807,0.2752547575790707,0.24933048678214986,SRGAP2B/RIN3/BMERB1/CDH1/DPP4/PLCB1/ADARB1/MCTP1/NEDD9/DLC1,10
BP,GO:0007266,Rho protein signal transduction,5/234,139/18805,0.03597122302158273,2.890764311627621,2.511508027922846,0.030052566064745677,0.2752547575790707,0.24933048678214986,ITGB1/ARHGEF18/ARHGAP35/ARHGEF28/DLC1,5
BP,GO:0008360,regulation of cell shape,5/234,139/18805,0.03597122302158273,2.890764311627621,2.511508027922846,0.030052566064745677,0.2752547575790707,0.24933048678214986,COCH/ARHGEF18/ARHGAP35/SEPTIN7/PALM2AKAP2,5
BP,GO:0030048,actin filament-based movement,5/234,139/18805,0.03597122302158273,2.890764311627621,2.511508027922846,0.030052566064745677,0.2752547575790707,0.24933048678214986,MYO7A/CACNA1C/BIN1/PDE4D/FGF13,5
BP,GO:0006662,glycerol ether metabolic process,2/234,22/18805,0.09090909090909091,7.305749805749805,3.3218575230889265,0.030241805602437367,0.2752547575790707,0.24933048678214986,FAR1/PEX7,2
BP,GO:0015919,peroxisomal membrane transport,2/234,22/18805,0.09090909090909091,7.305749805749805,3.3218575230889265,0.030241805602437367,0.2752547575790707,0.24933048678214986,PEX5L/PEX7,2
BP,GO:0040019,positive regulation of embryonic development,2/234,22/18805,0.09090909090909091,7.305749805749805,3.3218575230889265,0.030241805602437367,0.2752547575790707,0.24933048678214986,PLCB1/FOXA2,2
BP,GO:0043574,peroxisomal transport,2/234,22/18805,0.09090909090909091,7.305749805749805,3.3218575230889265,0.030241805602437367,0.2752547575790707,0.24933048678214986,PEX5L/PEX7,2
BP,GO:0046485,ether lipid metabolic process,2/234,22/18805,0.09090909090909091,7.305749805749805,3.3218575230889265,0.030241805602437367,0.2752547575790707,0.24933048678214986,FAR1/PEX7,2
