category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Infectious disease: parasitic,hsa05145,Toxoplasmosis,2/116,112/9500,0.017857142857142856,1.46243842364532,0.5473313468858915,0.39844694092965605,0.6809279811409793,0.585306975285512,LAMC1/ITGB1,2
Metabolism,Amino acid metabolism,hsa00380,Tryptophan metabolism,1/116,42/9500,0.023809523809523808,1.9499178981937602,0.6859382165126959,0.40376625410352607,0.6818033344633274,0.5860594049397483,ASMT,1
Human Diseases,Substance dependence,hsa05034,Alcoholism,3/116,191/9500,0.015706806282722512,1.286333273153999,0.4444377345727422,0.41388198166062995,0.6818033344633274,0.5860594049397483,GNB5/ADCY5/SLC6A3,3
Organismal Systems,Immune system,hsa04670,Leukocyte transendothelial migration,2/116,116/9500,0.017241379310344827,1.4120095124851368,0.4963821743611884,0.4155593643802853,0.6818033344633274,0.5860594049397483,ITGB1/ARHGAP35,2
Metabolism,Glycan biosynthesis and metabolism,hsa00513,Various types of N-glycan biosynthesis,1/116,44/9500,0.022727272727272728,1.8612852664576802,0.6366394746259253,0.4183026449380247,0.6818033344633274,0.5860594049397483,STT3B,1
Genetic Information Processing,Transcription,hsa03022,Basal transcription factors,1/116,44/9500,0.022727272727272728,1.8612852664576802,0.6366394746259253,0.4183026449380247,0.6818033344633274,0.5860594049397483,TAF1,1
Human Diseases,Endocrine and metabolic disease,hsa04940,Type I diabetes mellitus,1/116,44/9500,0.022727272727272728,1.8612852664576802,0.6366394746259253,0.4183026449380247,0.6818033344633274,0.5860594049397483,CPE,1
Genetic Information Processing,Chromosome,hsa03082,ATP-dependent chromatin remodeling,2/116,117/9500,0.017094017094017096,1.399941055113469,0.48394053428375067,0.41980030637261645,0.6818033344633274,0.5860594049397483,CHD3/PBRM1,2
Human Diseases,Infectious disease: viral,hsa05167,Kaposi sarcoma-associated herpesvirus infection,3/116,196/9500,0.015306122448979591,1.253518648838846,0.39872827629829904,0.43020396193267496,0.6937796287505815,0.5963538983054872,GNB5/ITPR3/LYN,3
Metabolism,Glycan biosynthesis and metabolism,hsa00514,Other types of O-glycan biosynthesis,1/116,47/9500,0.02127659574468085,1.7424798239178283,0.5673129477913498,0.43945095676395973,0.6961107997343728,0.5983577088040806,ST6GAL1,1
Environmental Information Processing,Signal transduction,hsa04152,AMPK signaling pathway,2/116,122/9500,0.01639344262295082,1.3425664217071793,0.4233928613517398,0.44076884699338015,0.6961107997343728,0.5983577088040806,EEF2K/CCNA1,2
Organismal Systems,Endocrine system,hsa04919,Thyroid hormone signaling pathway,2/116,122/9500,0.01639344262295082,1.3425664217071793,0.4233928613517398,0.44076884699338015,0.6961107997343728,0.5983577088040806,MED13/PLCB1,2
NA,NA,hsa03272,Virion - Hepatitis viruses,1/116,48/9500,0.020833333333333332,1.70617816091954,0.5453144219770643,0.4463295867243303,0.6981766362742164,0.600133445108152,DPP4,1
Human Diseases,Cancer: overview,hsa05205,Proteoglycans in cancer,3/116,204/9500,0.014705882352941176,1.2043610547667343,0.3280492888484803,0.4559795562915824,0.6981766362742164,0.600133445108152,ITGB1/ITPR3/SMO,3
Human Diseases,Infectious disease: viral,hsa05169,Epstein-Barr virus infection,3/116,205/9500,0.014634146341463415,1.1984861227922625,0.31941574548548785,0.4591688743690181,0.6981766362742164,0.600133445108152,CCNA1/JAK3/LYN,3
Human Diseases,Cancer: overview,hsa05203,Viral carcinogenesis,3/116,205/9500,0.014634146341463415,1.1984861227922625,0.31941574548548785,0.4591688743690181,0.6981766362742164,0.600133445108152,CCNA1/JAK3/LYN,3
Human Diseases,Cardiovascular disease,hsa05415,Diabetic cardiomyopathy,3/116,205/9500,0.014634146341463415,1.1984861227922625,0.31941574548548785,0.4591688743690181,0.6981766362742164,0.600133445108152,NDUFA10/PLCB1/COX7B2,3
Metabolism,Nucleotide metabolism,hsa00230,Purine metabolism,2/116,128/9500,0.015625,1.2796336206896552,0.35412139772736445,0.4653810892434228,0.6981766362742164,0.600133445108152,ADCY5/PDE4D,2
Metabolism,Lipid metabolism,hsa00565,Ether lipid metabolism,1/116,51/9500,0.0196078431372549,1.605814739688979,0.4822874246611138,0.46646735960679087,0.6981766362742164,0.600133445108152,PLD4,1
Organismal Systems,Digestive system,hsa04979,Cholesterol metabolism,1/116,51/9500,0.0196078431372549,1.605814739688979,0.4822874246611138,0.46646735960679087,0.6981766362742164,0.600133445108152,LPA,1
Organismal Systems,Endocrine system,hsa04913,Ovarian steroidogenesis,1/116,52/9500,0.019230769230769232,1.5749336870026527,0.4621930645276049,0.47301723644937854,0.7033827736812188,0.6046084977172508,ADCY5,1
Human Diseases,Neurodegenerative disease,hsa05014,Amyotrophic lateral sclerosis,5/116,371/9500,0.013477088948787063,1.1037271121851473,0.22659043713531496,0.4761764082774347,0.7035122419066616,0.6047197850450274,NDUFA10/COX7B2/ITPR3/DNAH11/NRG1,5
Cellular Processes,Transport and catabolism,hsa04142,Lysosome,2/116,133/9500,0.015037593984962405,1.2315270935960592,0.2989519009278764,0.4854038926672666,0.7110797497232919,0.611224606749049,AP3M1/IDS,2
Human Diseases,Infectious disease: viral,hsa05170,Human immunodeficiency virus 1 infection,3/116,214/9500,0.014018691588785047,1.1480825008056719,0.24359604117806324,0.48750882404609974,0.7110797497232919,0.611224606749049,GNB5/ITPR3/GNAQ,3
Human Diseases,Infectious disease: viral,hsa05162,Measles,2/116,139/9500,0.014388489208633094,1.1783676507070207,0.2355246182996334,0.5088164836388458,0.734915290552502,0.6317129824560694,JAK3/IL2RB,2
Metabolism,Metabolism of other amino acids,hsa00480,Glutathione metabolism,1/116,59/9500,0.01694915254237288,1.3880771478667446,0.3324367407076533,0.5166871693404054,0.734915290552502,0.6317129824560694,MGST2,1
Organismal Systems,Endocrine system,hsa04923,Regulation of lipolysis in adipocytes,1/116,59/9500,0.01694915254237288,1.3880771478667446,0.3324367407076533,0.5166871693404054,0.734915290552502,0.6317129824560694,ADCY5,1
Human Diseases,Cancer: specific types,hsa05213,Endometrial cancer,1/116,59/9500,0.01694915254237288,1.3880771478667446,0.3324367407076533,0.5166871693404054,0.734915290552502,0.6317129824560694,CDH1,1
Environmental Information Processing,Signal transduction,hsa04024,cAMP signaling pathway,3/116,226/9500,0.01327433628318584,1.08712236801953,0.14737515806182236,0.5241652656113952,0.74060649485638,0.6366049852362355,CACNA1C/ADCY5/PDE4D,3
Human Diseases,Cancer: overview,hsa05208,Chemical carcinogenesis - reactive oxygen species,3/116,227/9500,0.013215859030837005,1.0823332826978582,0.1395893127444876,0.5271565880418774,0.74060649485638,0.6366049852362355,NDUFA10/COX7B2/MGST2,3
Environmental Information Processing,Signal transduction,hsa04330,Notch signaling pathway,1/116,62/9500,0.016129032258064516,1.3209121245828699,0.2818486265883426,0.5342861688302176,0.7460459308665843,0.6412805749117504,CTBP2,1
Metabolism,Amino acid metabolism,hsa00310,Lysine degradation,1/116,63/9500,0.015873015873015872,1.2999452654625068,0.26556402796971423,0.54001013624023,0.7465363949067553,0.641702164318838,SETD7,1
Human Diseases,Cancer: specific types,hsa05226,Gastric cancer,2/116,150/9500,0.013333333333333334,1.0919540229885059,0.1262073062624858,0.5499172803035306,0.7465363949067553,0.641702164318838,CDH1/ABCB1,2
Metabolism,Carbohydrate metabolism,hsa00010,Glycolysis / Gluconeogenesis,1/116,67/9500,0.014925373134328358,1.2223365928975811,0.2030473702999656,0.5622168556084932,0.7465363949067553,0.641702164318838,HK1,1
Metabolism,Global and overview maps,hsa01240,Biosynthesis of cofactors,2/116,154/9500,0.012987012987012988,1.0635915808329601,0.08845472411201931,0.5642609545853372,0.7465363949067553,0.641702164318838,PPCDC/MTHFD1L,2
Metabolism,Metabolism of cofactors and vitamins,hsa00830,Retinol metabolism,1/116,68/9500,0.014705882352941176,1.2043610547667343,0.18802891272153455,0.5676003862720587,0.7465363949067553,0.641702164318838,ALDH1A3,1
Human Diseases,Cancer: specific types,hsa05221,Acute myeloid leukemia,1/116,68/9500,0.014705882352941176,1.2043610547667343,0.18802891272153455,0.5676003862720587,0.7465363949067553,0.641702164318838,CCNA1,1
Organismal Systems,Immune system,hsa04664,Fc epsilon RI signaling pathway,1/116,69/9500,0.014492753623188406,1.1869065467266366,0.17323838460080246,0.572918278043946,0.7465363949067553,0.641702164318838,LYN,1
Cellular Processes,Cell growth and death,hsa04218,Cellular senescence,2/116,157/9500,0.012738853503184714,1.0432681748297825,0.06077838649512106,0.5748045435013999,0.7465363949067553,0.641702164318838,CCNA1/ITPR3,2
Environmental Information Processing,Signal transduction,hsa04390,Hippo signaling pathway,2/116,157/9500,0.012738853503184714,1.0432681748297825,0.06077838649512106,0.5748045435013999,0.7465363949067553,0.641702164318838,CDH1/GLI2,2
Human Diseases,Endocrine and metabolic disease,hsa04932,Non-alcoholic fatty liver disease,2/116,157/9500,0.012738853503184714,1.0432681748297825,0.06077838649512106,0.5748045435013999,0.7465363949067553,0.641702164318838,NDUFA10/COX7B2,2
Human Diseases,Cancer: specific types,hsa05211,Renal cell carcinoma,1/116,70/9500,0.014285714285714285,1.1699507389162562,0.1586683003795721,0.5781713243536589,0.7465363949067553,0.641702164318838,ARNT2,1
Human Diseases,Infectious disease: bacterial,hsa05120,Epithelial cell signaling in Helicobacter pylori infection,1/116,71/9500,0.014084507042253521,1.1534725594949005,0.14431153008558278,0.5833603091230094,0.7465363949067553,0.641702164318838,LYN,1
Human Diseases,Cancer: overview,hsa05204,Chemical carcinogenesis - DNA adducts,1/116,71/9500,0.014084507042253521,1.1534725594949005,0.14431153008558278,0.5833603091230094,0.7465363949067553,0.641702164318838,MGST2,1
Human Diseases,Infectious disease: viral,hsa05165,Human papillomavirus infection,4/116,333/9500,0.012012012012012012,0.9837423630527079,-0.03357684307618352,0.5842348075918078,0.7465363949067553,0.641702164318838,LAMC1/ITGB1/CCNA1/ITGA9,4
Metabolism,Xenobiotics biodegradation and metabolism,hsa00982,Drug metabolism - cytochrome P450,1/116,73/9500,0.0136986301369863,1.1218705715635333,0.11621106021677113,0.5935491828656914,0.7465363949067553,0.641702164318838,MGST2,1
Human Diseases,Cancer: specific types,hsa05223,Non-small cell lung cancer,1/116,73/9500,0.0136986301369863,1.1218705715635333,0.11621106021677113,0.5935491828656914,0.7465363949067553,0.641702164318838,JAK3,1
Human Diseases,Infectious disease: viral,hsa05161,Hepatitis B,2/116,163/9500,0.012269938650306749,1.0048656653268457,0.006966366122848322,0.5953374912488683,0.7465363949067553,0.641702164318838,CCNA1/JAK3,2
Human Diseases,Drug resistance: antineoplastic,hsa01524,Platinum drug resistance,1/116,75/9500,0.013333333333333334,1.0919540229885059,0.08888625844935237,0.6034909847510543,0.7465363949067553,0.641702164318838,MGST2,1
Organismal Systems,Endocrine system,hsa03320,PPAR signaling pathway,1/116,76/9500,0.013157894736842105,1.0775862068965518,0.0755001155895399,0.6083710957079644,0.7465363949067553,0.641702164318838,SORBS1,1
Human Diseases,Cancer: specific types,hsa05214,Glioma,1/116,76/9500,0.013157894736842105,1.0775862068965518,0.0755001155895399,0.6083710957079644,0.7465363949067553,0.641702164318838,PDGFRA,1
Human Diseases,Cancer: specific types,hsa05212,Pancreatic cancer,1/116,77/9500,0.012987012987012988,1.0635915808329601,0.062290860052206326,0.6131916552259902,0.7465363949067553,0.641702164318838,ARHGEF6,1
Human Diseases,Cancer: specific types,hsa05220,Chronic myeloid leukemia,1/116,77/9500,0.012987012987012988,1.0635915808329601,0.062290860052206326,0.6131916552259902,0.7465363949067553,0.641702164318838,CTBP2,1
Human Diseases,Infectious disease: bacterial,hsa05133,Pertussis,1/116,78/9500,0.01282051282051282,1.0499557913351016,0.04925332261295039,0.6179533837618905,0.7465363949067553,0.641702164318838,ITGB1,1
Human Diseases,Cancer: specific types,hsa05225,Hepatocellular carcinoma,2/116,170/9500,0.011764705882352941,0.9634888438133874,-0.053405152991125075,0.6183556375963297,0.7465363949067553,0.641702164318838,PBRM1/MGST2,2
Metabolism,Xenobiotics biodegradation and metabolism,hsa00980,Metabolism of xenobiotics by cytochrome P450,1/116,79/9500,0.012658227848101266,1.0366652116979485,0.0363825537408999,0.6226569931318351,0.7465363949067553,0.641702164318838,MGST2,1
Organismal Systems,Nervous system,hsa04721,Synaptic vesicle cycle,1/116,79/9500,0.012658227848101266,1.0366652116979485,0.0363825537408999,0.6226569931318351,0.7465363949067553,0.641702164318838,SLC6A3,1
Human Diseases,Infectious disease: parasitic,hsa05140,Leishmaniasis,1/116,79/9500,0.012658227848101266,1.0366652116979485,0.0363825537408999,0.6226569931318351,0.7465363949067553,0.641702164318838,ITGB1,1
Environmental Information Processing,Signal transduction,hsa04310,Wnt signaling pathway,2/116,174/9500,0.011494252873563218,0.9413396749900911,-0.0868251060333425,0.6310562767640377,0.7497586472674461,0.6444719238750284,CTBP2/PLCB1,2
Metabolism,Xenobiotics biodegradation and metabolism,hsa00983,Drug metabolism - other enzymes,1/116,81/9500,0.012345679012345678,1.0110685398041719,0.011122550367277207,0.6318926590507297,0.7497586472674461,0.6444719238750284,MGST2,1
Genetic Information Processing,Chromosome,hsa03083,Polycomb repressive complex,1/116,83/9500,0.012048192771084338,0.9867054424594932,-0.013524791787488987,0.6409041785735903,0.7565312210997535,0.6502934421772186,RNF2,1
Environmental Information Processing,Signal transduction,hsa04012,ErbB signaling pathway,1/116,86/9500,0.011627906976744186,0.9522854851643945,-0.04941816098115281,0.6540129470128054,0.7680459736714484,0.6601912069710911,NRG1,1
Organismal Systems,Aging,hsa04211,Longevity regulating pathway,1/116,90/9500,0.011111111111111112,0.9099616858237548,-0.09541743480410124,0.6707560639516856,0.7836894828823265,0.6736379374810162,ADCY5,1
Organismal Systems,Immune system,hsa04621,NOD-like receptor signaling pathway,2/116,189/9500,0.010582010582010581,0.8666301769750044,-0.20590374825197102,0.675783057184381,0.7855549243412349,0.6752414196819624,PLCB1/ITPR3,2
Cellular Processes,Cell motility,hsa04814,Motor proteins,2/116,197/9500,0.01015228426395939,0.8314370733415019,-0.26580160838538236,0.6978007571025391,0.8070523907903103,0.6937200509206529,MYO7A/DNAH11,2
Human Diseases,Drug resistance: antineoplastic,hsa01522,Endocrine resistance,1/116,99/9500,0.010101010101010102,0.8272378962034136,-0.1921113367166516,0.7055480481435918,0.8119120755019222,0.6978973023160628,ADCY5,1
Environmental Information Processing,Signaling molecules and interaction,hsa04061,Viral protein interaction with cytokine and cytokine receptor,1/116,100/9500,0.01,0.8189655172413793,-0.20233514157507493,0.7091813240094936,0.8120126159908703,0.6979837241567122,IL2RB,1
Human Diseases,Infectious disease: bacterial,hsa05130,Pathogenic Escherichia coli infection,2/116,203/9500,0.009852216748768473,0.8068625785629353,-0.3092551718030612,0.7134991628991018,0.812892081113902,0.6987396882017912,ITGB1/SEC24A,2
Metabolism,Lipid metabolism,hsa00564,Glycerophospholipid metabolism,1/116,103/9500,0.009708737864077669,0.7951121526615332,-0.2324417504718684,0.7198166037258973,0.8160297141249033,0.7014367112909996,PLD4,1
Cellular Processes,Transport and catabolism,hsa04137,Mitophagy - animal,1/116,105/9500,0.009523809523809525,0.7799671592775042,-0.25206218809204656,0.726691644344602,0.8195350754171733,0.7044498235026956,SMURF1,1
Human Diseases,Cancer: specific types,hsa05215,Prostate cancer,1/116,106/9500,0.009433962264150943,0.7726089785296031,-0.26174289776163306,0.7300661807209753,0.8195350754171733,0.7044498235026956,PDGFRA,1
Environmental Information Processing,Signal transduction,hsa04066,HIF-1 signaling pathway,1/116,110/9500,0.00909090909090909,0.744514106583072,-0.2996431893824668,0.7431562039774509,0.824395979647861,0.708628123163181,HK1,1
Environmental Information Processing,Signal transduction,hsa04350,TGF-beta signaling pathway,1/116,110/9500,0.00909090909090909,0.744514106583072,-0.2996431893824668,0.7431562039774509,0.824395979647861,0.708628123163181,SMURF1,1
Human Diseases,Cardiovascular disease,hsa05417,Lipid and atherosclerosis,2/116,216/9500,0.009259259259259259,0.758301404853129,-0.39949134495785593,0.7451963658825643,0.824395979647861,0.708628123163181,PLCB1/LYN,2
Human Diseases,Cancer: overview,hsa05206,MicroRNAs in cancer,3/116,320/9500,0.009375,0.7677801724137931,-0.4698150077358146,0.7547882395398204,0.830992821416437,0.714298587013899,PRKCE/PDGFRA/ABCB1,3
Metabolism,Global and overview maps,hsa01200,Carbon metabolism,1/116,117/9500,0.008547008547008548,0.6999705275567345,-0.3630445570382154,0.7645669544422682,0.8377312563027723,0.7200907604165407,HK1,1
Organismal Systems,Nervous system,hsa04722,Neurotrophin signaling pathway,1/116,120/9500,0.008333333333333333,0.6824712643678161,-0.38917611361264826,0.7731921810378127,0.8431476640840909,0.7247465556595037,RPS6KA2,1
Organismal Systems,Immune system,hsa04660,T cell receptor signaling pathway,1/116,122/9500,0.00819672131147541,0.6712832108535897,-0.40627549319477996,0.7787675349006911,0.845202680058096,0.7265129909026153,CARD11,1
Genetic Information Processing,Transcription,hsa03040,Spliceosome,2/116,242/9500,0.008264462809917356,0.676831005984611,-0.5661776480673469,0.7997156499653609,0.8638437917078663,0.7425363780711147,THOC1/CTNNBL1,2
Environmental Information Processing,Signal transduction,hsa04068,FoxO signaling pathway,1/116,133/9500,0.007518796992481203,0.6157635467980296,-0.4961329419654121,0.8070890119512784,0.8677154166048955,0.7458643204096321,SETD7,1
Cellular Processes,Cell growth and death,hsa04210,Apoptosis,1/116,137/9500,0.0072992700729927005,0.5977850490812988,-0.527211555602911,0.8164703995203806,0.8736996331316221,0.7510081884422586,ITPR3,1
Human Diseases,Cardiovascular disease,hsa05418,Fluid shear stress and atherosclerosis,1/116,142/9500,0.007042253521126761,0.5767362797474502,-0.5649859337583389,0.8275633925634778,0.877810931549715,0.7545421475513524,MGST2,1
Organismal Systems,Development and regeneration,hsa04380,Osteoclast differentiation,1/116,143/9500,0.006993006993006993,0.5727031589100555,-0.5724048766066719,0.8297008841709405,0.877810931549715,0.7545421475513524,ITPR3,1
Cellular Processes,Cellular community - eukaryotes,hsa04550,Signaling pathways regulating pluripotency of stem cells,1/116,144/9500,0.006944444444444444,0.5687260536398466,-0.5797800951557799,0.8318121054423063,0.877810931549715,0.7545421475513524,JAK3,1
Cellular Processes,Transport and catabolism,hsa04148,Efferocytosis,1/116,157/9500,0.006369426751592357,0.5216340874148913,-0.6719559684587494,0.8570078836527302,0.8876707680090188,0.7630173919452381,ATP11A,1
Cellular Processes,Cell growth and death,hsa04110,Cell cycle,1/116,158/9500,0.006329113924050633,0.5183326058489742,-0.6787811904950111,0.8587832326301769,0.8876707680090188,0.7630173919452381,CCNA1,1
Environmental Information Processing,Signal transduction,hsa04150,mTOR signaling pathway,1/116,158/9500,0.006329113924050633,0.5183326058489742,-0.6787811904950111,0.8587832326301769,0.8876707680090188,0.7630173919452381,RPS6KA2,1
Cellular Processes,Transport and catabolism,hsa04145,Phagosome,1/116,159/9500,0.006289308176100629,0.5150726523530688,-0.685571084587969,0.8605367270655118,0.8876707680090188,0.7630173919452381,ITGB1,1
Cellular Processes,Cell growth and death,hsa04217,Necroptosis,1/116,159/9500,0.006289308176100629,0.5150726523530688,-0.685571084587969,0.8605367270655118,0.8876707680090188,0.7630173919452381,JAK3,1
Human Diseases,Infectious disease: bacterial,hsa05152,Tuberculosis,1/116,182/9500,0.005494505494505495,0.44998105342932937,-0.8329634204064482,0.8954098550228364,0.9195016000010294,0.7903783001617675,KSR1,1
Organismal Systems,Immune system,hsa04613,Neutrophil extracellular trap formation,1/116,196/9500,0.00510204081632653,0.41783954961294856,-0.915608512332458,0.9122452635481281,0.9326078810380417,0.8016440990765976,PLCB1,1
NA,NA,hsa04382,Cornified envelope formation,1/116,217/9500,0.004608294930875576,0.37740346416653425,-1.031493107901323,0.932590111845791,0.9491694916119383,0.815880004281464,ABCA12,1
Human Diseases,Infectious disease: bacterial,hsa05132,Salmonella infection,1/116,251/9500,0.00398406374501992,0.3262810825662866,-1.2026580208303883,0.9560749125344936,0.9687661724353939,0.8327247724450411,EXOC4,1
Environmental Information Processing,Signaling molecules and interaction,hsa04060,Cytokine-cytokine receptor interaction,1/116,298/9500,0.003355704697986577,0.2748206433695904,-1.4141204057909738,0.9757649664951492,0.9843620146581021,0.8461305297222023,IL2RB,1
Environmental Information Processing,Signaling molecules and interaction,hsa04080,Neuroactive ligand-receptor interaction,1/116,370/9500,0.002702702702702703,0.2213420316868593,-1.6985805407752885,0.9903125001990261,0.9946559760770919,0.8549789359982359,GPR156,1
Organismal Systems,Sensory system,hsa04740,Olfactory transduction,1/116,454/9500,0.0022026431718061676,0.18038888044964305,-1.9896716660107006,0.9967069844159377,0.9967069844159377,0.8567419263883262,OR2F1,1
