"GeneID"
"ENSG00000306721.1"
"ENSG00000266576.1"
"ENSG00000306402.1"
"ENSG00000297432.1"
"ENSG00000275571.2"
"ENSG00000282712.1"
"ENSG00000278693.3"
"ENSG00000290489.1"
"ENSG00000276469.1"
"ENSG00000277361.2"
"ENSG00000282013.1"
"ENSG00000291368.1"
"ENSG00000284161.3"
"ENSG00000284866.1"
"ENSG00000292230.1"
"ENSG00000291746.1"
"ENSG00000215912.13"
"ENSG00000284668.3"
"ENSG00000289893.2"
"ENSG00000171735.21"
"ENSG00000229484.4"
"ENSG00000074964.18"
"ENSG00000121904.19"
"ENSG00000284632.2"
"ENSG00000142949.19"
"ENSG00000186094.18"
"ENSG00000142856.19"
"ENSG00000137968.17"
"ENSG00000184005.12"
"ENSG00000233290.5"
"ENSG00000224445.4"
"ENSG00000134198.11"
"ENSG00000226067.8"
"ENSG00000196369.13"
"ENSG00000162825.18"
"ENSG00000283360.1"
"ENSG00000241666.3"
"ENSG00000224000.2"
"ENSG00000294522.1"
"ENSG00000135862.7"
"ENSG00000121481.13"
"ENSG00000224536.3"
"ENSG00000163531.18"
"ENSG00000227591.7"
"ENSG00000154358.23"
"ENSG00000116991.13"
"ENSG00000182901.18"
"ENSG00000229205.5"
"ENSG00000295551.1"
"ENSG00000136770.12"
"ENSG00000150093.21"
"ENSG00000291069.2"
"ENSG00000122862.6"
"ENSG00000156515.26"
"ENSG00000185009.14"
"ENSG00000237523.3"
"ENSG00000095637.24"
"ENSG00000229649.2"
"ENSG00000023041.13"
"ENSG00000187908.21"
"ENSG00000107902.15"
"ENSG00000175029.18"
"ENSG00000154493.20"
"ENSG00000214279.13"
"ENSG00000197601.16"
"ENSG00000110427.18"
"ENSG00000157570.13"
"ENSG00000255267.5"
"ENSG00000134569.11"
"ENSG00000299485.1"
"ENSG00000255240.7"
"ENSG00000303405.1"
"ENSG00000196600.13"
"ENSG00000256789.2"
"ENSG00000259854.1"
"ENSG00000289716.1"
"ENSG00000137474.24"
"ENSG00000254818.1"
"ENSG00000166002.8"
"ENSG00000214376.7"
"ENSG00000250519.8"
"ENSG00000110777.12"
"ENSG00000048028.13"
"ENSG00000236437.3"
"ENSG00000110274.17"
"ENSG00000151067.23"
"ENSG00000291189.2"
"ENSG00000111218.13"
"ENSG00000182993.6"
"ENSG00000255867.2"
"ENSG00000293682.1"
"ENSG00000139263.13"
"ENSG00000293269.2"
"ENSG00000179104.9"
"ENSG00000258312.2"
"ENSG00000008405.13"
"ENSG00000174600.15"
"ENSG00000171435.15"
"ENSG00000255595.6"
"ENSG00000027001.11"
"ENSG00000133083.16"
"ENSG00000133101.11"
"ENSG00000120658.15"
"ENSG00000278156.4"
"ENSG00000302670.1"
"ENSG00000139793.22"
"ENSG00000068650.20"
"ENSG00000166091.22"
"ENSG00000257842.7"
"ENSG00000100473.19"
"ENSG00000151320.12"
"ENSG00000006432.17"
"ENSG00000100601.11"
"ENSG00000100629.18"
"ENSG00000100599.17"
"ENSG00000100749.10"
"ENSG00000066629.20"
"ENSG00000166183.17"
"ENSG00000166428.15"
"ENSG00000294065.1"
"ENSG00000300563.1"
"ENSG00000242866.10"
"ENSG00000287704.3"
"ENSG00000069966.19"
"ENSG00000140262.19"
"ENSG00000128849.12"
"ENSG00000157450.17"
"ENSG00000138621.13"
"ENSG00000172379.23"
"ENSG00000259805.1"
"ENSG00000289128.2"
"ENSG00000176463.14"
"ENSG00000184254.19"
"ENSG00000166780.12"
"ENSG00000243716.13"
"ENSG00000039068.21"
"ENSG00000198373.14"
"ENSG00000261008.10"
"ENSG00000103089.10"
"ENSG00000140873.16"
"ENSG00000260456.8"
"ENSG00000170004.19"
"ENSG00000108557.21"
"ENSG00000276399.2"
"ENSG00000141068.17"
"ENSG00000141298.19"
"ENSG00000277399.6"
"ENSG00000108510.11"
"ENSG00000154240.19"
"ENSG00000133195.13"
"ENSG00000069188.17"
"ENSG00000079134.14"
"ENSG00000134278.17"
"ENSG00000265485.9"
"ENSG00000081913.15"
"ENSG00000089847.14"
"ENSG00000074842.9"
"ENSG00000104880.19"
