"GeneID"
"ENSG00000132000.15"
"ENSG00000105639.21"
"ENSG00000089351.16"
"ENSG00000105738.12"
"ENSG00000160460.17"
"ENSG00000268797.1"
"ENSG00000188425.4"
"ENSG00000267922.1"
"ENSG00000160007.21"
"ENSG00000287001.4"
"ENSG00000234423.3"
"ENSG00000032389.14"
"ENSG00000119787.15"
"ENSG00000171132.15"
"ENSG00000173163.12"
"ENSG00000075340.24"
"ENSG00000284879.1"
"ENSG00000291024.2"
"ENSG00000040933.18"
"ENSG00000015568.14"
"ENSG00000183054.14"
"ENSG00000153214.12"
"ENSG00000074047.23"
"ENSG00000136717.16"
"ENSG00000163046.16"
"ENSG00000152127.10"
"ENSG00000152128.14"
"ENSG00000182389.20"
"ENSG00000299704.1"
"ENSG00000197635.12"
"ENSG00000236283.6"
"ENSG00000297701.1"
"ENSG00000030419.18"
"ENSG00000144452.15"
"ENSG00000237525.8"
"ENSG00000072195.15"
"ENSG00000303770.1"
"ENSG00000115468.14"
"ENSG00000130414.14"
"ENSG00000101276.19"
"ENSG00000182621.19"
"ENSG00000125864.15"
"ENSG00000125798.16"
"ENSG00000180383.4"
"ENSG00000132792.22"
"ENSG00000300496.1"
"ENSG00000196132.15"
"ENSG00000279669.2"
"ENSG00000277067.5"
"ENSG00000279579.4"
"ENSG00000293834.1"
"ENSG00000265590.10"
"ENSG00000160185.15"
"ENSG00000197381.19"
"ENSG00000298316.1"
"ENSG00000243156.9"
"ENSG00000288683.1"
"ENSG00000099991.19"
"ENSG00000099992.17"
"ENSG00000100284.23"
"ENSG00000100385.16"
"ENSG00000125046.16"
"ENSG00000163527.12"
"ENSG00000144668.13"
"ENSG00000188338.16"
"ENSG00000163939.20"
"ENSG00000163618.19"
"ENSG00000184220.12"
"ENSG00000144857.16"
"ENSG00000242880.3"
"ENSG00000175697.12"
"ENSG00000173175.17"
"ENSG00000221955.12"
"ENSG00000158258.16"
"ENSG00000242908.7"
"ENSG00000152601.19"
"ENSG00000075420.14"
"ENSG00000169760.18"
"ENSG00000197584.14"
"ENSG00000114757.19"
"ENSG00000073849.17"
"ENSG00000188001.11"
"ENSG00000187527.12"
"ENSG00000288075.2"
"ENSG00000296956.1"
"ENSG00000309602.1"
"ENSG00000163697.19"
"ENSG00000170516.17"
"ENSG00000294922.1"
"ENSG00000134853.13"
"ENSG00000138670.20"
"ENSG00000249001.7"
"ENSG00000184305.16"
"ENSG00000182168.16"
"ENSG00000164024.13"
"ENSG00000164035.11"
"ENSG00000245384.3"
"ENSG00000172403.11"
"ENSG00000251372.9"
"ENSG00000145391.16"
"ENSG00000085871.10"
"ENSG00000250326.3"
"ENSG00000250673.3"
"ENSG00000071205.13"
"ENSG00000109472.15"
"ENSG00000297440.1"
"ENSG00000142319.20"
"ENSG00000248587.9"
"ENSG00000287709.3"
"ENSG00000113448.21"
"ENSG00000049883.16"
"ENSG00000083312.20"
"ENSG00000214944.11"
"ENSG00000164176.14"
"ENSG00000248555.8"
"ENSG00000251361.2"
"ENSG00000113391.20"
"ENSG00000175471.20"
"ENSG00000197536.12"
"ENSG00000113615.14"
"ENSG00000120306.12"
"ENSG00000287726.2"
"ENSG00000249669.13"
"ENSG00000134516.21"
"ENSG00000204754.4"
"ENSG00000050767.18"
"ENSG00000111859.18"
"ENSG00000272168.11"
"ENSG00000096433.12"
"ENSG00000023892.13"
"ENSG00000304838.1"
"ENSG00000082293.13"
"ENSG00000302959.1"
"ENSG00000065609.16"
"ENSG00000085377.16"
"ENSG00000112357.15"
"ENSG00000152818.20"
"ENSG00000301114.1"
"ENSG00000120254.17"
"ENSG00000131018.25"
"ENSG00000198670.14"
"ENSG00000071242.14"
"ENSG00000198286.12"
"ENSG00000105877.19"
"ENSG00000136237.20"
"ENSG00000122545.22"
"ENSG00000279072.2"
"ENSG00000289177.3"
"ENSG00000127947.17"
"ENSG00000085563.16"
"ENSG00000005981.14"
"ENSG00000198742.11"
"ENSG00000091129.23"
"ENSG00000128512.24"
"ENSG00000128602.12"
"ENSG00000106554.14"
"ENSG00000131558.17"
"ENSG00000273344.3"
"ENSG00000292979.2"
"ENSG00000104714.15"
"ENSG00000164741.16"
"ENSG00000003987.15"
"ENSG00000147408.17"
"ENSG00000012232.11"
"ENSG00000157168.23"
"ENSG00000309172.1"
"ENSG00000254087.9"
"ENSG00000169122.13"
"ENSG00000198846.7"
"ENSG00000254777.6"
"ENSG00000254081.2"
"ENSG00000046889.20"
"ENSG00000254277.3"
"ENSG00000293000.1"
"ENSG00000277436.1"
"ENSG00000174226.10"
"ENSG00000305490.1"
"ENSG00000131773.15"
"ENSG00000171045.17"
"ENSG00000147862.19"
"ENSG00000308922.1"
"ENSG00000137075.18"
"ENSG00000196092.14"
"ENSG00000278175.7"
"ENSG00000290718.2"
"ENSG00000289843.2"
"ENSG00000290923.2"
"ENSG00000276291.8"
"ENSG00000290549.2"
"ENSG00000107282.9"
"ENSG00000156052.12"
"ENSG00000303992.1"
"ENSG00000290883.2"
"ENSG00000237372.6"
"ENSG00000188312.15"
"ENSG00000307471.1"
"ENSG00000271086.8"
"ENSG00000157654.20"
"ENSG00000187609.17"
"ENSG00000146950.13"
"ENSG00000101871.18"
"ENSG00000130962.20"
"ENSG00000301689.1"
"ENSG00000189064.10"
"ENSG00000268350.9"
"ENSG00000131089.18"
"ENSG00000147133.19"
"ENSG00000155008.17"
"ENSG00000157600.14"
"ENSG00000165675.21"
"ENSG00000129675.17"
"ENSG00000129682.17"
"ENSG00000010404.19"
"ENSG00000292336.1"
