"GeneID"
"ENSG00000277400.1"
"ENSG00000226916.8"
"ENSG00000206466.10"
"ENSG00000290406.1"
"ENSG00000229698.11"
"ENSG00000277111.3"
"ENSG00000293919.1"
"ENSG00000281197.2"
"ENSG00000276482.3"
"ENSG00000278016.2"
"ENSG00000282681.1"
"ENSG00000274429.2"
"ENSG00000275428.2"
"ENSG00000274958.4"
"ENSG00000280787.3"
"ENSG00000278760.4"
"ENSG00000275176.4"
"ENSG00000278550.4"
"ENSG00000274474.3"
"ENSG00000274803.4"
"ENSG00000277518.4"
"ENSG00000282417.2"
"ENSG00000277086.3"
"ENSG00000274965.4"
"ENSG00000278458.4"
"ENSG00000278220.2"
"ENSG00000281766.4"
"ENSG00000284099.3"
"ENSG00000284227.3"
"ENSG00000285457.1"
"ENSG00000292297.1"
"ENSG00000292301.1"
"ENSG00000285022.2"
"ENSG00000292308.1"
"ENSG00000285479.3"
"ENSG00000284818.1"
"ENSG00000288216.2"
"ENSG00000288353.1"
"ENSG00000291999.1"
"ENSG00000291495.1"
"ENSG00000292165.1"
"ENSG00000291606.1"
"ENSG00000291421.1"
"ENSG00000292279.1"
"ENSG00000187634.14"
"ENSG00000187642.11"
"ENSG00000078369.20"
"ENSG00000238164.7"
"ENSG00000131697.19"
"ENSG00000187017.18"
"ENSG00000204859.14"
"ENSG00000171735.21"
"ENSG00000049246.16"
"ENSG00000049249.11"
"ENSG00000116285.14"
"ENSG00000171621.15"
"ENSG00000284646.2"
"ENSG00000237445.2"
"ENSG00000116731.23"
"ENSG00000183888.4"
"ENSG00000127481.15"
"ENSG00000173436.16"
"ENSG00000289694.1"
"ENSG00000133216.17"
"ENSG00000236810.9"
"ENSG00000286061.3"
"ENSG00000169504.16"
"ENSG00000060656.21"
"ENSG00000134644.17"
"ENSG00000301119.1"
"ENSG00000134668.14"
"ENSG00000269967.1"
"ENSG00000184007.22"
"ENSG00000284702.1"
"ENSG00000084623.13"
"ENSG00000163866.10"
"ENSG00000116560.12"
"ENSG00000307694.1"
"ENSG00000197982.14"
"ENSG00000043514.17"
"ENSG00000084073.11"
"ENSG00000117013.18"
"ENSG00000065978.20"
"ENSG00000066056.16"
"ENSG00000284989.1"
"ENSG00000187147.20"
"ENSG00000309980.1"
"ENSG00000269113.5"
"ENSG00000284696.3"
"ENSG00000185104.22"
"ENSG00000085832.19"
"ENSG00000174348.15"
"ENSG00000157193.19"
"ENSG00000162390.19"
"ENSG00000162402.16"
"ENSG00000234807.10"
"ENSG00000162599.19"
"ENSG00000162433.16"
"ENSG00000116678.20"
"ENSG00000235782.2"
"ENSG00000154027.19"
"ENSG00000117114.22"
"ENSG00000171517.7"
"ENSG00000223653.7"
"ENSG00000267561.2"
"ENSG00000307222.1"
"ENSG00000197147.16"
"ENSG00000117543.23"
