UniqueCount	AmbigCount
0	1
0	0
23	232
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	6
0	0
0	0
0	0
2	15
5	15
0	1
0	0
20	0
0	0
6	11
0	0
0	0
0	0
0	0
0	0
0	0
35	237
0	0
0	82
0	83
0	82
0	73
0	70
0	6
0	0
0	14
0	1
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
1	0
4	1
0	0
0	0
0	8
13	28
0	0
0	17
0	13
0	10
0	5
0	10
0	7
1	4
0	6
0	7
0	0
0	0
1	0
0	2
0	2
0	6
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
1	6
0	0
0	0
13	333
80	7144
265	8515
0	3
462	2239
1	0
2343	2009
1	91
0	0
0	0
0	0
0	2
0	0
0	0
1	5
146	133
0	0
0	0
0	4
0	7
0	4
0	1
0	1
0	2
0	1
0	1
0	1
0	1
0	1
0	4
0	0
0	0
0	0
0	1
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
1	4
2	0
0	3
0	3
0	0
1	0
7	0
0	1
1	154
3	178
78	379
12	101
0	442
13	15
0	303
0	378
7	14
0	172
0	389
0	205
0	320
0	8
0	165
0	154
0	13
0	165
0	206
0	202
1	179
0	18
0	106
0	125
2	144
1	203
0	258
2	253
0	301
0	163
0	163
0	158
0	185
0	19
0	197
0	287
0	157
0	18
0	6
0	72
0	16
0	125
2	11
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
0	173
1	176
0	1
1	165
0	25
0	27
0	31
0	19
0	25
0	161
0	15
1	1
0	11
0	1
0	5
579	3049
7	927
36	2699
0	0
45	807
8	50
238	68
23	15
26	51
10	0
31	23
0	20
3	21
0	0
0	5
0	2
0	2
0	2
0	0
14	0
85	307
51	276
53	254
2	162
0	717
0	457
1	0
0	0
713	719
3	10320
0	9436
0	8695
0	9579
0	270
4	313
1	92
0	10
3	155
76	2248
3	75
0	29
0	30
2	17
5	39
0	29
0	30
6	38
0	39
1	0
0	0
0	17
0	18
0	0
4	200
3	189
4	244
0	232
20	163
0	198
2	207
0	27
2	132
0	85
0	64
0	69
0	26
2	11
1	6
0	20
0	5
1	8
0	2
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	3
0	3
0	0
0	59
0	116
0	74
0	116
2	71
0	116
4	23
0	74
6	23
3	23
0	40
0	116
8	59
0	17
140	6418
9	5841
2	5001
48	2644
2	2099
4	1210
0	1268
1597	0
1	3
0	0
2	4
2	2
2	1
3	0
1	2815
42	3250
0	2823
24	1686
11	1742
4	1412
9	1373
2	233
0	1173
15	930
0	162
0	121
0	415
0	374
3	442
0	18
11	85
0	111
3	359
21	8
0	0
2	0
0	41
0	36
2	43
0	43
0	5
0	40
0	0
1	8
14	494
25	528
12	393
0	327
0	5
0	0
0	25
0	48
1	5
43	74
1	31
12	18
1	19
0	0
46	224
3	59
5	13
0	158
0	7
1	72
0	82
5	758
0	1303
0	1302
0	996
4	175
1	1077
0	1442
0	995
72	761
29	378
0	849
0	1300
0	1012
0	867
2	1172
0	1171
0	301
3	132
9	82
0	930
0	158
0	0
0	211
0	190
1	106
0	171
0	389
0	9
4	63
0	464
9	172
0	150
0	310
0	270
1	270
1	10
9	4
0	111
13	0
0	385
0	168
4	120
2	170
0	191
0	93
1	76
1	36
0	69
1	6
0	3
0	0
39	310
722	379
3	82
32	0
33	1808
90	1718
1	254
0	394
10	83
2	51
0	0
8	89
0	72
0	124
0	155
1	121
0	143
0	22
0	16
3	25
0	2
1	1
30	1237
15	1188
281	1183
86	1220
23	86
1	48
0	0
0	1119
64	1553
3	1143
3	844
25	2264
3	1363
7	1775
0	1764
0	559
1	948
0	135
2	127
0	142
2	170
0	640
15	35
2	173
2	12
6	51
20	426
7	417
8	475
0	490
0	447
0	474
0	383
0	388
0	402
0	14
0	385
0	398
1	409
0	177
572	1073
2	453
22	769
10	28
2	505
0	0
2	96
65	2
0	4
0	4
0	4
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	119
7	868
263	984
1	18
0	39
0	0
0	1
67	1311
0	879
86	1196
2	122
40	628
39	355
0	1
0	0
0	1
8	2592
32	1921
0	2433
0	2082
8	2362
1	18
0	222
1	472
43	0
2	0
968	2403
6	1914
1	492
558	166
1	5
13	5
0	0
56	0
5	0
38	4
4	663
7	631
0	700
0	715
0	607
4	671
0	648
4	7
1	32
13	673
6	48
0	519
0	19
0	5
0	78
0	712
6	442
0	55
0	629
7	547
0	10
2	14
7	527
4	46
12	8
0	9
0	58
1	106
0	120
5	117
0	45
1	45
0	0
0	7
2	2
0	7
0	7
0	3
0	3
0	4
0	0
0	0
25	1999
3	1801
0	1750
0	1608
0	1495
0	1420
0	1420
0	1420
0	296
0	8
2	127
10	1235
1	1269
4	466
8	196
11	1
0	0
0	7
62	1374
0	1247
18	989
5	233
0	957
1	1178
1	793
0	1103
0	1248
0	980
0	1089
7	20
5	88
4	34
0	3
0	87
0	9
0	14
4	93
3	83
8	71
1	6
0	6
6	6
0	0
85	16
28	98
8	9
9	106
0	0
0	61
0	3
30	2585
0	2380
2	2031
0	1221
3	11
0	476
0	184
0	117
2	372
4	149
2	79
1	261
4	376
4	346
3	348
3	222
0	0
2	11458
72	14167
223	15222
5	12604
0	13027
2	14354
0	12490
2	10892
0	14345
19	13024
0	6639
0	13355
0	14283
0	14122
0	14134
0	13808
0	13507
0	11537
16	12354
0	10236
0	12100
18	11780
0	8087
0	7342
22	1276
0	3997
0	2789
1	1219
1	5
7	315
0	0
0	0
0	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	10
3	6
0	2
2	2
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	60
0	1
0	0
0	0
0	0
0	0
0	60
0	1
0	25
0	1
0	1
0	1
0	1
0	1
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	59
0	0
0	12
0	59
0	0
13	0
4	0
2	276
2	273
6	424
2	501
5	303
107	253
1	294
0	518
2	406
7	406
13	394
0	117
0	314
0	0
5	0
0	0
0	30
2580	83
0	0
0	7
5	26
0	3
0	3
0	24
0	0
0	21
11	0
0	0
2	24
0	0
1	0
10	0
0	0
40	17
0	22
3	1
1	2
0	0
35	2607
0	340
138	3498
0	845
0	61
17	1739
1	675
54	1335
4	270
5	1415
0	1529
7	913
0	947
13	192
0	33
0	10
0	9
0	11
1	0
0	9
0	9
0	9
0	9
0	9
0	0
0	0
2	5
0	5
29	512
4	439
1	263
0	56
4	17
1	4
1	3
0	46
0	104
2	20
0	0
1	11
0	0
0	22
0	22
1	17
4	8
27	86
1	9
6	21
0	29
0	319
2	424
5	430
1	424
4	321
21	1008
0	600
0	219
0	220
20	322
70	449
0	645
0	43
4	257
0	0
0	105
2	0
2	0
0	0
2	370
0	357
5	2407
4	2372
0	2565
1	2383
2	683
0	2535
0	467
0	292
0	165
6	194
3	2190
3	136
4	2033
0	201
0	209
0	15
0	15
0	1
0	1
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
1	2
0	0
0	1
0	0
1	1
0	0
0	12
0	1
0	14
7	14
0	11
0	0
0	0
0	0
0	10
0	0
0	0
0	0
0	0
0	10
0	2
0	0
0	3
0	3
0	3
0	0
0	0
0	0
0	2
0	0
4	817
0	863
32	514
3	24
2	477
0	44
1	39
6	14
0	0
0	4
0	4
0	3
0	1
0	3
0	3
0	2
877	2414
3	2414
37	471
71	483
32	3
14	220
0	75
0	26
0	5
0	189
0	171
1	45
0	3
0	3
0	0
0	0
0	0
0	0
0	3
0	0
0	3
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	155
0	14
0	374
0	408
0	448
2	797
0	281
1	1
0	577
0	2
0	0
0	634
5	720
3	633
6	672
1	320
0	443
0	485
0	449
2	375
3	557
2	411
2	54
0	100
0	32
0	385
0	342
1	11
0	377
0	6
0	12
0	0
0	0
2	2
0	1
0	2
0	1
1516	266
0	266
0	41
0	0
2	0
1	1216
3	1546
0	1632
2	1577
0	1296
0	1552
4	1554
5	1463
0	1349
0	1495
2	1307
0	1484
0	1538
2	1324
0	1385
0	1335
0	36
0	1039
0	367
3	992
0	34
0	67
0	646
0	335
0	227
0	146
0	29
0	213
2	222
1	187
0	199
0	199
0	224
0	194
1	188
0	5
1	24
1	706
5	727
3	849
0	683
0	686
0	690
0	685
0	690
0	695
2	409
0	24
0	0
0	0
0	8
4	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	78
1	80
1	440
18	504
0	463
1	392
2	9
2	20
4	8
0	245
0	13
0	11
0	12
0	101
0	105
0	97
0	3
0	0
0	5
0	4
0	0
0	11
0	2
0	7
0	100
0	18
0	4
0	26
0	83
0	4
0	97
0	3
0	83
0	14
0	4
0	29
0	89
0	96
0	5
0	3
0	89
0	2
0	0
0	97
0	96
0	29
0	32
0	4
1	0
0	80
0	6
0	33
0	62
0	4
0	1
0	4
0	65
0	52
0	65
9	16
0	1
0	10
0	6
0	13
0	0
0	1643
4445	6017
37	5612
0	5810
0	4109
7	3230
2	1861
7	1861
0	0
11	0
13	21
0	0
4	2
2	18
0	0
0	0
0	5
0	0
1336	2671
0	55
45	2622
22	896
0	1
0	1
0	1
0	0
0	0
81	0
0	2607
120	2610
41	2325
0	2322
278	2325
0	2069
0	2069
0	1268
0	2
2	3
7	16
4	30
0	5
879	160
2	139
28	56
4	55
15	28
0	0
0	3
0	3
0	2
0	0
0	0
0	1
1	16
0	3
0	0
1	29
0	1
0	2
0	3
0	10
0	9
2	269
0	338
0	291
85	361
0	304
2	329
0	324
1	282
0	156
0	104
11	190
0	112
0	88
0	165
3	115
0	3
2	59
0	67
0	63
16	74
0	21
14	1070
25	1665
0	1879
40	1879
1	1882
2	1669
1	1891
0	1878
0	1878
0	1811
1	1906
25	1906
0	1906
0	1906
0	1855
1	1303
0	1700
8	364
0	30
0	193
1	77
0	109
0	5
0	93
0	94
0	50
0	59
0	40
0	0
783	124
0	77
0	22
0	0
0	0
0	3
0	40
0	0
0	0
0	0
0	0
29	230
3	73
2	57
0	53
14	128
4	48
0	66
0	55
6	2715
50	2592
0	442
0	371
2	165
871	173
0	167
73	241
2	0
10	206
4	697
0	133
0	113
11	74
0	10
0	469
0	1931
0	1744
0	1194
3	1321
0	1613
0	1546
0	1590
0	1676
7	915
0	1202
0	1472
2	1773
0	1032
7	1129
0	329
0	275
23	312
0	104
0	287
0	53
0	235
0	207
1	208
0	137
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	195
96	256
55	198
0	227
117	331
2	118
1	71
0	83
7	159
4	88
0	122
0	175
0	147
8	161
3	63
0	71
0	0
0	88
2	64
0	45
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	62
0	57
0	75
0	85
0	91
0	36
0	0
0	0
1	0
0	43
0	57
0	69
0	79
0	61
0	80
0	80
0	44
0	38
0	30
4852	583
96	569
1	0
2	69
2	403
0	64
0	401
0	381
7	358
1	1
0	0
4	1
2	5
0	5
2	30
0	0
0	0
92	11
0	6
0	7
0	4
0	0
0	2627
135	434
172	4023
8	1908
188	4025
2	1199
2	3739
1	3083
0	889
5	1301
0	0
4	0
0	0
1	0
0	72
1346	638
23	486
4	362
3	200
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	69
0	69
0	0
0	48
0	15
4	2809
12	2816
0	2623
2	2529
0	23
0	644
7	1833
0	46
0	759
1	37
1	122
1	8
1	4
0	42
0	0
0	0
0	0
3	211
0	42
4	204
0	3
0	0
0	0
0	13
2	6
0	47
10	19
0	0
0	0
0	0
0	0
0	0
0	0
4	39678
75	31055
5	33014
0	34934
49	26878
3	7587
0	7158
0	5819
0	4452
0	0
3	2929
2	1486
1	695
0	695
0	2987
45	3071
0	1
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
336	6
1	0
1	4
159	1
0	0
2	0
6	7
0	2
0	17
0	0
31	76
0	77
8	76
0	13
0	55
0	5
780	1224
1	1184
0	581
628	617
0	285
0	615
0	412
0	0
46	1
0	1
0	1
5	0
0	0
0	0
787	41
2	0
47	551
199	239
0	460
0	0
2	39
0	29
0	7
0	721
5	786
0	37
0	719
0	746
0	73
0	772
0	0
0	0
5	0
1	0
0	801
0	727
0	755
1	441
0	520
1	28
0	12
0	47
6	162
1	6
0	3
0	27
3	441
104	7566
0	7130
2	2946
3	6442
38	7747
0	195
0	0
0	0
0	0
348	446
0	0
92	446
3	258
0	124
0	0
11	72
634	539
0	519
11	429
0	15
0	0
8	111
0	250
144	264
0	20
0	0
0	0
0	0
0	13
0	13
0	0
3	0
71	1495
2	1691
0	1691
1	125
0	0
0	0
1	13
0	118
1	86
0	26
0	0
3	175
0	1
0	2610
0	2517
0	1515
3	100
0	1191
0	1157
0	1103
0	1103
0	1442
0	0
0	1999
0	2
0	78
0	1235
7	1219
1	1218
0	0
0	2
0	22
0	0
0	16
0	32
0	32
0	174
2	6
0	1
5	0
6	1
0	1
0	4
0	4
0	1
0	2720
6	17
4696	9012
3	907
0	3346
26	1750
11	2691
4	293
0	2664
8	250
2	1
0	40
0	20
27	144
1	96
0	2
54	75
1	50
3	47
0	3
1	66
0	4
2399	818
1	32
7	300
186	793
3	35
461	107
1	107
0	0
1	0
0	0
6	87
0	0
4	31
0	1
0	87
0	0
9	82
1	16
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	662
0	4020
0	1121
2	1542
0	2137
0	642
7	781
4	963
47	5754
0	1541
0	881
0	2783
0	1193
1	901
10	1125
0	1169
0	645
0	973
6	83
0	405
0	303
0	297
0	208
0	56
0	55
0	8
0	0
0	6
0	441
0	1043
0	363
0	52
1	3
0	2
0	256
0	15
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	2
0	0
0	6
2	4
0	4
0	0
2	22
0	22
0	0
0	0
0	0
0	0
12	647
2810	2037
3	112
6	201
19	1376
12	216
3	2107
220	2290
42	613
1	17
1	22
0	144
0	169
0	23
0	5
4	0
1	65
0	137
12	0
3	0
11	1591
2	1709
0	3429
0	3579
5	3383
0	3355
0	3473
4	1542
0	233
7	189
3	183
9	124
0	14
0	0
0	0
0	0
0	0
0	0
0	718
0	0
0	0
2	372
0	1
819	150
2	134
0	18
27	8
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	3
0	4
0	0
0	1
0	1
0	0
1	221
0	46
0	223
0	250
1	94
0	85
0	240
0	49
1	31
0	121
35	45
0	11
0	20
2	552
0	741
9	741
0	498
0	339
31	555
0	337
4	439
0	252
0	197
2	46
38	0
7	491
36	368
17	364
9	13
62	903
1	374
10	713
0	609
0	291
0	464
1	274
0	369
0	153
0	109
0	14
0	19
0	0
0	14
0	0
0	11
0	5
0	32
1	1059
0	1048
0	1049
1	1054
0	17
0	372
1	294
0	416
0	381
0	289
0	311
1	203
0	70
4	77
0	58
0	53
13	31
0	2
0	11
0	0
0	740
0	771
3	28
12	296
0	280
0	58
4	55
6	82
0	17
8	4
0	0
0	0
1	3
0	1
0	0
45	0
0	0
0	3
0	2
0	2
0	0
0	0
3	2
10	3
0	0
670	1798
20	1797
0	2102
14	787
4129	5503
0	1462
0	1577
0	372
2	440
0	151
8	2481
0	0
0	4904
0	4887
1	4912
1	1422
4	4943
1	2752
3	140
0	81
8	255
0	4858
0	4961
0	4560
3	675
6	4559
1	4522
0	4855
4	55
6	4888
0	12
0	266
8	4843
0	4945
0	5280
7	4960
1	4960
2	5048
16	199
0	4651
0	129
1	4124
9	3929
2	2545
0	2346
0	0
7	135
217	382
12	180
5	192
0	0
0	6
5	135
0	0
0	70
0	0
0	3
0	3
0	0
0	0
0	0
0	0
0	3
0	3
0	0
30	1368
0	160
3	1258
0	0
0	25
1	0
0	0
1	2808
0	2809
1	13
0	3
0	2193
0	877
4	770
2	272
0	34
0	33
0	1054
1	997
0	384
2	0
0	14
0	14
0	501
0	14
1	43
0	3
0	0
0	0
0	0
0	0
142	35
0	0
0	0
5	35
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
0	0
0	0
2	7
0	5
0	0
0	7
0	3
0	3
0	6
0	6
0	3
0	2
0	0
0	0
0	0
0	0
2	1477
0	14
1	97
0	1472
0	87
0	17
0	10
25	1658
0	1643
0	5
0	13
0	43
0	11
0	0
0	4
0	0
0	133
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	133
0	211
0	131
0	0
0	0
17	469
0	48
0	469
2	131
0	16
0	16
0	8
2	3
0	0
0	1
0	734
0	721
0	184
45	736
1	800
4	681
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
2261	535
0	531
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	145
0	158
5	110
0	105
0	28
0	63
0	45
0	35
0	33
0	22
0	5
10	401
12	1149
0	1173
1	445
0	1220
0	0
2	133
0	16
0	0
0	9
0	50
0	73
30	0
0	0
4	1
0	0
0	0
0	1585
0	1597
0	1643
0	73
0	9
0	289
1	11
0	0
0	374
0	0
50	4044
67	3816
1	153
2	3589
2	0
0	0
1	3
7	668
16	2
0	1
0	0
35	1
0	1
0	1
1	492
3	585
0	302
3	265
3	18877
1	253
3	547
23	1057
0	429
388	18873
340	1860
7	4669
3	6887
1	277
5	1196
0	0
124	18
0	18
10	1
59	5
0	347
11	3526
31	3560
0	79
0	68
0	0
11	2367
0	75
1	83
0	91
0	678
0	548
3	621
0	86
0	2
0	30
0	6
4	11
0	6
2	141
0	63
0	25
3	116
0	47
0	0
0	0
0	0
0	0
0	0
0	0
1	151
0	160
0	148
0	169
0	11
1	31
0	21
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
28	17
0	17
6867	2422
0	172
0	1101
7	1146
11	0
0	0
0	0
0	147
43	147
0	58
1	20
0	11
0	14
43	1
0	0
0	1
126	0
127	2
2	2
0	2
658	189
0	149
0	149
0	40
0	5
51	811
193	3423
1	198
93	3459
0	21
0	255
0	812
70	3416
0	404
0	0
0	0
4	420
0	0
0	0
0	0
0	0
0	319
1	1012
29	2752
16	1
6	2344
0	203
0	147
5	2068
1	753
10	2286
0	356
2	35
15	1
20	18
1	16
3	11
0	1
0	1
1	1
0	3
0	1
0	4
0	3
0	0
0	0
0	1
111	245
1	134
7	2
8	177
86	114
59	63
0	0
3	95
9	125
30	131
37	158
0	91
10	93
5	44
1	26
0	0
0	1
0	0
0	3
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	34
0	0
0	3
0	0
0	1
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	3
0	0
0	0
0	1
0	0
9	13
0	7
1	11
0	9
0	8
1	4
0	9
0	9
0	7
0	5
0	6
0	3
0	0
0	0
161	289
0	228
0	108
0	25
0	8
